"Título de trazado: Wetland-08_WL"
"N.º","Fecha Tiempo, GMT-05:00","Pres abs, kPa (LGR S/N: 21229472, SEN S/N: 21229472)","Temp, °C (LGR S/N: 21229472, SEN S/N: 21229472)","Acoplador separado (LGR S/N: 21229472)","Acoplador adjunto (LGR S/N: 21229472)","Host conectado (LGR S/N: 21229472)","Parado (LGR S/N: 21229472)","Final de archivo (LGR S/N: 21229472)"
95,07/29/22 10:00:00 AM,66.938,7.481,,,,,
96,07/29/22 10:15:00 AM,66.933,7.582,,,,,
97,07/29/22 10:30:00 AM,66.922,7.582,,,,,
98,07/29/22 10:45:00 AM,66.917,7.682,,,,,
99,07/29/22 11:00:00 AM,66.917,7.682,,,,,
100,07/29/22 11:15:00 AM,66.917,7.682,,,,,
101,07/29/22 11:30:00 AM,66.907,7.682,,,,,
102,07/29/22 11:45:00 AM,66.886,7.682,,,,,
103,07/29/22 12:00:00 PM,66.876,7.682,,,,,
104,07/29/22 12:15:00 PM,66.875,8.282,,,,,
105,07/29/22 12:30:00 PM,66.900,8.382,,,,,
106,07/29/22 12:45:00 PM,66.890,8.182,,,,,
107,07/29/22 01:00:00 PM,66.875,8.082,,,,,
108,07/29/22 01:15:00 PM,66.881,7.983,,,,,
109,07/29/22 01:30:00 PM,66.860,7.983,,,,,
110,07/29/22 01:45:00 PM,66.840,7.983,,,,,
111,07/29/22 02:00:00 PM,66.824,7.882,,,,,
112,07/29/22 02:15:00 PM,66.833,8.481,,,,,
113,07/29/22 02:30:00 PM,66.834,8.282,,,,,
114,07/29/22 02:45:00 PM,66.798,8.182,,,,,
115,07/29/22 03:00:00 PM,66.777,8.382,,,,,
116,07/29/22 03:15:00 PM,66.782,8.282,,,,,
117,07/29/22 03:30:00 PM,66.767,8.182,,,,,
118,07/29/22 03:45:00 PM,66.762,8.082,,,,,
119,07/29/22 04:00:00 PM,66.775,8.978,,,,,
120,07/29/22 04:15:00 PM,66.761,8.680,,,,,
121,07/29/22 04:30:00 PM,66.761,8.481,,,,,
122,07/29/22 04:45:00 PM,66.756,8.382,,,,,
123,07/29/22 05:00:00 PM,66.752,8.282,,,,,
124,07/29/22 05:15:00 PM,66.762,8.282,,,,,
125,07/29/22 05:30:00 PM,66.762,8.282,,,,,
126,07/29/22 05:45:00 PM,66.785,10.063,,,,,
127,07/29/22 06:00:00 PM,66.788,9.472,,,,,
128,07/29/22 06:15:00 PM,66.803,9.571,,,,,
129,07/29/22 06:30:00 PM,66.800,9.077,,,,,
130,07/29/22 06:45:00 PM,66.791,8.879,,,,,
131,07/29/22 07:00:00 PM,66.806,8.779,,,,,
132,07/29/22 07:15:00 PM,66.806,8.779,,,,,
133,07/29/22 07:30:00 PM,66.826,8.978,,,,,
134,07/29/22 07:45:00 PM,66.796,8.779,,,,,
135,07/29/22 08:00:00 PM,66.802,8.680,,,,,
136,07/29/22 08:15:00 PM,66.807,8.581,,,,,
137,07/29/22 08:30:00 PM,66.817,8.581,,,,,
138,07/29/22 08:45:00 PM,66.828,8.581,,,,,
139,07/29/22 09:00:00 PM,66.838,8.581,,,,,
140,07/29/22 09:15:00 PM,66.858,8.581,,,,,
141,07/29/22 09:30:00 PM,66.858,8.581,,,,,
142,07/29/22 09:45:00 PM,66.899,8.581,,,,,
143,07/29/22 10:00:00 PM,66.899,8.581,,,,,
144,07/29/22 10:15:00 PM,66.909,8.779,,,,,
145,07/29/22 10:30:00 PM,66.904,8.680,,,,,
146,07/29/22 10:45:00 PM,66.910,8.581,,,,,
147,07/29/22 11:00:00 PM,66.920,8.581,,,,,
148,07/29/22 11:15:00 PM,66.930,8.581,,,,,
149,07/29/22 11:30:00 PM,66.930,8.581,,,,,
150,07/29/22 11:45:00 PM,66.925,8.481,,,,,
151,07/30/22 12:00:00 AM,66.915,8.481,,,,,
152,07/30/22 12:15:00 AM,66.884,8.481,,,,,
153,07/30/22 12:30:00 AM,66.884,8.481,,,,,
154,07/30/22 12:45:00 AM,66.884,8.481,,,,,
155,07/30/22 01:00:00 AM,66.874,8.481,,,,,
156,07/30/22 01:15:00 AM,66.874,8.481,,,,,
157,07/30/22 01:30:00 AM,66.854,8.481,,,,,
158,07/30/22 01:45:00 AM,66.849,8.382,,,,,
159,07/30/22 02:00:00 AM,66.828,8.382,,,,,
160,07/30/22 02:15:00 AM,66.813,8.282,,,,,
161,07/30/22 02:30:00 AM,66.793,8.282,,,,,
162,07/30/22 02:45:00 AM,66.782,8.282,,,,,
163,07/30/22 03:00:00 AM,66.772,8.282,,,,,
164,07/30/22 03:15:00 AM,66.772,8.282,,,,,
165,07/30/22 03:30:00 AM,66.767,8.182,,,,,
166,07/30/22 03:45:00 AM,66.778,8.182,,,,,
167,07/30/22 04:00:00 AM,66.778,8.182,,,,,
168,07/30/22 04:15:00 AM,66.773,8.082,,,,,
169,07/30/22 04:30:00 AM,66.773,8.082,,,,,
170,07/30/22 04:45:00 AM,66.793,8.082,,,,,
171,07/30/22 05:00:00 AM,66.778,7.983,,,,,
172,07/30/22 05:15:00 AM,66.788,7.983,,,,,
173,07/30/22 05:30:00 AM,66.788,7.983,,,,,
174,07/30/22 05:45:00 AM,66.799,7.983,,,,,
175,07/30/22 06:00:00 AM,66.788,7.983,,,,,
176,07/30/22 06:15:00 AM,66.809,7.983,,,,,
177,07/30/22 06:30:00 AM,66.819,7.983,,,,,
178,07/30/22 06:45:00 AM,66.829,7.983,,,,,
179,07/30/22 07:00:00 AM,66.829,7.983,,,,,
180,07/30/22 07:15:00 AM,66.850,7.983,,,,,
181,07/30/22 07:30:00 AM,66.860,7.983,,,,,
182,07/30/22 07:45:00 AM,66.870,7.983,,,,,
183,07/30/22 08:00:00 AM,66.881,7.983,,,,,
184,07/30/22 08:15:00 AM,66.891,7.983,,,,,
185,07/30/22 08:30:00 AM,66.926,8.082,,,,,
186,07/30/22 08:45:00 AM,66.937,8.082,,,,,
187,07/30/22 09:00:00 AM,66.947,8.082,,,,,
188,07/30/22 09:15:00 AM,66.972,8.182,,,,,
189,07/30/22 09:30:00 AM,66.983,8.182,,,,,
190,07/30/22 09:45:00 AM,66.993,8.182,,,,,
191,07/30/22 10:00:00 AM,66.993,8.182,,,,,
192,07/30/22 10:15:00 AM,66.993,8.182,,,,,
193,07/30/22 10:30:00 AM,66.983,8.182,,,,,
194,07/30/22 10:45:00 AM,67.008,8.282,,,,,
195,07/30/22 11:00:00 AM,66.977,8.282,,,,,
196,07/30/22 11:15:00 AM,66.987,8.282,,,,,
197,07/30/22 11:30:00 AM,66.967,8.282,,,,,
198,07/30/22 11:45:00 AM,66.936,8.282,,,,,
199,07/30/22 12:00:00 PM,66.946,8.282,,,,,
200,07/30/22 12:15:00 PM,66.905,8.282,,,,,
201,07/30/22 12:30:00 PM,66.895,8.282,,,,,
202,07/30/22 12:45:00 PM,66.885,8.282,,,,,
203,07/30/22 01:00:00 PM,66.864,8.282,,,,,
204,07/30/22 01:15:00 PM,66.875,8.282,,,,,
205,07/30/22 01:30:00 PM,66.834,8.282,,,,,
206,07/30/22 01:45:00 PM,66.834,8.282,,,,,
207,07/30/22 02:00:00 PM,66.844,8.282,,,,,
208,07/30/22 02:15:00 PM,66.823,8.282,,,,,
209,07/30/22 02:30:00 PM,66.818,8.382,,,,,
210,07/30/22 02:45:00 PM,66.787,8.382,,,,,
211,07/30/22 03:00:00 PM,66.777,8.382,,,,,
212,07/30/22 03:15:00 PM,66.767,8.382,,,,,
213,07/30/22 03:30:00 PM,66.767,8.382,,,,,
214,07/30/22 03:45:00 PM,66.746,8.382,,,,,
215,07/30/22 04:00:00 PM,66.726,8.382,,,,,
216,07/30/22 04:15:00 PM,66.705,8.382,,,,,
217,07/30/22 04:30:00 PM,66.705,8.382,,,,,
218,07/30/22 04:45:00 PM,66.715,8.382,,,,,
219,07/30/22 05:00:00 PM,66.736,8.382,,,,,
220,07/30/22 05:15:00 PM,66.736,8.382,,,,,
221,07/30/22 05:30:00 PM,66.726,8.382,,,,,
222,07/30/22 05:45:00 PM,66.755,8.779,,,,,
223,07/30/22 06:00:00 PM,66.761,8.680,,,,,
224,07/30/22 06:15:00 PM,66.776,8.581,,,,,
225,07/30/22 06:30:00 PM,66.802,8.481,,,,,
226,07/30/22 06:45:00 PM,66.822,8.680,,,,,
227,07/30/22 07:00:00 PM,66.825,9.176,,,,,
228,07/30/22 07:15:00 PM,66.836,9.176,,,,,
229,07/30/22 07:30:00 PM,66.836,9.176,,,,,
230,07/30/22 07:45:00 PM,66.857,8.978,,,,,
231,07/30/22 08:00:00 PM,66.842,8.879,,,,,
232,07/30/22 08:15:00 PM,66.881,9.275,,,,,
233,07/30/22 08:30:00 PM,66.888,8.978,,,,,
234,07/30/22 08:45:00 PM,66.914,8.879,,,,,
235,07/30/22 09:00:00 PM,66.919,8.779,,,,,
236,07/30/22 09:15:00 PM,66.929,8.779,,,,,
237,07/30/22 09:30:00 PM,66.935,8.680,,,,,
238,07/30/22 09:45:00 PM,66.945,8.680,,,,,
239,07/30/22 10:00:00 PM,66.945,8.680,,,,,
240,07/30/22 10:15:00 PM,66.940,8.779,,,,,
241,07/30/22 10:30:00 PM,66.945,8.680,,,,,
242,07/30/22 10:45:00 PM,66.945,8.680,,,,,
243,07/30/22 11:00:00 PM,66.935,8.680,,,,,
244,07/30/22 11:15:00 PM,66.925,8.680,,,,,
245,07/30/22 11:30:00 PM,66.920,8.581,,,,,
246,07/30/22 11:45:00 PM,66.910,8.581,,,,,
247,07/31/22 12:00:00 AM,66.899,8.581,,,,,
248,07/31/22 12:15:00 AM,66.910,8.581,,,,,
249,07/31/22 12:30:00 AM,66.899,8.581,,,,,
250,07/31/22 12:45:00 AM,66.889,8.581,,,,,
251,07/31/22 01:00:00 AM,66.869,8.581,,,,,
252,07/31/22 01:15:00 AM,66.858,8.581,,,,,
253,07/31/22 01:30:00 AM,66.848,8.581,,,,,
254,07/31/22 01:45:00 AM,66.828,8.581,,,,,
255,07/31/22 02:00:00 AM,66.838,8.581,,,,,
256,07/31/22 02:15:00 AM,66.817,8.581,,,,,
257,07/31/22 02:30:00 AM,66.797,8.581,,,,,
258,07/31/22 02:45:00 AM,66.782,8.481,,,,,
259,07/31/22 03:00:00 AM,66.767,8.182,,,,,
260,07/31/22 03:15:00 AM,66.747,7.983,,,,,
261,07/31/22 03:30:00 AM,66.763,7.882,,,,,
262,07/31/22 03:45:00 AM,66.753,7.882,,,,,
263,07/31/22 04:00:00 AM,66.743,7.882,,,,,
264,07/31/22 04:15:00 AM,66.732,7.882,,,,,
265,07/31/22 04:30:00 AM,66.733,7.682,,,,,
266,07/31/22 04:45:00 AM,66.743,7.682,,,,,
267,07/31/22 05:00:00 AM,66.738,7.582,,,,,
268,07/31/22 05:15:00 AM,66.748,7.582,,,,,
269,07/31/22 05:30:00 AM,66.754,7.481,,,,,
270,07/31/22 05:45:00 AM,66.764,7.481,,,,,
271,07/31/22 06:00:00 AM,66.769,7.381,,,,,
272,07/31/22 06:15:00 AM,66.769,7.381,,,,,
273,07/31/22 06:30:00 AM,66.769,7.381,,,,,
274,07/31/22 06:45:00 AM,66.775,7.280,,,,,
275,07/31/22 07:00:00 AM,66.785,7.280,,,,,
276,07/31/22 07:15:00 AM,66.775,7.280,,,,,
277,07/31/22 07:30:00 AM,66.805,7.280,,,,,
278,07/31/22 07:45:00 AM,66.820,7.381,,,,,
279,07/31/22 08:00:00 AM,66.826,7.280,,,,,
280,07/31/22 08:15:00 AM,66.846,7.280,,,,,
281,07/31/22 08:30:00 AM,66.861,7.381,,,,,
282,07/31/22 08:45:00 AM,66.882,7.381,,,,,
283,07/31/22 09:00:00 AM,66.877,7.481,,,,,
284,07/31/22 09:15:00 AM,66.861,7.582,,,,,
285,07/31/22 09:30:00 AM,66.866,7.682,,,,,
286,07/31/22 09:45:00 AM,66.897,7.682,,,,,
287,07/31/22 10:00:00 AM,66.922,7.782,,,,,
288,07/31/22 10:15:00 AM,66.912,7.782,,,,,
289,07/31/22 10:30:00 AM,66.927,7.882,,,,,
290,07/31/22 10:45:00 AM,66.917,7.882,,,,,
291,07/31/22 11:00:00 AM,66.917,7.882,,,,,
292,07/31/22 11:15:00 AM,66.901,7.983,,,,,
293,07/31/22 11:30:00 AM,66.881,7.983,,,,,
294,07/31/22 11:45:00 AM,66.860,7.983,,,,,
295,07/31/22 12:00:00 PM,66.865,8.082,,,,,
296,07/31/22 12:15:00 PM,66.855,8.082,,,,,
297,07/31/22 12:30:00 PM,66.824,8.082,,,,,
298,07/31/22 12:45:00 PM,66.824,8.082,,,,,
299,07/31/22 01:00:00 PM,66.813,8.282,,,,,
300,07/31/22 01:15:00 PM,66.817,8.581,,,,,
301,07/31/22 01:30:00 PM,66.782,8.481,,,,,
302,07/31/22 01:45:00 PM,66.767,8.382,,,,,
303,07/31/22 02:00:00 PM,66.756,8.382,,,,,
304,07/31/22 02:15:00 PM,66.736,8.382,,,,,
305,07/31/22 02:30:00 PM,66.726,8.382,,,,,
306,07/31/22 02:45:00 PM,66.700,8.282,,,,,
307,07/31/22 03:00:00 PM,66.705,8.382,,,,,
308,07/31/22 03:15:00 PM,66.659,8.481,,,,,
309,07/31/22 03:30:00 PM,66.654,8.382,,,,,
310,07/31/22 03:45:00 PM,66.654,8.382,,,,,
311,07/31/22 04:00:00 PM,66.644,8.382,,,,,
312,07/31/22 04:15:00 PM,66.644,8.382,,,,,
313,07/31/22 04:30:00 PM,66.644,8.382,,,,,
314,07/31/22 04:45:00 PM,66.685,8.382,,,,,
315,07/31/22 05:00:00 PM,66.680,8.282,,,,,
316,07/31/22 05:15:00 PM,66.690,8.282,,,,,
317,07/31/22 05:30:00 PM,66.695,8.382,,,,,
318,07/31/22 05:45:00 PM,66.715,8.382,,,,,
319,07/31/22 06:00:00 PM,66.715,8.382,,,,,
320,07/31/22 06:15:00 PM,66.736,8.382,,,,,
321,07/31/22 06:30:00 PM,66.756,8.382,,,,,
322,07/31/22 06:45:00 PM,66.787,8.581,,,,,
323,07/31/22 07:00:00 PM,66.776,8.581,,,,,
324,07/31/22 07:15:00 PM,66.776,8.581,,,,,
325,07/31/22 07:30:00 PM,66.797,8.581,,,,,
326,07/31/22 07:45:00 PM,66.797,8.581,,,,,
327,07/31/22 08:00:00 PM,66.807,8.581,,,,,
328,07/31/22 08:15:00 PM,66.797,8.581,,,,,
329,07/31/22 08:30:00 PM,66.787,8.581,,,,,
330,07/31/22 08:45:00 PM,66.807,8.581,,,,,
331,07/31/22 09:00:00 PM,66.828,8.581,,,,,
332,07/31/22 09:15:00 PM,66.838,8.581,,,,,
333,07/31/22 09:30:00 PM,66.869,8.581,,,,,
334,07/31/22 09:45:00 PM,66.869,8.581,,,,,
335,07/31/22 10:00:00 PM,66.879,8.581,,,,,
336,07/31/22 10:15:00 PM,66.848,8.581,,,,,
337,07/31/22 10:30:00 PM,66.879,8.581,,,,,
338,07/31/22 10:45:00 PM,66.869,8.581,,,,,
339,07/31/22 11:00:00 PM,66.884,8.680,,,,,
340,07/31/22 11:15:00 PM,66.884,8.680,,,,,
341,07/31/22 11:30:00 PM,66.873,8.680,,,,,
342,07/31/22 11:45:00 PM,66.873,8.680,,,,,
343,08/01/22 12:00:00 AM,66.863,8.680,,,,,
344,08/01/22 12:15:00 AM,66.863,8.680,,,,,
345,08/01/22 12:30:00 AM,66.843,8.680,,,,,
346,08/01/22 12:45:00 AM,66.832,8.680,,,,,
347,08/01/22 01:00:00 AM,66.812,8.680,,,,,
348,08/01/22 01:15:00 AM,66.802,8.680,,,,,
349,08/01/22 01:30:00 AM,66.802,8.680,,,,,
350,08/01/22 01:45:00 AM,66.802,8.680,,,,,
351,08/01/22 02:00:00 AM,66.750,8.680,,,,,
352,08/01/22 02:15:00 AM,66.735,8.581,,,,,
353,08/01/22 02:30:00 AM,66.735,8.581,,,,,
354,08/01/22 02:45:00 AM,66.735,8.581,,,,,
355,08/01/22 03:00:00 AM,66.730,8.680,,,,,
356,08/01/22 03:15:00 AM,66.720,8.680,,,,,
357,08/01/22 03:30:00 AM,66.715,8.581,,,,,
358,08/01/22 03:45:00 AM,66.705,8.581,,,,,
359,08/01/22 04:00:00 AM,66.705,8.581,,,,,
360,08/01/22 04:15:00 AM,66.705,8.581,,,,,
361,08/01/22 04:30:00 AM,66.715,8.581,,,,,
362,08/01/22 04:45:00 AM,66.730,8.680,,,,,
363,08/01/22 05:00:00 AM,66.715,8.581,,,,,
364,08/01/22 05:15:00 AM,66.715,8.581,,,,,
365,08/01/22 05:30:00 AM,66.725,8.581,,,,,
366,08/01/22 05:45:00 AM,66.746,8.581,,,,,
367,08/01/22 06:00:00 AM,66.746,8.581,,,,,
368,08/01/22 06:15:00 AM,66.766,8.581,,,,,
369,08/01/22 06:30:00 AM,66.766,8.581,,,,,
370,08/01/22 06:45:00 AM,66.776,8.581,,,,,
371,08/01/22 07:00:00 AM,66.797,8.581,,,,,
372,08/01/22 07:15:00 AM,66.807,8.581,,,,,
373,08/01/22 07:30:00 AM,66.828,8.581,,,,,
374,08/01/22 07:45:00 AM,66.817,8.581,,,,,
375,08/01/22 08:00:00 AM,66.828,8.581,,,,,
376,08/01/22 08:15:00 AM,66.838,8.581,,,,,
377,08/01/22 08:30:00 AM,66.838,8.581,,,,,
378,08/01/22 08:45:00 AM,66.838,8.581,,,,,
379,08/01/22 09:00:00 AM,66.848,8.581,,,,,
380,08/01/22 09:15:00 AM,66.858,8.581,,,,,
381,08/01/22 09:30:00 AM,66.869,8.581,,,,,
382,08/01/22 09:45:00 AM,66.869,8.581,,,,,
383,08/01/22 10:00:00 AM,66.869,8.581,,,,,
384,08/01/22 10:15:00 AM,66.869,8.581,,,,,
385,08/01/22 10:30:00 AM,66.864,8.481,,,,,
386,08/01/22 10:45:00 AM,66.854,8.481,,,,,
387,08/01/22 11:00:00 AM,66.823,8.481,,,,,
388,08/01/22 11:15:00 AM,66.843,8.481,,,,,
389,08/01/22 11:30:00 AM,66.833,8.481,,,,,
390,08/01/22 11:45:00 AM,66.833,8.481,,,,,
391,08/01/22 12:00:00 PM,66.823,8.481,,,,,
392,08/01/22 12:15:00 PM,66.813,8.481,,,,,
393,08/01/22 12:30:00 PM,66.813,8.481,,,,,
394,08/01/22 12:45:00 PM,66.782,8.481,,,,,
395,08/01/22 01:00:00 PM,66.761,8.481,,,,,
396,08/01/22 01:15:00 PM,66.761,8.481,,,,,
397,08/01/22 01:30:00 PM,66.751,8.481,,,,,
398,08/01/22 01:45:00 PM,66.751,8.481,,,,,
399,08/01/22 02:00:00 PM,66.731,8.481,,,,,
400,08/01/22 02:15:00 PM,66.710,8.481,,,,,
401,08/01/22 02:30:00 PM,66.700,8.481,,,,,
402,08/01/22 02:45:00 PM,66.690,8.481,,,,,
403,08/01/22 03:00:00 PM,66.700,8.481,,,,,
404,08/01/22 03:15:00 PM,66.669,8.481,,,,,
405,08/01/22 03:30:00 PM,66.659,8.481,,,,,
406,08/01/22 03:45:00 PM,66.669,8.481,,,,,
407,08/01/22 04:00:00 PM,66.659,8.481,,,,,
408,08/01/22 04:15:00 PM,66.659,8.481,,,,,
409,08/01/22 04:30:00 PM,66.649,8.481,,,,,
410,08/01/22 04:45:00 PM,66.659,8.481,,,,,
411,08/01/22 05:00:00 PM,66.649,8.481,,,,,
412,08/01/22 05:15:00 PM,66.659,8.481,,,,,
413,08/01/22 05:30:00 PM,66.659,8.481,,,,,
414,08/01/22 05:45:00 PM,66.679,8.481,,,,,
415,08/01/22 06:00:00 PM,66.679,8.481,,,,,
416,08/01/22 06:15:00 PM,66.690,8.481,,,,,
417,08/01/22 06:30:00 PM,66.715,8.581,,,,,
418,08/01/22 06:45:00 PM,66.725,8.581,,,,,
419,08/01/22 07:00:00 PM,66.746,8.581,,,,,
420,08/01/22 07:15:00 PM,66.746,8.581,,,,,
421,08/01/22 07:30:00 PM,66.756,8.581,,,,,
422,08/01/22 07:45:00 PM,66.766,8.581,,,,,
423,08/01/22 08:00:00 PM,66.776,8.581,,,,,
424,08/01/22 08:15:00 PM,66.787,8.581,,,,,
425,08/01/22 08:30:00 PM,66.791,8.680,,,,,
426,08/01/22 08:45:00 PM,66.791,8.680,,,,,
427,08/01/22 09:00:00 PM,66.802,8.680,,,,,
428,08/01/22 09:15:00 PM,66.802,8.680,,,,,
429,08/01/22 09:30:00 PM,66.812,8.680,,,,,
430,08/01/22 09:45:00 PM,66.822,8.680,,,,,
431,08/01/22 10:00:00 PM,66.832,8.680,,,,,
432,08/01/22 10:15:00 PM,66.822,8.680,,,,,
433,08/01/22 10:30:00 PM,66.827,8.779,,,,,
434,08/01/22 10:45:00 PM,66.827,8.779,,,,,
435,08/01/22 11:00:00 PM,66.821,8.879,,,,,
436,08/01/22 11:15:00 PM,66.821,8.879,,,,,
437,08/01/22 11:30:00 PM,66.806,8.779,,,,,
438,08/01/22 11:45:00 PM,66.806,8.779,,,,,
439,08/02/22 12:00:00 AM,66.811,8.879,,,,,
440,08/02/22 12:15:00 AM,66.811,8.879,,,,,
441,08/02/22 12:30:00 AM,66.796,8.779,,,,,
442,08/02/22 12:45:00 AM,66.780,8.879,,,,,
443,08/02/22 01:00:00 AM,66.765,8.779,,,,,
444,08/02/22 01:15:00 AM,66.755,8.779,,,,,
445,08/02/22 01:30:00 AM,66.755,8.779,,,,,
446,08/02/22 01:45:00 AM,66.739,8.879,,,,,
447,08/02/22 02:00:00 AM,66.729,8.879,,,,,
448,08/02/22 02:15:00 AM,66.714,8.779,,,,,
449,08/02/22 02:30:00 AM,66.704,8.779,,,,,
450,08/02/22 02:45:00 AM,66.698,8.879,,,,,
451,08/02/22 03:00:00 AM,66.704,8.779,,,,,
452,08/02/22 03:15:00 AM,66.709,8.879,,,,,
