"Título de trazado: WL_Wetland07"
"N.º","Fecha Tiempo, GMT-05:00","Pres abs, kPa (LGR S/N: 21229464, SEN S/N: 21229464)","Temp, °C (LGR S/N: 21229464, SEN S/N: 21229464)","Acoplador separado (LGR S/N: 21229464)","Acoplador adjunto (LGR S/N: 21229464)","Host conectado (LGR S/N: 21229464)","Parado (LGR S/N: 21229464)","Final de archivo (LGR S/N: 21229464)"
81,07/29/22 08:30:00 AM,66.222,5.757,,,,,
82,07/29/22 08:45:00 AM,66.236,5.860,,,,,
83,07/29/22 09:00:00 AM,66.229,5.962,,,,,
84,07/29/22 09:15:00 AM,66.232,6.064,,,,,
85,07/29/22 09:30:00 AM,66.239,6.268,,,,,
86,07/29/22 09:45:00 AM,66.253,6.370,,,,,
87,07/29/22 10:00:00 AM,66.250,6.573,,,,,
88,07/29/22 10:15:00 AM,66.257,6.775,,,,,
89,07/29/22 10:30:00 AM,66.260,6.877,,,,,
90,07/29/22 10:45:00 AM,66.264,6.978,,,,,
91,07/29/22 11:00:00 AM,66.267,7.079,,,,,
92,07/29/22 11:15:00 AM,66.271,7.179,,,,,
93,07/29/22 11:30:00 AM,66.263,7.280,,,,,
94,07/29/22 11:45:00 AM,66.253,7.280,,,,,
95,07/29/22 12:00:00 PM,66.256,7.381,,,,,
96,07/29/22 12:15:00 PM,66.217,7.481,,,,,
97,07/29/22 12:30:00 PM,66.228,7.481,,,,,
98,07/29/22 12:45:00 PM,66.231,7.582,,,,,
99,07/29/22 01:00:00 PM,66.213,7.682,,,,,
100,07/29/22 01:15:00 PM,66.213,7.682,,,,,
101,07/29/22 01:30:00 PM,66.217,7.782,,,,,
102,07/29/22 01:45:00 PM,66.210,7.882,,,,,
103,07/29/22 02:00:00 PM,66.188,7.882,,,,,
104,07/29/22 02:15:00 PM,66.171,7.983,,,,,
105,07/29/22 02:30:00 PM,66.163,8.082,,,,,
106,07/29/22 02:45:00 PM,66.142,8.082,,,,,
107,07/29/22 03:00:00 PM,66.124,8.182,,,,,
108,07/29/22 03:15:00 PM,66.128,8.282,,,,,
109,07/29/22 03:30:00 PM,66.128,8.282,,,,,
110,07/29/22 03:45:00 PM,66.110,8.382,,,,,
111,07/29/22 04:00:00 PM,66.102,8.481,,,,,
112,07/29/22 04:15:00 PM,66.102,8.481,,,,,
113,07/29/22 04:30:00 PM,66.116,8.581,,,,,
114,07/29/22 04:45:00 PM,66.088,8.680,,,,,
115,07/29/22 05:00:00 PM,66.098,8.680,,,,,
116,07/29/22 05:15:00 PM,66.091,8.779,,,,,
117,07/29/22 05:30:00 PM,66.105,8.879,,,,,
118,07/29/22 05:45:00 PM,66.105,8.879,,,,,
119,07/29/22 06:00:00 PM,66.118,8.978,,,,,
120,07/29/22 06:15:00 PM,66.118,8.978,,,,,
121,07/29/22 06:30:00 PM,66.111,9.077,,,,,
122,07/29/22 06:45:00 PM,66.125,9.176,,,,,
123,07/29/22 07:00:00 PM,66.125,9.176,,,,,
124,07/29/22 07:15:00 PM,66.128,9.275,,,,,
125,07/29/22 07:30:00 PM,66.128,9.275,,,,,
126,07/29/22 07:45:00 PM,66.107,9.275,,,,,
127,07/29/22 08:00:00 PM,66.121,9.373,,,,,
128,07/29/22 08:15:00 PM,66.121,9.373,,,,,
129,07/29/22 08:30:00 PM,66.134,9.472,,,,,
130,07/29/22 08:45:00 PM,66.134,9.472,,,,,
131,07/29/22 09:00:00 PM,66.145,9.472,,,,,
132,07/29/22 09:15:00 PM,66.148,9.571,,,,,
133,07/29/22 09:30:00 PM,66.180,9.571,,,,,
134,07/29/22 09:45:00 PM,66.190,9.571,,,,,
135,07/29/22 10:00:00 PM,66.211,9.571,,,,,
136,07/29/22 10:15:00 PM,66.190,9.571,,,,,
137,07/29/22 10:30:00 PM,66.190,9.571,,,,,
138,07/29/22 10:45:00 PM,66.215,9.669,,,,,
139,07/29/22 11:00:00 PM,66.211,9.571,,,,,
140,07/29/22 11:15:00 PM,66.222,9.571,,,,,
141,07/29/22 11:30:00 PM,66.201,9.571,,,,,
142,07/29/22 11:45:00 PM,66.201,9.571,,,,,
143,07/30/22 12:00:00 AM,66.190,9.571,,,,,
144,07/30/22 12:15:00 AM,66.166,9.472,,,,,
145,07/30/22 12:30:00 AM,66.166,9.472,,,,,
146,07/30/22 12:45:00 AM,66.155,9.472,,,,,
147,07/30/22 01:00:00 AM,66.152,9.373,,,,,
148,07/30/22 01:15:00 AM,66.128,9.275,,,,,
149,07/30/22 01:30:00 AM,66.114,9.176,,,,,
150,07/30/22 01:45:00 AM,66.111,9.077,,,,,
151,07/30/22 02:00:00 AM,66.087,8.978,,,,,
152,07/30/22 02:15:00 AM,66.052,8.879,,,,,
153,07/30/22 02:30:00 AM,66.052,8.879,,,,,
154,07/30/22 02:45:00 AM,66.049,8.779,,,,,
155,07/30/22 03:00:00 AM,66.035,8.680,,,,,
156,07/30/22 03:15:00 AM,66.042,8.581,,,,,
157,07/30/22 03:30:00 AM,66.028,8.481,,,,,
158,07/30/22 03:45:00 AM,66.015,8.382,,,,,
159,07/30/22 04:00:00 AM,66.022,8.282,,,,,
160,07/30/22 04:15:00 AM,66.008,8.182,,,,,
161,07/30/22 04:30:00 AM,65.998,8.182,,,,,
162,07/30/22 04:45:00 AM,66.015,8.082,,,,,
163,07/30/22 05:00:00 AM,66.023,7.983,,,,,
164,07/30/22 05:15:00 AM,65.998,7.882,,,,,
165,07/30/22 05:30:00 AM,66.016,7.782,,,,,
166,07/30/22 05:45:00 AM,66.023,7.682,,,,,
167,07/30/22 06:00:00 AM,66.020,7.582,,,,,
168,07/30/22 06:15:00 AM,66.031,7.582,,,,,
169,07/30/22 06:30:00 AM,66.038,7.481,,,,,
170,07/30/22 06:45:00 AM,66.034,7.381,,,,,
171,07/30/22 07:00:00 AM,66.042,7.280,,,,,
172,07/30/22 07:15:00 AM,66.049,7.179,,,,,
173,07/30/22 07:30:00 AM,66.059,7.179,,,,,
174,07/30/22 07:45:00 AM,66.088,7.079,,,,,
175,07/30/22 08:00:00 AM,66.095,6.978,,,,,
176,07/30/22 08:15:00 AM,66.105,6.978,,,,,
177,07/30/22 08:30:00 AM,66.112,6.877,,,,,
178,07/30/22 08:45:00 AM,66.112,6.877,,,,,
179,07/30/22 09:00:00 AM,66.123,6.877,,,,,
180,07/30/22 09:15:00 AM,66.148,6.978,,,,,
181,07/30/22 09:30:00 AM,66.162,7.079,,,,,
182,07/30/22 09:45:00 AM,66.162,7.079,,,,,
183,07/30/22 10:00:00 AM,66.175,7.179,,,,,
184,07/30/22 10:15:00 AM,66.175,7.179,,,,,
185,07/30/22 10:30:00 AM,66.189,7.280,,,,,
186,07/30/22 10:45:00 AM,66.182,7.381,,,,,
187,07/30/22 11:00:00 AM,66.175,7.481,,,,,
188,07/30/22 11:15:00 AM,66.178,7.582,,,,,
189,07/30/22 11:30:00 AM,66.175,7.782,,,,,
190,07/30/22 11:45:00 AM,66.136,7.882,,,,,
191,07/30/22 12:00:00 PM,66.139,7.983,,,,,
192,07/30/22 12:15:00 PM,66.107,7.983,,,,,
193,07/30/22 12:30:00 PM,66.110,8.082,,,,,
194,07/30/22 12:45:00 PM,66.100,8.082,,,,,
195,07/30/22 01:00:00 PM,66.093,8.182,,,,,
196,07/30/22 01:15:00 PM,66.072,8.182,,,,,
197,07/30/22 01:30:00 PM,66.064,8.282,,,,,
198,07/30/22 01:45:00 PM,66.054,8.282,,,,,
199,07/30/22 02:00:00 PM,66.054,8.282,,,,,
200,07/30/22 02:15:00 PM,66.036,8.382,,,,,
201,07/30/22 02:30:00 PM,66.025,8.382,,,,,
202,07/30/22 02:45:00 PM,66.025,8.382,,,,,
203,07/30/22 03:00:00 PM,66.018,8.481,,,,,
204,07/30/22 03:15:00 PM,66.007,8.481,,,,,
205,07/30/22 03:30:00 PM,66.000,8.581,,,,,
206,07/30/22 03:45:00 PM,65.979,8.581,,,,,
207,07/30/22 04:00:00 PM,65.958,8.581,,,,,
208,07/30/22 04:15:00 PM,65.940,8.680,,,,,
209,07/30/22 04:30:00 PM,65.940,8.680,,,,,
210,07/30/22 04:45:00 PM,65.950,8.680,,,,,
211,07/30/22 05:00:00 PM,65.964,8.779,,,,,
212,07/30/22 05:15:00 PM,65.964,8.779,,,,,
213,07/30/22 05:30:00 PM,65.957,8.879,,,,,
214,07/30/22 05:45:00 PM,65.978,8.879,,,,,
215,07/30/22 06:00:00 PM,65.978,8.879,,,,,
216,07/30/22 06:15:00 PM,65.981,8.978,,,,,
217,07/30/22 06:30:00 PM,66.013,8.978,,,,,
218,07/30/22 06:45:00 PM,66.023,8.978,,,,,
219,07/30/22 07:00:00 PM,66.048,9.077,,,,,
220,07/30/22 07:15:00 PM,66.048,9.077,,,,,
221,07/30/22 07:30:00 PM,66.058,9.077,,,,,
222,07/30/22 07:45:00 PM,66.058,9.077,,,,,
223,07/30/22 08:00:00 PM,66.051,9.176,,,,,
224,07/30/22 08:15:00 PM,66.061,9.176,,,,,
225,07/30/22 08:30:00 PM,66.072,9.176,,,,,
226,07/30/22 08:45:00 PM,66.104,9.176,,,,,
227,07/30/22 09:00:00 PM,66.107,9.275,,,,,
228,07/30/22 09:15:00 PM,66.107,9.275,,,,,
229,07/30/22 09:30:00 PM,66.128,9.275,,,,,
230,07/30/22 09:45:00 PM,66.128,9.275,,,,,
231,07/30/22 10:00:00 PM,66.149,9.275,,,,,
232,07/30/22 10:15:00 PM,66.117,9.275,,,,,
233,07/30/22 10:30:00 PM,66.139,9.275,,,,,
234,07/30/22 10:45:00 PM,66.117,9.275,,,,,
235,07/30/22 11:00:00 PM,66.128,9.275,,,,,
236,07/30/22 11:15:00 PM,66.117,9.275,,,,,
237,07/30/22 11:30:00 PM,66.125,9.176,,,,,
238,07/30/22 11:45:00 PM,66.111,9.077,,,,,
239,07/31/22 12:00:00 AM,66.101,9.077,,,,,
240,07/31/22 12:15:00 AM,66.087,8.978,,,,,
241,07/31/22 12:30:00 AM,66.073,8.879,,,,,
242,07/31/22 12:45:00 AM,66.070,8.779,,,,,
243,07/31/22 01:00:00 AM,66.056,8.680,,,,,
244,07/31/22 01:15:00 AM,66.032,8.581,,,,,
245,07/31/22 01:30:00 AM,66.007,8.481,,,,,
246,07/31/22 01:45:00 AM,65.994,8.382,,,,,
247,07/31/22 02:00:00 AM,65.980,8.282,,,,,
248,07/31/22 02:15:00 AM,65.976,8.182,,,,,
249,07/31/22 02:30:00 AM,65.963,8.082,,,,,
250,07/31/22 02:45:00 AM,65.938,7.983,,,,,
251,07/31/22 03:00:00 AM,65.928,7.983,,,,,
252,07/31/22 03:15:00 AM,65.914,7.882,,,,,
253,07/31/22 03:30:00 AM,65.900,7.782,,,,,
254,07/31/22 03:45:00 AM,65.907,7.682,,,,,
255,07/31/22 04:00:00 AM,65.904,7.582,,,,,
256,07/31/22 04:15:00 AM,65.890,7.481,,,,,
257,07/31/22 04:30:00 AM,65.887,7.381,,,,,
258,07/31/22 04:45:00 AM,65.873,7.280,,,,,
259,07/31/22 05:00:00 AM,65.904,7.280,,,,,
260,07/31/22 05:15:00 AM,65.890,7.179,,,,,
261,07/31/22 05:30:00 AM,65.898,7.079,,,,,
262,07/31/22 05:45:00 AM,65.908,7.079,,,,,
263,07/31/22 06:00:00 AM,65.894,6.978,,,,,
264,07/31/22 06:15:00 AM,65.905,6.978,,,,,
265,07/31/22 06:30:00 AM,65.901,6.877,,,,,
266,07/31/22 06:45:00 AM,65.912,6.877,,,,,
267,07/31/22 07:00:00 AM,65.908,6.775,,,,,
268,07/31/22 07:15:00 AM,65.905,6.674,,,,,
269,07/31/22 07:30:00 AM,65.916,6.674,,,,,
270,07/31/22 07:45:00 AM,65.923,6.573,,,,,
271,07/31/22 08:00:00 AM,65.933,6.573,,,,,
272,07/31/22 08:15:00 AM,65.961,6.471,,,,,
273,07/31/22 08:30:00 AM,65.968,6.370,,,,,
274,07/31/22 08:45:00 AM,65.976,6.268,,,,,
275,07/31/22 09:00:00 AM,65.976,6.268,,,,,
276,07/31/22 09:15:00 AM,65.979,6.370,,,,,
277,07/31/22 09:30:00 AM,65.968,6.370,,,,,
278,07/31/22 09:45:00 AM,65.983,6.471,,,,,
279,07/31/22 10:00:00 AM,66.018,6.573,,,,,
280,07/31/22 10:15:00 AM,66.011,6.674,,,,,
281,07/31/22 10:30:00 AM,66.014,6.775,,,,,
282,07/31/22 10:45:00 AM,66.021,6.978,,,,,
283,07/31/22 11:00:00 AM,66.024,7.079,,,,,
284,07/31/22 11:15:00 AM,66.031,7.280,,,,,
285,07/31/22 11:30:00 AM,66.024,7.381,,,,,
286,07/31/22 11:45:00 AM,66.006,7.481,,,,,
287,07/31/22 12:00:00 PM,65.999,7.582,,,,,
288,07/31/22 12:15:00 PM,65.992,7.682,,,,,
289,07/31/22 12:30:00 PM,65.974,7.782,,,,,
290,07/31/22 12:45:00 PM,65.963,7.782,,,,,
291,07/31/22 01:00:00 PM,65.945,7.882,,,,,
292,07/31/22 01:15:00 PM,65.928,7.983,,,,,
293,07/31/22 01:30:00 PM,65.938,7.983,,,,,
294,07/31/22 01:45:00 PM,65.920,8.082,,,,,
295,07/31/22 02:00:00 PM,65.913,8.182,,,,,
296,07/31/22 02:15:00 PM,65.881,8.182,,,,,
297,07/31/22 02:30:00 PM,65.874,8.282,,,,,
298,07/31/22 02:45:00 PM,65.867,8.382,,,,,
299,07/31/22 03:00:00 PM,65.856,8.382,,,,,
300,07/31/22 03:15:00 PM,65.828,8.481,,,,,
301,07/31/22 03:30:00 PM,65.828,8.481,,,,,
302,07/31/22 03:45:00 PM,65.831,8.581,,,,,
303,07/31/22 04:00:00 PM,65.802,8.680,,,,,
304,07/31/22 04:15:00 PM,65.816,8.779,,,,,
305,07/31/22 04:30:00 PM,65.816,8.779,,,,,
306,07/31/22 04:45:00 PM,65.851,8.879,,,,,
307,07/31/22 05:00:00 PM,65.844,8.978,,,,,
308,07/31/22 05:15:00 PM,65.854,8.978,,,,,
309,07/31/22 05:30:00 PM,65.868,9.077,,,,,
310,07/31/22 05:45:00 PM,65.847,9.077,,,,,
311,07/31/22 06:00:00 PM,65.892,9.176,,,,,
312,07/31/22 06:15:00 PM,65.906,9.275,,,,,
313,07/31/22 06:30:00 PM,65.917,9.275,,,,,
314,07/31/22 06:45:00 PM,65.930,9.373,,,,,
315,07/31/22 07:00:00 PM,65.930,9.373,,,,,
316,07/31/22 07:15:00 PM,65.944,9.472,,,,,
317,07/31/22 07:30:00 PM,65.955,9.472,,,,,
318,07/31/22 07:45:00 PM,65.944,9.472,,,,,
319,07/31/22 08:00:00 PM,65.968,9.571,,,,,
320,07/31/22 08:15:00 PM,65.958,9.571,,,,,
321,07/31/22 08:30:00 PM,65.961,9.669,,,,,
322,07/31/22 08:45:00 PM,65.971,9.669,,,,,
323,07/31/22 09:00:00 PM,65.982,9.669,,,,,
324,07/31/22 09:15:00 PM,65.985,9.768,,,,,
325,07/31/22 09:30:00 PM,65.996,9.768,,,,,
326,07/31/22 09:45:00 PM,65.996,9.768,,,,,
327,07/31/22 10:00:00 PM,65.996,9.768,,,,,
328,07/31/22 10:15:00 PM,65.985,9.768,,,,,
329,07/31/22 10:30:00 PM,66.009,9.866,,,,,
330,07/31/22 10:45:00 PM,66.009,9.866,,,,,
331,07/31/22 11:00:00 PM,66.009,9.866,,,,,
332,07/31/22 11:15:00 PM,66.020,9.866,,,,,
333,07/31/22 11:30:00 PM,66.009,9.866,,,,,
334,07/31/22 11:45:00 PM,66.006,9.768,,,,,
335,08/01/22 12:00:00 AM,65.996,9.768,,,,,
336,08/01/22 12:15:00 AM,65.975,9.768,,,,,
337,08/01/22 12:30:00 AM,65.950,9.669,,,,,
338,08/01/22 12:45:00 AM,65.940,9.669,,,,,
339,08/01/22 01:00:00 AM,65.940,9.669,,,,,
340,08/01/22 01:15:00 AM,65.915,9.571,,,,,
341,08/01/22 01:30:00 AM,65.912,9.472,,,,,
342,08/01/22 01:45:00 AM,65.902,9.472,,,,,
343,08/01/22 02:00:00 AM,65.867,9.373,,,,,
344,08/01/22 02:15:00 AM,65.867,9.373,,,,,
345,08/01/22 02:30:00 AM,65.853,9.275,,,,,
346,08/01/22 02:45:00 AM,65.843,9.275,,,,,
347,08/01/22 03:00:00 AM,65.829,9.176,,,,,
348,08/01/22 03:15:00 AM,65.829,9.176,,,,,
349,08/01/22 03:30:00 AM,65.826,9.077,,,,,
350,08/01/22 03:45:00 AM,65.815,9.077,,,,,
351,08/01/22 04:00:00 AM,65.802,8.978,,,,,
352,08/01/22 04:15:00 AM,65.798,8.879,,,,,
353,08/01/22 04:30:00 AM,65.788,8.879,,,,,
354,08/01/22 04:45:00 AM,65.809,8.879,,,,,
355,08/01/22 05:00:00 AM,65.816,8.779,,,,,
356,08/01/22 05:15:00 AM,65.802,8.680,,,,,
357,08/01/22 05:30:00 AM,65.789,8.581,,,,,
358,08/01/22 05:45:00 AM,65.807,8.481,,,,,
359,08/01/22 06:00:00 AM,65.817,8.481,,,,,
360,08/01/22 06:15:00 AM,65.825,8.382,,,,,
361,08/01/22 06:30:00 AM,65.832,8.282,,,,,
362,08/01/22 06:45:00 AM,65.842,8.282,,,,,
363,08/01/22 07:00:00 AM,65.839,8.182,,,,,
364,08/01/22 07:15:00 AM,65.857,8.082,,,,,
365,08/01/22 07:30:00 AM,65.854,7.983,,,,,
366,08/01/22 07:45:00 AM,65.864,7.983,,,,,
367,08/01/22 08:00:00 AM,65.872,7.882,,,,,
368,08/01/22 08:15:00 AM,65.872,7.882,,,,,
369,08/01/22 08:30:00 AM,65.872,7.882,,,,,
370,08/01/22 08:45:00 AM,65.903,7.882,,,,,
371,08/01/22 09:00:00 AM,65.907,7.983,,,,,
372,08/01/22 09:15:00 AM,65.907,7.983,,,,,
373,08/01/22 09:30:00 AM,65.910,8.082,,,,,
374,08/01/22 09:45:00 AM,65.906,8.282,,,,,
375,08/01/22 10:00:00 AM,65.930,8.382,,,,,
376,08/01/22 10:15:00 AM,65.923,8.481,,,,,
377,08/01/22 10:30:00 AM,65.926,8.581,,,,,
378,08/01/22 10:45:00 AM,65.929,8.680,,,,,
379,08/01/22 11:00:00 AM,65.908,8.680,,,,,
380,08/01/22 11:15:00 AM,65.911,8.779,,,,,
381,08/01/22 11:30:00 AM,65.915,8.879,,,,,
382,08/01/22 11:45:00 AM,65.904,8.879,,,,,
383,08/01/22 12:00:00 PM,65.907,8.978,,,,,
384,08/01/22 12:15:00 PM,65.928,8.978,,,,,
385,08/01/22 12:30:00 PM,65.889,9.077,,,,,
386,08/01/22 12:45:00 PM,65.900,9.077,,,,,
387,08/01/22 01:00:00 PM,65.882,9.176,,,,,
388,08/01/22 01:15:00 PM,65.840,9.176,,,,,
389,08/01/22 01:30:00 PM,65.843,9.275,,,,,
390,08/01/22 01:45:00 PM,65.846,9.373,,,,,
391,08/01/22 02:00:00 PM,65.835,9.373,,,,,
392,08/01/22 02:15:00 PM,65.817,9.472,,,,,
393,08/01/22 02:30:00 PM,65.810,9.571,,,,,
394,08/01/22 02:45:00 PM,65.789,9.571,,,,,
395,08/01/22 03:00:00 PM,65.781,9.669,,,,,
396,08/01/22 03:15:00 PM,65.774,9.768,,,,,
397,08/01/22 03:30:00 PM,65.774,9.768,,,,,
398,08/01/22 03:45:00 PM,65.777,9.866,,,,,
399,08/01/22 04:00:00 PM,65.759,9.965,,,,,
400,08/01/22 04:15:00 PM,65.759,9.965,,,,,
401,08/01/22 04:30:00 PM,65.762,10.063,,,,,
402,08/01/22 04:45:00 PM,65.775,10.161,,,,,
403,08/01/22 05:00:00 PM,65.775,10.161,,,,,
404,08/01/22 05:15:00 PM,65.778,10.259,,,,,
405,08/01/22 05:30:00 PM,65.792,10.357,,,,,
406,08/01/22 05:45:00 PM,65.792,10.357,,,,,
407,08/01/22 06:00:00 PM,65.795,10.455,,,,,
408,08/01/22 06:15:00 PM,65.795,10.455,,,,,
409,08/01/22 06:30:00 PM,65.809,10.553,,,,,
410,08/01/22 06:45:00 PM,65.830,10.553,,,,,
411,08/01/22 07:00:00 PM,65.833,10.651,,,,,
412,08/01/22 07:15:00 PM,65.854,10.651,,,,,
413,08/01/22 07:30:00 PM,65.857,10.748,,,,,
414,08/01/22 07:45:00 PM,65.889,10.748,,,,,
415,08/01/22 08:00:00 PM,65.892,10.846,,,,,
416,08/01/22 08:15:00 PM,65.892,10.846,,,,,
417,08/01/22 08:30:00 PM,65.902,10.846,,,,,
418,08/01/22 08:45:00 PM,65.902,10.846,,,,,
419,08/01/22 09:00:00 PM,65.892,10.846,,,,,
420,08/01/22 09:15:00 PM,65.913,10.846,,,,,
421,08/01/22 09:30:00 PM,65.916,10.944,,,,,
422,08/01/22 09:45:00 PM,65.926,10.944,,,,,
423,08/01/22 10:00:00 PM,65.926,10.944,,,,,
424,08/01/22 10:15:00 PM,65.916,10.944,,,,,
425,08/01/22 10:30:00 PM,65.902,10.846,,,,,
426,08/01/22 10:45:00 PM,65.902,10.846,,,,,
427,08/01/22 11:00:00 PM,65.902,10.846,,,,,
428,08/01/22 11:15:00 PM,65.902,10.846,,,,,
429,08/01/22 11:30:00 PM,65.899,10.748,,,,,
430,08/01/22 11:45:00 PM,65.899,10.748,,,,,
431,08/02/22 12:00:00 AM,65.886,10.651,,,,,
432,08/02/22 12:15:00 AM,65.872,10.553,,,,,
433,08/02/22 12:30:00 AM,65.859,10.455,,,,,
434,08/02/22 12:45:00 AM,65.831,10.259,,,,,
435,08/02/22 01:00:00 AM,65.828,10.161,,,,,
436,08/02/22 01:15:00 AM,65.804,10.063,,,,,
437,08/02/22 01:30:00 AM,65.783,10.063,,,,,
438,08/02/22 01:45:00 AM,65.780,9.965,,,,,
439,08/02/22 02:00:00 AM,65.777,9.866,,,,,
440,08/02/22 02:15:00 AM,65.756,9.866,,,,,
441,08/02/22 02:30:00 AM,65.731,9.768,,,,,
442,08/02/22 02:45:00 AM,65.742,9.768,,,,,
443,08/02/22 03:00:00 AM,65.718,9.669,,,,,
444,08/02/22 03:15:00 AM,65.728,9.669,,,,,
445,08/02/22 03:30:00 AM,65.715,9.571,,,,,
446,08/02/22 03:45:00 AM,65.722,9.472,,,,,
447,08/02/22 04:00:00 AM,65.708,9.373,,,,,
448,08/02/22 04:15:00 AM,65.716,9.275,,,,,
449,08/02/22 04:30:00 AM,65.713,9.176,,,,,
450,08/02/22 04:45:00 AM,65.702,9.176,,,,,
451,08/02/22 05:00:00 AM,65.699,9.077,,,,,
452,08/02/22 05:15:00 AM,65.696,8.978,,,,,
