"Título de trazado: WL_wetland_10"
"N.º","Fecha Tiempo, GMT-05:00","Pres abs, kPa (LGR S/N: 20175472, SEN S/N: 20175472)","Temp, °C (LGR S/N: 20175472, SEN S/N: 20175472)","Acoplador separado (LGR S/N: 20175472)","Acoplador adjunto (LGR S/N: 20175472)","Host conectado (LGR S/N: 20175472)","Parado (LGR S/N: 20175472)","Final de archivo (LGR S/N: 20175472)"
55,07/29/22 12:15:00 AM,68.457,8.182,,,,,
56,07/29/22 12:30:00 AM,68.447,8.182,,,,,
57,07/29/22 12:45:00 AM,68.447,8.182,,,,,
58,07/29/22 01:00:00 AM,68.436,8.182,,,,,
59,07/29/22 01:15:00 AM,68.426,8.182,,,,,
60,07/29/22 01:30:00 AM,68.426,8.182,,,,,
61,07/29/22 01:45:00 AM,68.415,8.182,,,,,
62,07/29/22 02:00:00 AM,68.395,8.182,,,,,
63,07/29/22 02:15:00 AM,68.374,8.182,,,,,
64,07/29/22 02:30:00 AM,68.363,8.182,,,,,
65,07/29/22 02:45:00 AM,68.363,8.182,,,,,
66,07/29/22 03:00:00 AM,68.374,8.182,,,,,
67,07/29/22 03:15:00 AM,68.363,8.182,,,,,
68,07/29/22 03:30:00 AM,68.353,8.182,,,,,
69,07/29/22 03:45:00 AM,68.363,8.182,,,,,
70,07/29/22 04:00:00 AM,68.353,8.182,,,,,
71,07/29/22 04:15:00 AM,68.363,8.182,,,,,
72,07/29/22 04:30:00 AM,68.363,8.182,,,,,
73,07/29/22 04:45:00 AM,68.374,8.182,,,,,
74,07/29/22 05:00:00 AM,68.363,8.182,,,,,
75,07/29/22 05:15:00 AM,68.353,8.182,,,,,
76,07/29/22 05:30:00 AM,68.374,8.182,,,,,
77,07/29/22 05:45:00 AM,68.363,8.182,,,,,
78,07/29/22 06:00:00 AM,68.363,8.182,,,,,
79,07/29/22 06:15:00 AM,68.374,8.182,,,,,
80,07/29/22 06:30:00 AM,68.395,8.182,,,,,
81,07/29/22 06:45:00 AM,68.405,8.182,,,,,
82,07/29/22 07:00:00 AM,68.395,8.182,,,,,
83,07/29/22 07:15:00 AM,68.405,8.182,,,,,
84,07/29/22 07:30:00 AM,68.436,8.182,,,,,
85,07/29/22 07:45:00 AM,68.457,8.182,,,,,
86,07/29/22 08:00:00 AM,68.457,8.182,,,,,
87,07/29/22 08:15:00 AM,68.488,8.182,,,,,
88,07/29/22 08:30:00 AM,68.488,8.182,,,,,
89,07/29/22 08:45:00 AM,68.509,8.182,,,,,
90,07/29/22 09:00:00 AM,68.520,8.182,,,,,
91,07/29/22 09:15:00 AM,68.509,8.182,,,,,
92,07/29/22 09:30:00 AM,68.520,8.182,,,,,
93,07/29/22 09:45:00 AM,68.520,8.182,,,,,
94,07/29/22 10:00:00 AM,68.541,8.182,,,,,
95,07/29/22 10:15:00 AM,68.530,8.182,,,,,
96,07/29/22 10:30:00 AM,68.509,8.182,,,,,
97,07/29/22 10:45:00 AM,68.509,8.182,,,,,
98,07/29/22 11:00:00 AM,68.509,8.182,,,,,
99,07/29/22 11:15:00 AM,68.509,8.182,,,,,
100,07/29/22 11:30:00 AM,68.499,8.182,,,,,
101,07/29/22 11:45:00 AM,68.488,8.182,,,,,
102,07/29/22 12:00:00 PM,68.478,8.182,,,,,
103,07/29/22 12:15:00 PM,68.478,8.182,,,,,
104,07/29/22 12:30:00 PM,68.468,8.182,,,,,
105,07/29/22 12:45:00 PM,68.468,8.182,,,,,
106,07/29/22 01:00:00 PM,68.447,8.182,,,,,
107,07/29/22 01:15:00 PM,68.457,8.182,,,,,
108,07/29/22 01:30:00 PM,68.447,8.182,,,,,
109,07/29/22 01:45:00 PM,68.436,8.182,,,,,
110,07/29/22 02:00:00 PM,68.395,8.182,,,,,
111,07/29/22 02:15:00 PM,68.395,8.182,,,,,
112,07/29/22 02:30:00 PM,68.395,8.182,,,,,
113,07/29/22 02:45:00 PM,68.363,8.182,,,,,
114,07/29/22 03:00:00 PM,68.363,8.182,,,,,
115,07/29/22 03:15:00 PM,68.353,8.182,,,,,
116,07/29/22 03:30:00 PM,68.332,8.182,,,,,
117,07/29/22 03:45:00 PM,68.332,8.182,,,,,
118,07/29/22 04:00:00 PM,68.332,8.182,,,,,
119,07/29/22 04:15:00 PM,68.332,8.182,,,,,
120,07/29/22 04:30:00 PM,68.322,8.182,,,,,
121,07/29/22 04:45:00 PM,68.322,8.182,,,,,
122,07/29/22 05:00:00 PM,68.322,8.182,,,,,
123,07/29/22 05:15:00 PM,68.322,8.182,,,,,
124,07/29/22 05:30:00 PM,68.322,8.182,,,,,
125,07/29/22 05:45:00 PM,68.332,8.182,,,,,
126,07/29/22 06:00:00 PM,68.342,8.182,,,,,
127,07/29/22 06:15:00 PM,68.322,8.182,,,,,
128,07/29/22 06:30:00 PM,68.332,8.182,,,,,
129,07/29/22 06:45:00 PM,68.332,8.182,,,,,
130,07/29/22 07:00:00 PM,68.342,8.182,,,,,
131,07/29/22 07:15:00 PM,68.342,8.182,,,,,
132,07/29/22 07:30:00 PM,68.363,8.182,,,,,
133,07/29/22 07:45:00 PM,68.342,8.182,,,,,
134,07/29/22 08:00:00 PM,68.342,8.182,,,,,
135,07/29/22 08:15:00 PM,68.332,8.182,,,,,
136,07/29/22 08:30:00 PM,68.363,8.182,,,,,
137,07/29/22 08:45:00 PM,68.374,8.182,,,,,
138,07/29/22 09:00:00 PM,68.395,8.182,,,,,
139,07/29/22 09:15:00 PM,68.395,8.182,,,,,
140,07/29/22 09:30:00 PM,68.395,8.182,,,,,
141,07/29/22 09:45:00 PM,68.415,8.182,,,,,
142,07/29/22 10:00:00 PM,68.426,8.182,,,,,
143,07/29/22 10:15:00 PM,68.457,8.182,,,,,
144,07/29/22 10:30:00 PM,68.447,8.182,,,,,
145,07/29/22 10:45:00 PM,68.457,8.182,,,,,
146,07/29/22 11:00:00 PM,68.447,8.182,,,,,
147,07/29/22 11:15:00 PM,68.447,8.182,,,,,
148,07/29/22 11:30:00 PM,68.457,8.182,,,,,
149,07/29/22 11:45:00 PM,68.468,8.182,,,,,
150,07/30/22 12:00:00 AM,68.447,8.182,,,,,
151,07/30/22 12:15:00 AM,68.426,8.182,,,,,
152,07/30/22 12:30:00 AM,68.428,8.282,,,,,
153,07/30/22 12:45:00 AM,68.418,8.282,,,,,
154,07/30/22 01:00:00 AM,68.408,8.282,,,,,
155,07/30/22 01:15:00 AM,68.408,8.282,,,,,
156,07/30/22 01:30:00 AM,68.387,8.282,,,,,
157,07/30/22 01:45:00 AM,68.387,8.282,,,,,
158,07/30/22 02:00:00 AM,68.376,8.282,,,,,
159,07/30/22 02:15:00 AM,68.345,8.282,,,,,
160,07/30/22 02:30:00 AM,68.314,8.282,,,,,
161,07/30/22 02:45:00 AM,68.335,8.282,,,,,
162,07/30/22 03:00:00 AM,68.314,8.282,,,,,
163,07/30/22 03:15:00 AM,68.324,8.282,,,,,
164,07/30/22 03:30:00 AM,68.335,8.282,,,,,
165,07/30/22 03:45:00 AM,68.314,8.282,,,,,
166,07/30/22 04:00:00 AM,68.314,8.282,,,,,
167,07/30/22 04:15:00 AM,68.303,8.282,,,,,
168,07/30/22 04:30:00 AM,68.324,8.282,,,,,
169,07/30/22 04:45:00 AM,68.345,8.282,,,,,
170,07/30/22 05:00:00 AM,68.335,8.282,,,,,
171,07/30/22 05:15:00 AM,68.355,8.282,,,,,
172,07/30/22 05:30:00 AM,68.355,8.282,,,,,
173,07/30/22 05:45:00 AM,68.358,8.382,,,,,
174,07/30/22 06:00:00 AM,68.358,8.382,,,,,
175,07/30/22 06:15:00 AM,68.379,8.382,,,,,
176,07/30/22 06:30:00 AM,68.368,8.382,,,,,
177,07/30/22 06:45:00 AM,68.379,8.382,,,,,
178,07/30/22 07:00:00 AM,68.389,8.382,,,,,
179,07/30/22 07:15:00 AM,68.400,8.382,,,,,
180,07/30/22 07:30:00 AM,68.421,8.382,,,,,
181,07/30/22 07:45:00 AM,68.431,8.382,,,,,
182,07/30/22 08:00:00 AM,68.441,8.382,,,,,
183,07/30/22 08:15:00 AM,68.452,8.382,,,,,
184,07/30/22 08:30:00 AM,68.462,8.382,,,,,
185,07/30/22 08:45:00 AM,68.473,8.382,,,,,
186,07/30/22 09:00:00 AM,68.504,8.382,,,,,
187,07/30/22 09:15:00 AM,68.525,8.382,,,,,
188,07/30/22 09:30:00 AM,68.546,8.382,,,,,
189,07/30/22 09:45:00 AM,68.525,8.382,,,,,
190,07/30/22 10:00:00 AM,68.535,8.382,,,,,
191,07/30/22 10:15:00 AM,68.525,8.382,,,,,
192,07/30/22 10:30:00 AM,68.515,8.382,,,,,
193,07/30/22 10:45:00 AM,68.535,8.382,,,,,
194,07/30/22 11:00:00 AM,68.515,8.382,,,,,
195,07/30/22 11:15:00 AM,68.515,8.382,,,,,
196,07/30/22 11:30:00 AM,68.494,8.382,,,,,
197,07/30/22 11:45:00 AM,68.494,8.382,,,,,
198,07/30/22 12:00:00 PM,68.483,8.382,,,,,
199,07/30/22 12:15:00 PM,68.452,8.382,,,,,
200,07/30/22 12:30:00 PM,68.434,8.481,,,,,
201,07/30/22 12:45:00 PM,68.423,8.481,,,,,
202,07/30/22 01:00:00 PM,68.413,8.481,,,,,
203,07/30/22 01:15:00 PM,68.402,8.481,,,,,
204,07/30/22 01:30:00 PM,68.361,8.481,,,,,
205,07/30/22 01:45:00 PM,68.371,8.481,,,,,
206,07/30/22 02:00:00 PM,68.381,8.481,,,,,
207,07/30/22 02:15:00 PM,68.361,8.481,,,,,
208,07/30/22 02:30:00 PM,68.350,8.481,,,,,
209,07/30/22 02:45:00 PM,68.319,8.481,,,,,
210,07/30/22 03:00:00 PM,68.308,8.481,,,,,
211,07/30/22 03:15:00 PM,68.298,8.481,,,,,
212,07/30/22 03:30:00 PM,68.277,8.481,,,,,
213,07/30/22 03:45:00 PM,68.277,8.481,,,,,
214,07/30/22 04:00:00 PM,68.246,8.481,,,,,
215,07/30/22 04:15:00 PM,68.246,8.481,,,,,
216,07/30/22 04:30:00 PM,68.235,8.481,,,,,
217,07/30/22 04:45:00 PM,68.246,8.481,,,,,
218,07/30/22 05:00:00 PM,68.256,8.481,,,,,
219,07/30/22 05:15:00 PM,68.256,8.481,,,,,
220,07/30/22 05:30:00 PM,68.246,8.481,,,,,
221,07/30/22 05:45:00 PM,68.267,8.481,,,,,
222,07/30/22 06:00:00 PM,68.267,8.481,,,,,
223,07/30/22 06:15:00 PM,68.298,8.481,,,,,
224,07/30/22 06:30:00 PM,68.308,8.481,,,,,
225,07/30/22 06:45:00 PM,68.329,8.481,,,,,
226,07/30/22 07:00:00 PM,68.350,8.481,,,,,
227,07/30/22 07:15:00 PM,68.350,8.481,,,,,
228,07/30/22 07:30:00 PM,68.350,8.481,,,,,
229,07/30/22 07:45:00 PM,68.361,8.481,,,,,
230,07/30/22 08:00:00 PM,68.381,8.481,,,,,
231,07/30/22 08:15:00 PM,68.392,8.481,,,,,
232,07/30/22 08:30:00 PM,68.392,8.481,,,,,
233,07/30/22 08:45:00 PM,68.413,8.481,,,,,
234,07/30/22 09:00:00 PM,68.423,8.481,,,,,
235,07/30/22 09:15:00 PM,68.413,8.481,,,,,
236,07/30/22 09:30:00 PM,68.455,8.481,,,,,
237,07/30/22 09:45:00 PM,68.455,8.481,,,,,
238,07/30/22 10:00:00 PM,68.475,8.481,,,,,
239,07/30/22 10:15:00 PM,68.455,8.481,,,,,
240,07/30/22 10:30:00 PM,68.465,8.481,,,,,
241,07/30/22 10:45:00 PM,68.475,8.481,,,,,
242,07/30/22 11:00:00 PM,68.455,8.481,,,,,
243,07/30/22 11:15:00 PM,68.455,8.481,,,,,
244,07/30/22 11:30:00 PM,68.455,8.481,,,,,
245,07/30/22 11:45:00 PM,68.444,8.481,,,,,
246,07/31/22 12:00:00 AM,68.423,8.481,,,,,
247,07/31/22 12:15:00 AM,68.423,8.481,,,,,
248,07/31/22 12:30:00 AM,68.413,8.481,,,,,
249,07/31/22 12:45:00 AM,68.413,8.481,,,,,
250,07/31/22 01:00:00 AM,68.402,8.481,,,,,
251,07/31/22 01:15:00 AM,68.381,8.481,,,,,
252,07/31/22 01:30:00 AM,68.350,8.481,,,,,
253,07/31/22 01:45:00 AM,68.342,8.581,,,,,
254,07/31/22 02:00:00 AM,68.321,8.581,,,,,
255,07/31/22 02:15:00 AM,68.311,8.581,,,,,
256,07/31/22 02:30:00 AM,68.332,8.581,,,,,
257,07/31/22 02:45:00 AM,68.311,8.581,,,,,
258,07/31/22 03:00:00 AM,68.301,8.581,,,,,
259,07/31/22 03:15:00 AM,68.290,8.581,,,,,
260,07/31/22 03:30:00 AM,68.290,8.581,,,,,
261,07/31/22 03:45:00 AM,68.280,8.581,,,,,
262,07/31/22 04:00:00 AM,68.269,8.581,,,,,
263,07/31/22 04:15:00 AM,68.259,8.581,,,,,
264,07/31/22 04:30:00 AM,68.269,8.581,,,,,
265,07/31/22 04:45:00 AM,68.259,8.581,,,,,
266,07/31/22 05:00:00 AM,68.280,8.581,,,,,
267,07/31/22 05:15:00 AM,68.301,8.581,,,,,
268,07/31/22 05:30:00 AM,68.301,8.581,,,,,
269,07/31/22 05:45:00 AM,68.321,8.581,,,,,
270,07/31/22 06:00:00 AM,68.301,8.581,,,,,
271,07/31/22 06:15:00 AM,68.321,8.581,,,,,
272,07/31/22 06:30:00 AM,68.321,8.581,,,,,
273,07/31/22 06:45:00 AM,68.311,8.581,,,,,
274,07/31/22 07:00:00 AM,68.321,8.581,,,,,
275,07/31/22 07:15:00 AM,68.321,8.581,,,,,
276,07/31/22 07:30:00 AM,68.342,8.581,,,,,
277,07/31/22 07:45:00 AM,68.353,8.581,,,,,
278,07/31/22 08:00:00 AM,68.332,8.581,,,,,
279,07/31/22 08:15:00 AM,68.384,8.581,,,,,
280,07/31/22 08:30:00 AM,68.395,8.581,,,,,
281,07/31/22 08:45:00 AM,68.395,8.581,,,,,
282,07/31/22 09:00:00 AM,68.405,8.581,,,,,
283,07/31/22 09:15:00 AM,68.395,8.581,,,,,
284,07/31/22 09:30:00 AM,68.395,8.581,,,,,
285,07/31/22 09:45:00 AM,68.405,8.581,,,,,
286,07/31/22 10:00:00 AM,68.426,8.581,,,,,
287,07/31/22 10:15:00 AM,68.436,8.581,,,,,
288,07/31/22 10:30:00 AM,68.436,8.581,,,,,
289,07/31/22 10:45:00 AM,68.405,8.581,,,,,
290,07/31/22 11:00:00 AM,68.415,8.581,,,,,
291,07/31/22 11:15:00 AM,68.395,8.581,,,,,
292,07/31/22 11:30:00 AM,68.384,8.581,,,,,
293,07/31/22 11:45:00 AM,68.374,8.581,,,,,
294,07/31/22 12:00:00 PM,68.374,8.581,,,,,
295,07/31/22 12:15:00 PM,68.374,8.581,,,,,
296,07/31/22 12:30:00 PM,68.342,8.581,,,,,
297,07/31/22 12:45:00 PM,68.321,8.581,,,,,
298,07/31/22 01:00:00 PM,68.311,8.581,,,,,
299,07/31/22 01:15:00 PM,68.290,8.581,,,,,
300,07/31/22 01:30:00 PM,68.269,8.581,,,,,
301,07/31/22 01:45:00 PM,68.259,8.581,,,,,
302,07/31/22 02:00:00 PM,68.238,8.581,,,,,
303,07/31/22 02:15:00 PM,68.207,8.581,,,,,
304,07/31/22 02:30:00 PM,68.196,8.581,,,,,
305,07/31/22 02:45:00 PM,68.196,8.581,,,,,
306,07/31/22 03:00:00 PM,68.175,8.581,,,,,
307,07/31/22 03:15:00 PM,68.144,8.581,,,,,
308,07/31/22 03:30:00 PM,68.144,8.581,,,,,
309,07/31/22 03:45:00 PM,68.155,8.581,,,,,
310,07/31/22 04:00:00 PM,68.123,8.581,,,,,
311,07/31/22 04:15:00 PM,68.123,8.581,,,,,
312,07/31/22 04:30:00 PM,68.134,8.581,,,,,
313,07/31/22 04:45:00 PM,68.165,8.581,,,,,
314,07/31/22 05:00:00 PM,68.165,8.581,,,,,
315,07/31/22 05:15:00 PM,68.175,8.581,,,,,
316,07/31/22 05:30:00 PM,68.165,8.581,,,,,
317,07/31/22 05:45:00 PM,68.175,8.581,,,,,
318,07/31/22 06:00:00 PM,68.186,8.581,,,,,
319,07/31/22 06:15:00 PM,68.217,8.581,,,,,
320,07/31/22 06:30:00 PM,68.228,8.581,,,,,
321,07/31/22 06:45:00 PM,68.248,8.581,,,,,
322,07/31/22 07:00:00 PM,68.259,8.581,,,,,
323,07/31/22 07:15:00 PM,68.259,8.581,,,,,
324,07/31/22 07:30:00 PM,68.290,8.581,,,,,
325,07/31/22 07:45:00 PM,68.259,8.581,,,,,
326,07/31/22 08:00:00 PM,68.280,8.581,,,,,
327,07/31/22 08:15:00 PM,68.269,8.581,,,,,
328,07/31/22 08:30:00 PM,68.269,8.581,,,,,
329,07/31/22 08:45:00 PM,68.280,8.581,,,,,
330,07/31/22 09:00:00 PM,68.280,8.581,,,,,
331,07/31/22 09:15:00 PM,68.311,8.581,,,,,
332,07/31/22 09:30:00 PM,68.321,8.581,,,,,
333,07/31/22 09:45:00 PM,68.321,8.581,,,,,
334,07/31/22 10:00:00 PM,68.321,8.581,,,,,
335,07/31/22 10:15:00 PM,68.314,8.680,,,,,
336,07/31/22 10:30:00 PM,68.324,8.680,,,,,
337,07/31/22 10:45:00 PM,68.335,8.680,,,,,
338,07/31/22 11:00:00 PM,68.345,8.680,,,,,
339,07/31/22 11:15:00 PM,68.335,8.680,,,,,
340,07/31/22 11:30:00 PM,68.345,8.680,,,,,
341,07/31/22 11:45:00 PM,68.355,8.680,,,,,
342,08/01/22 12:00:00 AM,68.345,8.680,,,,,
343,08/01/22 12:15:00 AM,68.324,8.680,,,,,
344,08/01/22 12:30:00 AM,68.293,8.680,,,,,
345,08/01/22 12:45:00 AM,68.293,8.680,,,,,
346,08/01/22 01:00:00 AM,68.282,8.680,,,,,
347,08/01/22 01:15:00 AM,68.261,8.680,,,,,
348,08/01/22 01:30:00 AM,68.261,8.680,,,,,
349,08/01/22 01:45:00 AM,68.241,8.680,,,,,
350,08/01/22 02:00:00 AM,68.209,8.680,,,,,
351,08/01/22 02:15:00 AM,68.209,8.680,,,,,
352,08/01/22 02:30:00 AM,68.199,8.680,,,,,
353,08/01/22 02:45:00 AM,68.199,8.680,,,,,
354,08/01/22 03:00:00 AM,68.188,8.680,,,,,
355,08/01/22 03:15:00 AM,68.188,8.680,,,,,
356,08/01/22 03:30:00 AM,68.168,8.680,,,,,
357,08/01/22 03:45:00 AM,68.178,8.680,,,,,
358,08/01/22 04:00:00 AM,68.168,8.680,,,,,
359,08/01/22 04:15:00 AM,68.168,8.680,,,,,
360,08/01/22 04:30:00 AM,68.157,8.680,,,,,
361,08/01/22 04:45:00 AM,68.188,8.680,,,,,
362,08/01/22 05:00:00 AM,68.178,8.680,,,,,
363,08/01/22 05:15:00 AM,68.178,8.680,,,,,
364,08/01/22 05:30:00 AM,68.209,8.680,,,,,
365,08/01/22 05:45:00 AM,68.209,8.680,,,,,
366,08/01/22 06:00:00 AM,68.209,8.680,,,,,
367,08/01/22 06:15:00 AM,68.230,8.680,,,,,
368,08/01/22 06:30:00 AM,68.241,8.680,,,,,
369,08/01/22 06:45:00 AM,68.241,8.680,,,,,
370,08/01/22 07:00:00 AM,68.261,8.680,,,,,
371,08/01/22 07:15:00 AM,68.272,8.680,,,,,
372,08/01/22 07:30:00 AM,68.293,8.680,,,,,
373,08/01/22 07:45:00 AM,68.293,8.680,,,,,
374,08/01/22 08:00:00 AM,68.293,8.680,,,,,
375,08/01/22 08:15:00 AM,68.303,8.680,,,,,
376,08/01/22 08:30:00 AM,68.316,8.779,,,,,
377,08/01/22 08:45:00 AM,68.337,8.779,,,,,
378,08/01/22 09:00:00 AM,68.348,8.779,,,,,
379,08/01/22 09:15:00 AM,68.337,8.779,,,,,
380,08/01/22 09:30:00 AM,68.348,8.779,,,,,
381,08/01/22 09:45:00 AM,68.348,8.779,,,,,
382,08/01/22 10:00:00 AM,68.358,8.779,,,,,
383,08/01/22 10:15:00 AM,68.368,8.779,,,,,
384,08/01/22 10:30:00 AM,68.368,8.779,,,,,
385,08/01/22 10:45:00 AM,68.327,8.779,,,,,
386,08/01/22 11:00:00 AM,68.337,8.779,,,,,
387,08/01/22 11:15:00 AM,68.337,8.779,,,,,
388,08/01/22 11:30:00 AM,68.337,8.779,,,,,
389,08/01/22 11:45:00 AM,68.337,8.779,,,,,
390,08/01/22 12:00:00 PM,68.316,8.779,,,,,
391,08/01/22 12:15:00 PM,68.316,8.779,,,,,
392,08/01/22 12:30:00 PM,68.285,8.779,,,,,
393,08/01/22 12:45:00 PM,68.264,8.779,,,,,
394,08/01/22 01:00:00 PM,68.264,8.779,,,,,
395,08/01/22 01:15:00 PM,68.243,8.779,,,,,
396,08/01/22 01:30:00 PM,68.233,8.779,,,,,
397,08/01/22 01:45:00 PM,68.243,8.779,,,,,
398,08/01/22 02:00:00 PM,68.222,8.779,,,,,
399,08/01/22 02:15:00 PM,68.201,8.779,,,,,
400,08/01/22 02:30:00 PM,68.191,8.779,,,,,
401,08/01/22 02:45:00 PM,68.181,8.779,,,,,
402,08/01/22 03:00:00 PM,68.170,8.779,,,,,
403,08/01/22 03:15:00 PM,68.149,8.779,,,,,
404,08/01/22 03:30:00 PM,68.149,8.779,,,,,
405,08/01/22 03:45:00 PM,68.149,8.779,,,,,
406,08/01/22 04:00:00 PM,68.139,8.779,,,,,
407,08/01/22 04:15:00 PM,68.118,8.779,,,,,
408,08/01/22 04:30:00 PM,68.139,8.779,,,,,
409,08/01/22 04:45:00 PM,68.149,8.779,,,,,
410,08/01/22 05:00:00 PM,68.149,8.779,,,,,
411,08/01/22 05:15:00 PM,68.149,8.779,,,,,
412,08/01/22 05:30:00 PM,68.160,8.779,,,,,
413,08/01/22 05:45:00 PM,68.170,8.779,,,,,
414,08/01/22 06:00:00 PM,68.170,8.779,,,,,
415,08/01/22 06:15:00 PM,68.170,8.779,,,,,
416,08/01/22 06:30:00 PM,68.170,8.779,,,,,
417,08/01/22 06:45:00 PM,68.212,8.779,,,,,
418,08/01/22 07:00:00 PM,68.212,8.779,,,,,
419,08/01/22 07:15:00 PM,68.233,8.779,,,,,
420,08/01/22 07:30:00 PM,68.243,8.779,,,,,
421,08/01/22 07:45:00 PM,68.243,8.779,,,,,
422,08/01/22 08:00:00 PM,68.264,8.779,,,,,
423,08/01/22 08:15:00 PM,68.264,8.779,,,,,
424,08/01/22 08:30:00 PM,68.264,8.779,,,,,
425,08/01/22 08:45:00 PM,68.274,8.779,,,,,
426,08/01/22 09:00:00 PM,68.274,8.779,,,,,
427,08/01/22 09:15:00 PM,68.285,8.779,,,,,
428,08/01/22 09:30:00 PM,68.285,8.779,,,,,
429,08/01/22 09:45:00 PM,68.316,8.779,,,,,
430,08/01/22 10:00:00 PM,68.316,8.779,,,,,
431,08/01/22 10:15:00 PM,68.306,8.779,,,,,
432,08/01/22 10:30:00 PM,68.306,8.779,,,,,
433,08/01/22 10:45:00 PM,68.316,8.779,,,,,
434,08/01/22 11:00:00 PM,68.306,8.779,,,,,
435,08/01/22 11:15:00 PM,68.306,8.779,,,,,
436,08/01/22 11:30:00 PM,68.295,8.779,,,,,
437,08/01/22 11:45:00 PM,68.306,8.779,,,,,
438,08/02/22 12:00:00 AM,68.295,8.779,,,,,
439,08/02/22 12:15:00 AM,68.285,8.779,,,,,
440,08/02/22 12:30:00 AM,68.254,8.779,,,,,
441,08/02/22 12:45:00 AM,68.243,8.779,,,,,
442,08/02/22 01:00:00 AM,68.235,8.879,,,,,
443,08/02/22 01:15:00 AM,68.225,8.879,,,,,
444,08/02/22 01:30:00 AM,68.204,8.879,,,,,
445,08/02/22 01:45:00 AM,68.194,8.879,,,,,
446,08/02/22 02:00:00 AM,68.194,8.879,,,,,
447,08/02/22 02:15:00 AM,68.183,8.879,,,,,
448,08/02/22 02:30:00 AM,68.183,8.879,,,,,
449,08/02/22 02:45:00 AM,68.173,8.879,,,,,
450,08/02/22 03:00:00 AM,68.173,8.879,,,,,
451,08/02/22 03:15:00 AM,68.173,8.879,,,,,
452,08/02/22 03:30:00 AM,68.183,8.879,,,,,
