"Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 20974616, SEN S/N: 20974616)","Temp, °C (LGR S/N: 20974616, SEN S/N: 20974616)",Coupler Detached (LGR S/N: 20974616),Coupler Attached (LGR S/N: 20974616),Host Connected (LGR S/N: 20974616),Stopped (LGR S/N: 20974616),End Of File (LGR S/N: 20974616)
7/6/22 11:17,1.8,6.9,,,,,
7/6/22 11:17,3.4,6.93,,,,,
7/6/22 11:17,1.8,6.95,,,,,
7/6/22 11:17,1.9,6.95,,,,,
7/6/22 11:17,1.8,6.94,,,,,
7/6/22 11:17,3.7,6.94,,,,,
7/6/22 11:17,3.7,6.9,,,,,
7/6/22 11:17,1.8,6.93,,,,,
7/6/22 11:17,3.7,6.94,,,,,
7/6/22 11:17,1.8,6.96,,,,,
7/6/22 11:17,1.9,6.99,,,,,
7/6/22 11:17,3.7,6.98,,,,,
7/6/22 11:17,3.7,6.95,,,,,
7/6/22 11:17,3.7,6.95,,,,,
7/6/22 11:17,1.8,6.92,,,,,
7/6/22 11:17,3.7,6.92,,,,,
7/6/22 11:17,1.8,6.94,,,,,
7/6/22 11:17,3.7,6.96,,,,,
7/6/22 11:17,1.8,6.96,,,,,
7/6/22 11:17,3.4,6.98,,,,,
7/6/22 11:17,1.8,7,,,,,
7/6/22 11:17,3.7,7.02,,,,,
7/6/22 11:17,3.7,7.04,,,,,
7/6/22 11:17,3.4,7.06,,,,,
7/6/22 11:17,3.7,7.07,,,,,
7/6/22 11:17,3.4,7.09,,,,,
7/6/22 11:17,1.8,7.11,,,,,
7/6/22 11:17,3.7,7.12,,,,,
7/6/22 11:17,1.9,7.13,,,,,
7/6/22 11:17,3.7,7.15,,,,,
7/6/22 11:17,3.7,7.18,,,,,
7/6/22 11:17,3.4,7.18,,,,,
7/6/22 11:17,3.7,7.21,,,,,
7/6/22 11:18,1.9,7.21,,,,,
7/6/22 11:18,1.9,7.19,,,,,
7/6/22 11:18,3.7,7.19,,,,,
7/6/22 11:18,3.4,7.21,,,,,
7/6/22 11:18,1.8,7.21,,,,,
7/6/22 11:18,1.9,7.19,,,,,
7/6/22 11:18,3.7,7.23,,,,,
7/6/22 11:18,1.9,7.26,,,,,
7/6/22 11:18,3.4,7.29,,,,,
7/6/22 11:18,1.9,7.35,,,,,
7/6/22 11:18,1.9,7.35,,,,,
7/6/22 11:18,3.4,7.39,,,,,
7/6/22 11:18,1.9,7.41,,,,,
7/6/22 11:18,3.4,7.4,,,,,
7/6/22 11:18,3.7,7.36,,,,,
7/6/22 11:18,1.8,7.33,,,,,
7/6/22 11:18,1.9,7.34,,,,,
7/6/22 11:18,3.7,7.3,,,,,
7/6/22 11:18,1.9,7.22,,,,,
7/6/22 11:18,1.8,7.23,,,,,
7/6/22 11:18,1.8,7.23,,,,,
7/6/22 11:18,3.4,7.23,,,,,
7/6/22 11:18,3.4,7.23,,,,,
7/6/22 11:18,3.4,7.26,,,,,
7/6/22 11:18,1.9,7.27,,,,,
7/6/22 11:18,1.9,7.32,,,,,
7/6/22 11:18,3.4,7.32,,,,,
7/6/22 11:18,1.9,7.3,,,,,
7/6/22 11:18,1.9,7.3,,,,,
7/6/22 11:18,3.7,7.29,,,,,
7/6/22 11:18,1.8,7.3,,,,,
7/6/22 11:18,1.9,7.3,,,,,
7/6/22 11:18,3.7,7.28,,,,,
7/6/22 11:18,3.4,7.29,,,,,
7/6/22 11:18,3.4,7.29,,,,,
7/6/22 11:18,3.7,7.29,,,,,
7/6/22 11:18,3.4,7.28,,,,,
7/6/22 11:18,3.7,7.28,,,,,
7/6/22 11:18,3.7,7.28,,,,,
7/6/22 11:18,3.7,7.28,,,,,
7/6/22 11:18,3.7,7.27,,,,,
7/6/22 11:18,3.4,7.28,,,,,
7/6/22 11:18,3.7,7.28,,,,,
7/6/22 11:18,3.4,7.28,,,,,
7/6/22 11:18,3.4,7.28,,,,,
7/6/22 11:18,1.9,7.29,,,,,
7/6/22 11:18,3.7,7.28,,,,,
7/6/22 11:18,1.8,7.3,,,,,
7/6/22 11:18,3.7,7.3,,,,,
7/6/22 11:18,3.7,7.3,,,,,
7/6/22 11:18,3.4,7.35,,,,,
7/6/22 11:18,3.7,7.34,,,,,
7/6/22 11:18,1.9,7.38,,,,,
7/6/22 11:18,3.7,7.41,,,,,
7/6/22 11:18,3.7,7.41,,,,,
7/6/22 11:18,3.7,7.41,,,,,
7/6/22 11:18,3.7,7.41,,,,,
7/6/22 11:18,1.8,7.41,,,,,
7/6/22 11:18,1.8,7.43,,,,,
7/6/22 11:18,3.4,7.52,,,,,
7/6/22 11:19,3.4,7.55,,,,,
7/6/22 11:19,3.7,7.52,,,,,
7/6/22 11:19,3.7,7.52,,,,,
7/6/22 11:19,1.8,7.56,,,,,
7/6/22 11:19,1.8,7.58,,,,,
7/6/22 11:19,3.7,7.56,,,,,
7/6/22 11:19,3.7,7.6,,,,,
7/6/22 11:19,3.7,7.66,,,,,
7/6/22 11:19,3.7,7.67,,,,,
7/6/22 11:19,3.4,7.69,,,,,
7/6/22 11:19,3.4,7.73,,,,,
7/6/22 11:19,1.8,7.74,,,,,
7/6/22 11:19,1.8,7.73,,,,,
7/6/22 11:19,1.9,7.72,,,,,
7/6/22 11:19,3.7,7.79,,,,,
7/6/22 11:19,1.8,7.78,,,,,
7/6/22 11:19,3.7,7.78,,,,,
7/6/22 11:19,3.4,7.8,,,,,
7/6/22 11:19,3.4,7.81,,,,,
7/6/22 11:19,3.4,7.79,,,,,
7/6/22 11:19,1.9,7.8,,,,,
7/6/22 11:19,3.4,7.8,,,,,
7/6/22 11:19,1.8,7.81,,,,,
7/6/22 11:19,3.4,7.77,,,,,
7/6/22 11:19,1.9,7.72,,,,,
7/6/22 11:19,3.4,7.7,,,,,
7/6/22 11:19,3.4,7.68,,,,,
7/6/22 11:19,3.4,7.66,,,,,
7/6/22 11:19,2.7,7.29,,,,,
7/6/22 11:19,3,7.44,,,,,
7/6/22 11:19,3.2,7.47,,,,,
7/6/22 11:19,3.3,7.47,,,,,
7/6/22 11:19,3,7.45,,,,,
7/6/22 11:19,3.3,7.47,,,,,
7/6/22 11:19,3.2,7.49,,,,,
7/6/22 11:19,3.3,7.49,,,,,
7/6/22 11:19,3.2,7.49,,,,,
7/6/22 11:19,3.2,7.5,,,,,
7/6/22 11:19,3.2,7.5,,,,,
7/6/22 11:19,3.3,7.44,,,,,
7/6/22 11:19,3.4,7.44,,,,,
7/6/22 11:19,3.4,7.44,,,,,
7/6/22 11:19,3.4,7.41,,,,,
7/6/22 11:19,3.4,7.43,,,,,
7/6/22 11:19,3.4,7.45,,,,,
7/6/22 11:19,3.5,7.45,,,,,
7/6/22 11:19,3.5,7.43,,,,,
7/6/22 11:19,3.6,7.44,,,,,
7/6/22 11:19,3.6,7.41,,,,,
7/6/22 11:19,3.6,7.44,,,,,
7/6/22 11:19,3.6,7.45,,,,,
7/6/22 11:19,3.6,7.46,,,,,
7/6/22 11:19,3.6,7.47,,,,,
7/6/22 11:19,3.6,7.49,,,,,
7/6/22 11:19,3.5,7.47,,,,,
7/6/22 11:19,3.5,7.49,,,,,
7/6/22 11:19,3.5,7.5,,,,,
7/6/22 11:19,3.5,7.51,,,,,
7/6/22 11:19,3.5,7.5,,,,,
7/6/22 11:19,3.5,7.49,,,,,
7/6/22 11:20,3.5,7.46,,,,,
7/6/22 11:20,3.4,7.47,,,,,
7/6/22 11:20,3.4,7.47,,,,,
7/6/22 11:20,3.4,7.43,,,,,
7/6/22 11:20,3.4,7.45,,,,,
7/6/22 11:20,3.4,7.44,,,,,
7/6/22 11:20,3.4,7.47,,,,,
7/6/22 11:20,3.5,7.46,,,,,
7/6/22 11:20,3.5,7.45,,,,,
7/6/22 11:20,3.5,7.45,,,,,
7/6/22 11:20,3.5,7.44,,,,,
7/6/22 11:20,3.6,7.46,,,,,
7/6/22 11:20,3.5,7.47,,,,,
7/6/22 11:20,3.5,7.47,,,,,
7/6/22 11:20,3.5,7.49,,,,,
7/6/22 11:20,3.5,7.49,,,,,
7/6/22 11:20,3.5,7.5,,,,,
7/6/22 11:20,3.4,7.5,,,,,
7/6/22 11:20,3.4,7.5,,,,,
7/6/22 11:20,3.4,7.5,,,,,
7/6/22 11:20,3.4,7.51,,,,,
7/6/22 11:20,3.5,7.51,,,,,
7/6/22 11:20,3.4,7.51,,,,,
7/6/22 11:20,3.4,7.51,,,,,
7/6/22 11:20,3.4,7.52,,,,,
7/6/22 11:20,3.4,7.52,,,,,
7/6/22 11:20,3.4,7.53,,,,,
7/6/22 11:20,3.4,7.53,,,,,
7/6/22 11:20,3.4,7.56,,,,,
7/6/22 11:20,3.4,7.56,,,,,
7/6/22 11:20,3.4,7.57,,,,,
7/6/22 11:20,3.4,7.56,,,,,
7/6/22 11:20,3.4,7.57,,,,,
7/6/22 11:20,3.4,7.56,,,,,
7/6/22 11:20,3.4,7.56,,,,,
7/6/22 11:20,3.5,7.55,,,,,
7/6/22 11:20,3.5,7.58,,,,,
7/6/22 11:20,3.5,7.58,,,,,
7/6/22 11:20,3.5,7.6,,,,,
7/6/22 11:20,3.4,7.58,,,,,
7/6/22 11:20,3.5,7.6,,,,,
7/6/22 11:20,3.5,7.58,,,,,
7/6/22 11:20,3.5,7.56,,,,,
7/6/22 11:20,3.5,7.53,,,,,
7/6/22 11:20,3.4,7.53,,,,,
7/6/22 11:20,3.5,7.51,,,,,
7/6/22 11:20,3.4,7.52,,,,,
7/6/22 11:20,3.4,7.55,,,,,
7/6/22 11:20,3.4,7.55,,,,,
7/6/22 11:20,3.5,7.57,,,,,
7/6/22 11:20,3.4,7.58,,,,,
7/6/22 11:20,3.4,7.58,,,,,
7/6/22 11:20,3.4,7.58,,,,,
7/6/22 11:20,3.4,7.58,,,,,
7/6/22 11:20,3.4,7.61,,,,,
7/6/22 11:20,3.4,7.62,,,,,
7/6/22 11:20,3.4,7.58,,,,,
7/6/22 11:20,3.5,7.55,,,,,
7/6/22 11:20,6.1,6.84,,,,,
7/6/22 11:20,2.9,6.94,,,,,
7/6/22 11:21,6.6,6.81,,,,,
7/6/22 11:21,3.3,6.87,,,,,
7/6/22 11:21,5.8,6.87,,,,,
7/6/22 11:21,1.8,6.79,,,,,
7/6/22 11:21,2.1,6.93,,,,,
7/6/22 11:21,2.2,6.99,,,,,
7/6/22 11:21,2.3,7.01,,,,,
7/6/22 11:21,2.3,7.01,,,,,
7/6/22 11:21,2.5,7.02,,,,,
7/6/22 11:21,3,6.92,,,,,
7/6/22 11:21,3.2,6.98,,,,,
7/6/22 11:21,3.3,7,,,,,
7/6/22 11:21,3.3,7,,,,,
7/6/22 11:21,3.3,7.01,,,,,
7/6/22 11:21,3.5,7.02,,,,,
7/6/22 11:21,3.3,7.04,,,,,
7/6/22 11:21,3.5,7.06,,,,,
7/6/22 11:21,3.5,7.06,,,,,
7/6/22 11:21,3.6,7.06,,,,,
7/6/22 11:21,3.6,7.07,,,,,
7/6/22 11:21,3.7,7.09,,,,,
7/6/22 11:21,2,6.94,,,,,
7/6/22 11:21,3,7,,,,,
7/6/22 11:21,2.1,6.98,,,,,
7/6/22 11:21,1.4,7,,,,,
7/6/22 11:21,1.5,7.02,,,,,
7/6/22 11:21,1.5,7.04,,,,,
7/6/22 11:21,1.5,7.09,,,,,
7/6/22 11:21,1.5,7.1,,,,,
7/6/22 11:21,1.5,7.12,,,,,
7/6/22 11:21,1.6,7.15,,,,,
7/6/22 11:21,1.6,7.17,,,,,
7/6/22 11:21,1.6,7.17,,,,,
7/6/22 11:21,1.6,7.18,,,,,
7/6/22 11:21,1.6,7.19,,,,,
7/6/22 11:21,1.6,7.21,,,,,
7/6/22 11:21,1.6,7.23,,,,,
7/6/22 11:21,1.6,7.23,,,,,
7/6/22 11:21,1.6,7.23,,,,,
7/6/22 11:21,1.6,7.26,,,,,
7/6/22 11:21,1.6,7.26,,,,,
7/6/22 11:21,1.6,7.27,,,,,
7/6/22 11:21,1.7,7.27,,,,,
7/6/22 11:21,1.6,7.29,,,,,
7/6/22 11:21,1.7,7.28,,,,,
7/6/22 11:21,1.8,7.29,,,,,
7/6/22 11:21,1.7,7.29,,,,,
7/6/22 11:21,1.7,7.32,,,,,
7/6/22 11:21,1.7,7.32,,,,,
7/6/22 11:21,1.6,7.32,,,,,
7/6/22 11:21,1.8,7.32,,,,,
7/6/22 11:21,1.6,7.32,,,,,
7/6/22 11:21,1.6,7.32,,,,,
7/6/22 11:21,1.6,7.33,,,,,
7/6/22 11:21,1.7,7.34,,,,,
7/6/22 11:21,1.8,7.34,,,,,
7/6/22 11:21,1.7,7.33,,,,,
7/6/22 11:21,1.7,7.34,,,,,
7/6/22 11:21,1.7,7.35,,,,,
7/6/22 11:21,1.7,7.35,,,,,
7/6/22 11:22,1.7,7.36,,,,,
7/6/22 11:22,1.7,7.36,,,,,
7/6/22 11:22,1.7,7.36,,,,,
7/6/22 11:22,1.7,7.38,,,,,
7/6/22 11:22,1.7,7.38,,,,,
7/6/22 11:22,1.7,7.36,,,,,
7/6/22 11:22,1.8,7.35,,,,,
7/6/22 11:22,1.7,7.36,,,,,
7/6/22 11:22,1.7,7.38,,,,,
7/6/22 11:22,1.8,7.38,,,,,
7/6/22 11:22,1.8,7.36,,,,,
7/6/22 11:22,1.8,7.38,,,,,
7/6/22 11:22,1.7,7.38,,,,,
7/6/22 11:22,1.8,7.38,,,,,
7/6/22 11:22,1.8,7.38,,,,,
7/6/22 11:22,1.8,7.38,,,,,
7/6/22 11:22,1.8,7.39,,,,,
7/6/22 11:22,1.7,7.38,,,,,
7/6/22 11:22,1.8,7.38,,,,,
7/6/22 11:22,1.7,7.36,,,,,
7/6/22 11:22,1.8,7.38,,,,,
7/6/22 11:22,1.9,7.36,,,,,
7/6/22 11:22,1.8,7.36,,,,,
7/6/22 11:22,1.8,7.36,,,,,
7/6/22 11:22,1.8,7.36,,,,,
7/6/22 11:22,1.8,7.38,,,,,
7/6/22 11:22,1.8,7.38,,,,,
7/6/22 11:22,1.9,7.38,,,,,
7/6/22 11:22,1.8,7.39,,,,,
7/6/22 11:22,1.8,7.4,,,,,
7/6/22 11:22,1.9,7.4,,,,,
7/6/22 11:22,1.8,7.4,,,,,
7/6/22 11:22,1.9,7.4,,,,,
7/6/22 11:22,1.9,7.4,,,,,
7/6/22 11:22,1.9,7.39,,,,,
7/6/22 11:22,1.9,7.4,,,,,
7/6/22 11:22,1.9,7.4,,,,,
7/6/22 11:22,1.9,7.4,,,,,
7/6/22 11:22,1.9,7.4,,,,,
7/6/22 11:22,1.9,7.4,,,,,
7/6/22 11:22,1.9,7.41,,,,,
7/6/22 11:22,1.8,7.43,,,,,
7/6/22 11:22,5.6,6.82,,,,,
7/6/22 11:22,4.8,6.82,,,,,
7/6/22 11:22,2.7,6.88,,,,,
7/6/22 11:22,6,6.84,,,,,
7/6/22 11:22,3.3,6.83,,,,,
7/6/22 11:22,2.8,6.78,,,,,
7/6/22 11:22,3,6.89,,,,,
7/6/22 11:22,3,6.94,,,,,
7/6/22 11:22,3,6.98,,,,,
7/6/22 11:22,3,7.02,,,,,
7/6/22 11:22,3,7.06,,,,,
7/6/22 11:22,3,7.1,,,,,
7/6/22 11:22,3,7.11,,,,,
7/6/22 11:22,3,7.15,,,,,
7/6/22 11:22,3.1,7.17,,,,,
7/6/22 11:22,3.1,7.19,,,,,
7/6/22 11:22,3,7.19,,,,,
7/6/22 11:22,3,7.22,,,,,
7/6/22 11:23,3.1,7.23,,,,,
7/6/22 11:23,3.1,7.26,,,,,
7/6/22 11:23,3.1,7.28,,,,,
7/6/22 11:23,3.1,7.29,,,,,
7/6/22 11:23,3.1,7.32,,,,,
7/6/22 11:23,3.2,7.33,,,,,
7/6/22 11:23,3.2,7.34,,,,,
7/6/22 11:23,3.2,7.34,,,,,
7/6/22 11:23,3.2,7.35,,,,,
7/6/22 11:23,3.2,7.36,,,,,
7/6/22 11:23,3.2,7.36,,,,,
7/6/22 11:23,3.2,7.36,,,,,
7/6/22 11:23,3.3,7.38,,,,,
7/6/22 11:23,3.2,7.4,,,,,
7/6/22 11:23,3.3,7.41,,,,,
7/6/22 11:23,3.2,7.41,,,,,
7/6/22 11:23,3.3,7.43,,,,,
7/6/22 11:23,3.2,7.44,,,,,
7/6/22 11:23,3.3,7.45,,,,,
7/6/22 11:23,3.3,7.46,,,,,
7/6/22 11:23,3.3,7.46,,,,,
7/6/22 11:23,3.2,7.49,,,,,
7/6/22 11:23,3.3,7.49,,,,,
7/6/22 11:23,3.3,7.5,,,,,
7/6/22 11:23,3.3,7.5,,,,,
7/6/22 11:23,3.3,7.52,,,,,
7/6/22 11:23,3.3,7.53,,,,,
7/6/22 11:23,3.3,7.53,,,,,
7/6/22 11:23,3.3,7.56,,,,,
7/6/22 11:23,3.3,7.56,,,,,
7/6/22 11:23,3.3,7.57,,,,,
7/6/22 11:23,3.3,7.58,,,,,
7/6/22 11:23,3.3,7.6,,,,,
7/6/22 11:23,3.3,7.62,,,,,
7/6/22 11:23,3.3,7.64,,,,,
7/6/22 11:23,3.3,7.66,,,,,
7/6/22 11:23,3.5,7.67,,,,,
7/6/22 11:23,3.5,7.68,,,,,
7/6/22 11:23,3.3,7.69,,,,,
7/6/22 11:23,3.5,7.7,,,,,
7/6/22 11:23,3.5,7.72,,,,,
7/6/22 11:23,3.5,7.73,,,,,
7/6/22 11:23,3.5,7.75,,,,,
7/6/22 11:23,3.5,7.77,,,,,
7/6/22 11:23,3.6,7.78,,,,,
7/6/22 11:23,3.6,7.79,,,,,
7/6/22 11:23,3.6,7.81,,,,,
7/6/22 11:23,3.6,7.84,,,,,
7/6/22 11:23,3.6,7.85,,,,,
7/6/22 11:23,3.6,7.87,,,,,
7/6/22 11:23,3.6,7.89,,,,,
7/6/22 11:23,3.6,7.91,,,,,
7/6/22 11:23,3.6,7.91,,,,,
7/6/22 11:23,3.5,7.91,,,,,
7/6/22 11:23,3.5,7.92,,,,,
7/6/22 11:23,3.6,7.94,,,,,
7/6/22 11:23,3.6,7.95,,,,,
7/6/22 11:23,3.6,7.95,,,,,
7/6/22 11:23,3.6,7.95,,,,,
7/6/22 11:23,3.6,7.95,,,,,
7/6/22 11:24,3.6,7.97,,,,,
7/6/22 11:24,3.6,7.98,,,,,
7/6/22 11:24,3.6,7.96,,,,,
7/6/22 11:24,3.6,7.96,,,,,
7/6/22 11:24,3.6,7.98,,,,,
7/6/22 11:24,3.6,7.98,,,,,
7/6/22 11:24,3.6,7.98,,,,,
7/6/22 11:24,3.6,7.95,,,,,
7/6/22 11:24,3.6,7.96,,,,,
7/6/22 11:24,3.6,7.95,,,,,
7/6/22 11:24,3.6,7.96,,,,,
7/6/22 11:24,3.6,7.97,,,,,
7/6/22 11:24,3.6,7.97,,,,,
7/6/22 11:24,3.6,7.97,,,,,
7/6/22 11:24,3.7,7.97,,,,,
7/6/22 11:24,3.7,7.97,,,,,
7/6/22 11:24,3.6,7.97,,,,,
7/6/22 11:24,3.6,7.97,,,,,
7/6/22 11:24,3.6,7.98,,,,,
7/6/22 11:24,3.6,7.98,,,,,
7/6/22 11:24,3.7,7.98,,,,,
7/6/22 11:24,3.7,7.98,,,,,
7/6/22 11:24,3.6,8,,,,,
7/6/22 11:24,3.7,8,,,,,
7/6/22 11:24,3.6,8.01,,,,,
7/6/22 11:24,3.6,8.01,,,,,
7/6/22 11:24,3.6,8.02,,,,,
7/6/22 11:24,3.7,8.03,,,,,
7/6/22 11:24,3.7,8.03,,,,,
7/6/22 11:24,3.6,8.03,,,,,
7/6/22 11:24,3.6,8.02,,,,,
7/6/22 11:24,3.6,8.02,,,,,
7/6/22 11:24,3.6,8.03,,,,,
7/6/22 11:24,3.7,8.04,,,,,
7/6/22 11:24,3.7,8.04,,,,,
7/6/22 11:24,3.6,8.04,,,,,
7/6/22 11:24,3.7,8.04,,,,,
7/6/22 11:24,3.7,8.06,,,,,
7/6/22 11:24,3.7,8.06,,,,,
7/6/22 11:24,3.7,8.04,,,,,
7/6/22 11:24,3.7,8.06,,,,,
7/6/22 11:24,3.7,8.06,,,,,
7/6/22 11:24,3.7,8.07,,,,,
7/6/22 11:24,3.8,8.07,,,,,
7/6/22 11:24,3.8,8.09,,,,,
7/6/22 11:24,3.8,8.09,,,,,
7/6/22 11:24,3.7,8.11,,,,,
7/6/22 11:24,3.7,8.11,,,,,
7/6/22 11:24,3.7,8.11,,,,,
7/6/22 11:24,3.7,8.09,,,,,
7/6/22 11:24,3.8,8.07,,,,,
7/6/22 11:24,3.8,8.07,,,,,
7/6/22 11:24,3.7,8.08,,,,,
7/6/22 11:24,3.7,8.09,,,,,
7/6/22 11:24,3.8,8.08,,,,,
7/6/22 11:24,3.9,8.09,,,,,
7/6/22 11:24,3.9,8.03,,,,,
7/6/22 11:24,3.8,8.07,,,,,
7/6/22 11:24,3.9,8.08,,,,,
7/6/22 11:24,3.9,8.09,,,,,
7/6/22 11:25,3.9,8.11,,,,,
7/6/22 11:25,3.9,8.12,,,,,
7/6/22 11:25,3.9,8.13,,,,,
7/6/22 11:25,3.9,8.13,,,,,
