"","Site","New.Name","DateTime","Date","pCO2_ppm","CH4_umol.L","CH4_sat","Flux_umol_m2_s","DOC_mg.L","TDN_mg.L","AirPress_kpa","AirTemp_c","Watertemp_c","waterTemp_c_day","WaterTemp_c_ave3","waterTemp_c_yearly","Baro_kpa","BaroTemp_c","Elevation_m","depth_ave_m","surface_area_m2","Volumn_m3","SA_to_Vol_ratio","surface_area_day","Volumn_m3_day","WS_area_minus_pond","percentpond","percent_DTW","PrecipAccuDay_mm","PrecipAccu_mm_PreviousDay","precip_mm_ave2","Precip_mm_ave7","solarrad_W_m2","solarrad_Wm2_daymean","windspeed_m_s","winddirecion","pCO2_air_ppm","air_pressure_atm","water_pressure_atm","pCO2_air_atm","pCO2_air_uatm","pCO2_w_atm","pCO2_w_uatm","KH_mol.l.atm","KH_mol.m3.atm","CO2_sat_mol.L","CO2_mol.L","CO2_umol.L","CO2_sat_precent","Flux_mol_m2_d","k_m_d","Sc_co2","KH_CH4_mol.L.atm","CH4_air_atm","CH4_sat_umol.L","CH4_pSat","CH4_mol.L","pCH4_w_atm","pCH4_w_uatm","pCH4_ppm","Sc_ch4","k_ch4","K600"
"12","Wetland04","S4",2022-07-22 10:45:00,"2022-07-22",687.0713088,0.945683212,39229.41417,0.0625,9.574,0.3256,62.41354,8.4494,5.9416,6.32696875,6.45264583333333,8.09324925589837,62.4828,5.822,4187.8125,0.316498034618538,488.03188111913,154.461131205393,3.1595772820683,490.068961509068,155.854652514666,3815.402457,10.83713388,39.43372057,4,0.7,2.35,5.45,179.923333333333,86.4243923611111,4.18233333333333,101.666666666667,418.53,0.616125765054294,0.617093606054294,0.000257867116448174,257.867116448174,0.000423987311563836,423.987311563836,0.061448481281129,61.448481281129,0.0000158455426780843,0.0000260533763780666,26.0533763780666,164.420852648364,0.0054,0.529005483309293,1317.9776209474,0.0020459188357933,0.0000011773978532458,0.00240886044517819,39258.5304762247,0.000000945683212,0.000462229095042919,462.229095042919,749.042107239482,1321.57199310307,0.528045865749121,0.828440918495982
"13","Wetland05","S8",2022-06-28 10:30:00,"2022-06-28",1049.930262,2.948045838,124526.9988,0.008,4.017,0.1357,62.6334,19.50581,6.9982,7.17513684210526,6.7782817251462,9.35054123010704,62.5904,5.893,4135.197754,0.485892537987173,597.502617951434,290.322063490402,2.05806823900308,604.166684224122,301.286414463409,18433.6216,3.217019649,17.21070603,1.5,0.7,1.1,15.8428571428571,823,259.572916666667,3.33333333333333,97.3333333333333,418.53,0.618296150049358,0.619263991049358,0.000258775487680158,258.775487680158,0.000650184004369619,650.184004369618,0.0594874943652564,59.4874943652564,0.0000153939053652399,0.0000386778172963175,38.6778172963175,251.254092958462,0.0006912,0.0296857333100215,1235.10238036154,0.00200215678269484,0.00000118154539385982,0.00236563912437828,124619.42346235,0.000002948045838,0.00147243505777406,1472.43505777406,2377.7178700137,1240.05526032056,0.0296066358013415,0.0447994059583683
"14","Wetland05","S8",2022-07-19 10:15:00,"2022-07-19",684.730072,1.14044299,47905.51656,0.086666667,4.017,0.1357,62.8534,11.40702,6.8972,6.89872631578947,7.69540182748538,9.35054123010704,62.5178,6.116,4135.197754,0.593536745125789,653.72960437252,388.012541571635,1.68481565499044,646.710290042059,375.646745180092,18433.6216,3.217019649,17.21070603,3.2,6.1,4.65,5.27142857142857,313.666666666667,90.7118055555556,6.03333333333333,108,418.53,0.620467917077986,0.621435758077986,0.00025968443733465,259.68443733465,0.000425515751372114,425.515751372114,0.0596715759350661,59.6715759350661,0.0000154957796215695,0.0000253911954695678,25.3911954695678,163.858780194734,0.0074880000288,0.756714032418826,1242.74814034839,0.00200628504916052,0.00000118569557549852,0.00237884330597846,47941.0723326695,0.00000114044299,0.000568435173495007,568.435173495007,914.712689294058,1247.60061685812,0.754750625517566,1.14599824971253
"15","Wetland06","S5",2022-06-30 09:30:00,"2022-06-30",663.4682017,0.513098645,21819.92186,0.0825,7.481,0.2561,62.31554,6.731376,7.0788,8.45542708333333,8.18227777777778,8.55235015013137,62.5085,6.396,4166.241211,0.301303845397808,248.505190376691,74.8755694618114,3.31890885321995,248.721384977174,75.36386256088,2477.142423,8.746156632,15.04008533,0.8,4.5,2.65,12.6,179,141.482638888889,4.3,105,418.53,0.615158341559724,0.616126182559724,0.000257462220692991,257.462220692991,0.000408780130363186,408.780130363186,0.0593410959385066,59.3410959385066,0.0000152780903386837,0.000024257460933637,24.257460933637,158.772859669626,0.007128,0.793819558355925,1229.04169608084,0.00199887056864615,0.00000117554913597039,0.00234977056988861,21836.1167500844,0.000000513098645,0.000256694281785102,256.694281785102,416.626153945696,1234.07000295061,0.791661774813183,1.19461662368094
"16","Wetland06","S5",2022-07-11 09:45:00,"2022-07-11",641.9840671,0.330947701,13751.26088,0.068333333,7.481,0.2561,62.67683,12.1597,6.2272,7.15876842105263,6.41162766812865,8.55235015013137,62.5009,5.675,4166.241211,0.326144816275951,251.421927844085,81.9999584644547,3.06612262435562,252.052803127829,83.7945736349951,2477.142423,8.746156632,15.04008533,3,7.8,5.4,9.14285714285714,640,196.024305555556,3.7,108.666666666667,418.53,0.618724876604146,0.619692717604146,0.000258954922605133,258.954922605133,0.000397832851199761,397.832851199761,0.0609106632500426,60.9106632500426,0.0000157731160877421,0.000024232262829233,24.232262829233,153.630155857819,0.0059039999712,0.697942730115054,1294.93616114249,0.00203396363502588,0.00000118236467744423,0.00240488675726066,13761.4671460445,0.000000330947701,0.000162710726632922,162.710726632922,262.566788362454,1298.96299206889,0.696499552493751,1.08206945968057
"17","Wetland06","S5",2022-07-19 12:30:00,"2022-07-19",606.2896134,0.259960468,10670.07942,0.04,7.481,0.2561,62.60229,8.528594,5.5728,5.88041489361702,6.44164524231678,8.55235015013137,62.4757,6.107,4166.241211,0.325145466872807,251.317270274582,81.7146711766285,3.07554649190661,251.712167191625,82.8117227784376,2477.142423,8.746156632,15.04008533,3.2,6.1,4.65,5.27142857142857,138,90.7118055555556,5.06666666666667,100.666666666667,418.53,0.617989042448174,0.618956883448174,0.000258646953935834,258.646953935834,0.000375267129577062,375.267129577062,0.0621516623769081,62.1516623769081,0.0000160753381558357,0.000023323475938625,23.323475938625,145.088555603156,0.003456,0.476812127965649,1348.45661178771,0.00206149743032261,0.00000118095852044719,0.00243454295521946,10677.9988187379,0.000000259960468,0.000126102736863135,126.102736863135,203.734283009543,1351.42525009767,0.476113605433483,0.756498650424879
"18","Wetland07","S7",2022-06-30 10:45:00,"2022-06-30",877.4859171,0.299164665,12574.74467,0.044444444,7.838,0.2459,62.57962,9.880264,6.7146,7.96610416666667,7.73080208333333,8.36714620416378,62.5056,6.411,4145.449219,0.181069826310355,562.753967827602,101.897763210007,5.52273131518883,561.721164876432,101.240982364685,5582.266858,8.456469976,2.715998614,0.8,4.5,2.65,12.6,491.666666666667,141.482638888889,4.06666666666667,94.6666666666667,418.53,0.617765251727542,0.618733092727542,0.000258553290805528,258.553290805528,0.000542929575312146,542.929575312147,0.0600061675682926,60.0061675682926,0.00001551479209341,0.0000325791230739626,32.5791230739626,209.987493727362,0.0038399999616,0.225030794701314,1256.71660949968,0.00201377784504743,0.00000118053086309378,0.00237732689749298,12584.0777435987,0.000000299164665,0.000148558921598898,148.558921598898,240.101787580184,1261.37121729068,0.224476860313805,0.34297386971719
"19","Wetland07","S7",2022-07-11 12:15:00,"2022-07-11",365.1031536,0.158500826,6606.888995,0.04,7.838,0.2459,62.76471,15,6.451,6.94913684210526,6.1537192251462,8.36714620416378,62.4582,5.711,4145.449219,0.204564734727121,589.813065679715,120.654953319361,4.88842811217657,592.853919313699,122.941134907157,5582.266858,8.456469976,2.715998614,3,7.8,5.4,9.14285714285714,629,196.024305555556,3.16666666666667,104,418.53,0.6195923988154,0.6205602398154,0.000259318006676209,259.318006676209,0.000226568500555375,226.568500555375,0.060493272612747,60.4932726127469,0.0000156869948712581,0.0000137058700695576,13.7058700695576,87.3709093554285,0.003456,-1.74446354769452,1277.21623953217,0.00202466115958517,0.00000118402248636426,0.00239724434021719,6611.79268800107,0.000000158500826,0.000078285112177721,78.285112177721,126.152317140087,1281.54897227725,-1.74052947529252,-2.68340615940839
"20","Wetland07","S7",2022-07-19 11:45:00,"2022-07-19",691.252498,0.259949034,10635.55763,0.09,7.838,0.2459,62.74971,10.54945,5.5318,5.96464583333333,6.27826041666667,8.36714620416378,62.4821,6.116,4145.449219,0.209979576901297,595.691299387801,125.083007009234,4.76236791576192,596.55629786135,125.805818586429,5582.266858,8.456469976,2.715998614,3.2,6.1,4.65,5.27142857142857,297,90.7118055555556,4.83333333333333,107.666666666667,418.53,0.619444323790721,0.620412164790721,0.00025925603283613,259.25603283613,0.000428861458701173,428.861458701173,0.0622304470721585,62.2304470721585,0.0000161336188295466,0.000026688240306992,26.688240306992,165.420049828598,0.007776,0.736738879420433,1351.89629792721,0.00206323919282863,0.00000118373951943435,0.00244233777059708,10643.4514148487,0.000000259949034,0.000125990740629359,125.990740629359,203.075870815426,1354.79081926434,0.735689139760353,1.17059078871368
"21","Wetland08","S12",2022-07-18 10:15:00,"2022-07-18",7186.976371,1.854206292,77036.11492,0.95,2.303,0.08028,63.78435,8.677213,7.079,7.42773958333333,7.77627777777778,8.51450046248121,62.4846,6.381,3998.477295,0.319923992792902,200.545478332318,64.1593101646377,3.12574243422667,203.055140054193,65.6996149360274,109036.2475,0.181275531,11.8748279,13.4,3.2,8.3,5.92857142857143,117,54.0694444444444,7.26666666666667,90.3333333333333,418.53,0.629657946692991,0.630625787692991,0.000263530740429418,263.530740429418,0.00453229263509279,4532.29263509279,0.0593407332200717,59.3407332200717,0.00001563810736311,0.000268949568134337,268.949568134337,1719.83451634808,0.08208,0.324027976271191,1229.02670199554,0.00199886242333042,0.00000120325744639191,0.0024051460951853,77093.2915764165,0.000001854206292,0.000927630771561855,927.630771561855,1470.9686626603,1234.05519080015,0.323147151478528,0.487625318791145
"22","Wetland09","S10",2022-07-18 09:30:00,"2022-07-18",4742.30703,11.58841437,486222.25,0.244285714,1.171,0.06864,63.80909,11.34625,7.582,7.52033684210526,7.53734736842105,8.34297148081517,62.4928,6.385,3999.155518,0.35042337063558,28.4085325204911,9.95501372064097,2.85369094585858,27.6424217818543,9.56930935442914,8485.824843,0.297054655,9.475939435,13.4,3.2,8.3,5.92857142857143,183,54.0694444444444,7,102,418.53,0.629902171767029,0.630870012767029,0.000263632955949654,263.632955949655,0.00299177929656127,2991.77929656127,0.05843708537215,58.43708537215,0.0000154059415537422,0.000174830862167782,174.830862167782,1134.82750507588,0.0211062856896,0.132390128270456,1192.00911615238,0.00197851795640497,0.00000120372415318164,0.00238158985162824,486583.126900598,0.00001158841437,0.00585711862380896,5857.11862380896,9284.19247273988,1197.41104468325,0.131991657019517,0.195789207728298
"23","Wetland10","S11",2022-07-08 11:45:00,"2022-07-08",2754.220954,4.740565011,198134.9533,0.254285714,8.867,0.5712,63.79533,8.826833,7.381,7.51038541666667,7.37916319444444,9.00058421996068,62.4899,5.668,3998.755371,0.351525981611516,59.1106934044551,20.7789445227385,2.84473994046089,58.794710893868,20.3988676929968,1632.737661,3.364938868,9.735572516,5.3,12.5,8.9,17.2714285714286,174,64.6944444444444,6,107,418.53,0.629766337611056,0.630734178611056,0.000263576105280355,263.576105280355,0.00173718129113455,1737.18129113455,0.0587961344860409,58.7961344860409,0.0000154972561333707,0.000102139544820181,102.139544820181,659.081478302739,0.0219702856896,0.253574622999825,1206.63653999183,0.00198661395270567,0.0000012034645781846,0.00239081952260857,198282.010255114,0.000004740565011,0.00238625375833266,2386.25375833266,3783.29546622548,1211.90969857094,0.252838533639001,0.377622762676908
"24","Wetland10","S11",2022-07-18 11:00:00,"2022-07-18",3449.455364,12.45587973,530355.9488,0.53,8.867,0.5712,63.77594,9.472281,8.282,8.216375,8.24797222222222,9.00058421996068,62.4644,6.376,3998.755371,0.322718205449469,57.1225152022555,18.4344755968319,3.09867860912042,57.0689472888208,18.3761264734141,1632.737661,3.364938868,9.735572516,13.4,3.2,8.3,5.92857142857143,213,54.0694444444444,7.26666666666667,92.6666666666667,418.53,0.629574925962488,0.630542766962488,0.00026349599376308,263.49599376308,0.00217502912973016,2175.02912973016,0.0572076004522085,57.2076004522085,0.0000150739735319559,0.000124428197425518,124.428197425518,825.450549994249,0.045792,0.418749256952077,1142.73224341791,0.00195066841892338,0.00000120309879626654,0.00234684682672186,530749.582297994,0.00001245587973,0.00638544183581683,6385.44183581683,10126.8972865669,1148.35777048954,0.41738057037291,0.604555520423795
"25","Wetland11","S6",2022-07-19 11:00:00,"2022-07-19",675.4931248,2.275967423,94342.2377,0.064,11.68,0.3581,62.74875,10.48571,6.166,6.46889583333333,6.97798958333333,8.47770404104806,62.5251,6.115,4145.759277,0.246891887390317,31.711471382579,7.82930502156897,4.05035584834376,31.8277134739808,7.93900759026718,23324.60266,0.132761162,5.525065104,3.2,6.1,4.65,5.27142857142857,312,90.7118055555556,5.56666666666667,98,418.53,0.619434846989141,0.620402687989141,0.000259252066510365,259.252066510365,0.000419077750344104,419.077750344104,0.0610254199381921,61.0254199381921,0.0000158209662286392,0.0000255743957015018,25.5743957015018,161.648759828632,0.0055296,0.566939045941247,1299.83291294806,0.002036517514076,0.00000118372140955084,0.00241066938233702,94412.2590877048,0.000002275967423,0.00111757812406177,1117.57812406177,1801.37537392702,1303.77099865375,0.565796831019993,0.88085829338748
"26","Wetland11","S6",2022-07-22 12:00:00,"2022-07-22",680.6542045,0.582135798,24257.16701,0.034,11.68,0.3581,62.68232,7.519318,6.37,6.50386458333333,6.56413888888889,8.47770404104806,62.4654,5.823,4145.759277,0.258078482239792,32.2639784143006,8.3266385801801,3.87479030146673,32.3140367382164,8.37473620992537,23324.60266,0.132761162,5.525065104,4,0.7,2.35,5.45,179.043333333333,86.4243923611111,4.04166666666667,104.333333333333,418.53,0.618779072063179,0.619746913063179,0.000258977605030602,258.977605030602,0.000421833342102348,421.833342102349,0.060643930535567,60.6439305355671,0.0000157054198897434,0.0000255816318960409,25.5816318960409,162.884100365552,0.0029376,0.297441974526958,1283.5958958765,0.0020280213654239,0.00000118246824334057,0.00239807086142995,24275.1708201349,0.000000582135798,0.000287046185964772,287.046185964772,463.166786174068,1287.82132124497,0.296791000600544,0.458838852552154
"27","Wetland12","Wetland",2022-07-06 12:30:00,"2022-07-06",1687.700181,0.301822592,12487.92443,0.127142857,4.605,0.1557,62.70932,6.593249,6.0454,6.09984375,6.33784722222222,7.68681380794608,62.3439,5.396,4124.501465,NA,4968.054388,NA,NA,4968.054388,NA,811750.0815,0.608294854,18.11390046,16.2,0,8.1,17.2714285714286,262,93.9722222222222,7.36666666666667,96.3333333333333,418.53,0.619045607107601,0.620013448107601,0.000259089157942744,259.089157942744,0.00104639680859363,1046.39680859363,0.0612523392480718,61.2523392480718,0.0000158698169978062,0.0000640942523080768,64.0942523080768,403.875182158288,0.0109851428448,0.227792047208491,1309.54722187217,0.00204156283479901,0.00000118297758381441,0.00241512306951583,12497.1930337491,0.000000301822592,0.000147838992195268,147.838992195268,238.444815425376,1313.30413444585,0.227357416556398,0.355427812121885
"28","Wetland12","Wetland",2022-07-22 09:30:00,"2022-07-22",1951.318575,0.333522659,13795.59024,0.115,4.605,0.1557,62.88231,11.6134,6.1658,6.19747916666667,6.16878819444444,7.68681380794608,62.4654,5.821,4124.501465,NA,4968.054388,NA,NA,4968.054388,NA,811750.0815,0.608294854,18.11390046,4,0.7,2.35,5.45,129.364,86.4243923611111,3.46366666666667,122,418.53,0.620753307008885,0.621721148008885,0.000259803881582428,259.803881582428,0.00121317602458006,1213.17602458006,0.0610257953967719,61.0257953967719,0.0000158547385207364,0.0000740350318562919,74.0350318562919,466.958390764133,0.009936,0.170779475838907,1299.84895161296,0.0020365258671764,0.00000118624094709477,0.00241581037346233,13805.8294087874,0.000000333522659,0.000163770401533088,163.770401533088,263.414558210826,1303.78674375902,0.170435435395992,0.265343473404195
"29","Wetland12","Wetland",2022-07-27 09:30:00,"2022-07-27",2124.976448,0.437390335,18485.8405,0.1583333,4.605,0.1557,62.96565,8.647367,7.2852,7.14972916666667,7.113,7.68681380794608,62.5439,6.451,4124.501465,NA,4968.054388,NA,NA,4968.054388,NA,811750.0815,0.608294854,18.11390046,8.3,0.3,4.3,7.23333333333333,101,78.8923611111111,2.9,95.6666666666667,418.53,0.621576011846002,0.622543852846002,0.000260148208237907,260.148208237907,0.00132289102514493,1322.89102514493,0.0589682210332409,58.9682210332409,0.0000153404770447745,0.0000780085303736369,78.0085303736369,508.51437113691,0.01367999712,0.218292996085448,1213.68507312742,0.00199048839093047,0.00000118781311135735,0.00236432820875181,18499.5608215879,0.000000437390335,0.000219740208982349,219.740208982349,352.971454103661,1218.88718435713,0.217671448955915,0.326162490772963
