"","Site","Location","Date","Time","ppm_NOTcorrected_review","Watertemp_c","AirPress_kpa","pCO2_air_ppm","air_pressure_atm","water_pressure_atm","pCO2_air_atm","pCO2_air_uatm","ppm_Corrected","pCO2_w_atm","pCO2_w_uatm","KH_mol.l.atm","KH_mol.m3.atm","CO2_sat_mol.L","CO2_mol.L","CO2_umol.L","CO2_sat_precent","New.Name"
"20","Wetland03","middle",2022-07-07,"13:26",263.2203,4.2688,61.66913,418.53,0.608777196446199,0.609745037446199,0.000254791520028628,254.791520028628,392.866466243351,0.000239548378170908,239.548378170908,0.0647188153332527,64.7188153332527,1.64898053332115e-05,1.55032872502232e-05,15.5032872502232,94.0174061303112,"S3"
"21","Wetland03","edge",2022-07-07,"13:33",275.5085,4.2688,61.66913,418.53,0.608777196446199,0.609745037446199,0.000254791520028628,254.791520028628,411.207079450203,0.000250731476057506,250.731476057506,0.0647188153332527,64.7188153332527,1.64898053332115e-05,1.62270440971996e-05,16.2270440971996,98.4065231171488,"S3"
"22","Wetland03","edge",2022-07-14,"12:43",342.9115,6.0436,61.90788,418.53,0.611134057255676,0.612101898255676,0.000255777936983218,255.777936983218,513.556243261963,0.000314348751361701,314.348751361701,0.0612557339742013,61.2557339742013,1.5667865264314e-05,1.92556634885347e-05,19.2556634885347,122.899087806125,"S3"
"23","Wetland03","middle",2022-07-14,"13:01",401.7627,6.0436,61.90788,418.53,0.611134057255676,0.612101898255676,0.000255777936983218,255.777936983218,601.693856562941,0.000368297951770955,368.297951770955,0.0612557339742013,61.2557339742013,1.5667865264314e-05,2.25603613569248e-05,22.5603613569248,143.991290302384,"S3"
"24","Wetland03","edge",2022-07-14,"13:11",401.5932,6.0436,61.90788,418.53,0.611134057255676,0.612101898255676,0.000255777936983218,255.777936983218,601.440007440841,0.000368142570241447,368.142570241447,0.0612557339742013,61.2557339742013,1.5667865264314e-05,2.25508433472888e-05,22.5508433472888,143.930541697035,"S3"
"25","Wetland03","edge",2022-07-25,"12:10",487.6102,6.8564,61.81431,418.53,0.610210365251728,0.611178206251728,0.000255391344168806,255.391344168806,732.797248117968,0.000447869707650942,447.869707650942,0.059746136795061,59.746136795061,1.5258646184984e-05,2.67584848196772e-05,26.7584848196772,175.366048175428,"S3"
"26","Wetland03","middle",2022-07-25,"12:31",536.339,6.8564,61.81431,418.53,0.610210365251728,0.611178206251728,0.000255391344168806,255.391344168806,806.028551614267,0.000492627084363285,492.627084363285,0.059746136795061,59.746136795061,1.5258646184984e-05,2.94325651713209e-05,29.4325651713209,192.891065265577,"S3"
"27","Wetland03","edge",2022-07-25,"12:43",538.5543,6.8564,61.81431,418.53,0.610210365251728,0.611178206251728,0.000255391344168806,255.391344168806,809.357780050743,0.000494661836227293,494.661836227293,0.059746136795061,59.746136795061,1.5258646184984e-05,2.95541337345319e-05,29.5541337345319,193.687784461613,"S3"
"28","Wetland04","edge",2022-06-29,"11:58",588.9661,6.3494,62.18753,418.53,0.613894669299112,0.614862510299112,0.000256933335941757,256.933335941757,880.581867742683,0.000541436777724146,541.436777724146,0.0606823197707525,60.6823197707525,1.55913108513839e-05,3.28556396815025e-05,32.8556396815025,210.730451048548,"S4"
"29","Wetland04",NA,2022-06-29,"",673.4576,6.3494,62.18753,418.53,0.613894669299112,0.614862510299112,0.000256933335941757,256.933335941757,1006.90778510598,0.000619109848389979,619.109848389979,0.0606823197707525,60.6823197707525,1.55913108513839e-05,3.75690217932228e-05,37.5690217932228,240.961277414902,"S4"
"30","Wetland04","edge",2022-07-15,"12:58",593.6271,7.5214,62.4924,418.53,0.616904244817374,0.617872085817374,0.000258192933583416,258.192933583416,888.28391820146,0.000548845837337166,548.845837337166,0.058545050427692,58.545050427692,1.51159183167148e-05,3.21322072239332e-05,32.1322072239332,212.571982400846,"S4"
"31","Wetland04","middle",2022-07-15,"13:10",664.7288,7.5214,62.4924,418.53,0.616904244817374,0.617872085817374,0.000258192933583416,258.192933583416,994.678145599071,0.000614583860538256,614.583860538256,0.058545050427692,58.545050427692,1.51159183167148e-05,3.59808431072578e-05,35.9808431072578,238.032796641082,"S4"
"32","Wetland04","edge",2022-07-15,"13:26",653.7966,7.5214,62.4924,418.53,0.616904244817374,0.617872085817374,0.000258192933583416,258.192933583416,978.319563838632,0.00060447634950492,604.47634950492,0.058545050427692,58.545050427692,1.51159183167148e-05,3.53890983641127e-05,35.3890983641127,234.118084145641,"S4"
"33","Wetland04","edge",2022-07-22,"10:55",395.8305,5.9416,62.41354,418.53,0.616125765054294,0.617093606054294,0.000257867116448174,257.867116448174,589.786573078684,0.000363953523183529,363.953523183529,0.061448481281129,61.448481281129,1.58455426780843e-05,2.23643912565441e-05,22.3643912565441,141.139951536503,"S4"
"34","Wetland04","middle",2022-07-22,"11:12",492.6102,5.9416,62.41354,418.53,0.616125765054294,0.617093606054294,0.000257867116448174,257.867116448174,733.98811289581,0.000452939371387862,452.939371387862,0.061448481281129,61.448481281129,1.58455426780843e-05,2.78324364842134e-05,27.8324364842134,175.648364020425,"S4"
"35","Wetland04","edge",2022-07-22,"11:18",492.3559,5.9416,62.41354,418.53,0.616125765054294,0.617093606054294,0.000257867116448174,257.867116448174,733.609206455973,0.000452705550646546,452.705550646546,0.061448481281129,61.448481281129,1.58455426780843e-05,2.78180685547675e-05,27.8180685547675,175.557689123782,"S4"
"36","Wetland05","edge",2022-06-28,"10:38",756.207,6.9982,62.6334,418.53,0.618296150049358,0.619263991049358,0.000258775487680158,258.775487680158,1128.17570312436,0.000698638588521708,698.638588521708,0.0594874943652564,59.4874943652564,1.53939053652399e-05,4.15602590980358e-05,41.5602590980358,269.978657864695,"S8"
"37","Wetland05","middle",2022-06-28,"10:59",681.6663,6.9982,62.6334,418.53,0.618296150049358,0.619263991049358,0.000258775487680158,258.775487680158,1016.9693712154,0.000629772511593803,629.772511593803,0.0594874943652564,59.4874943652564,1.53939053652399e-05,3.74635887348298e-05,37.4635887348298,243.366370300185,"S8"
"38","Wetland05","edge",2022-06-28,"11:26",669.4746,6.9982,62.6334,418.53,0.618296150049358,0.619263991049358,0.000258775487680158,258.775487680158,998.780727471315,0.000618508939477068,618.508939477068,0.0594874943652564,59.4874943652564,1.53939053652399e-05,3.67935470520028e-05,36.7935470520028,239.013727699563,"S8"
"39","Wetland05","edge",2022-07-19,"10:15",459.2203,6.8972,62.8534,418.53,0.620467917077986,0.621435758077986,0.00025968443733465,259.68443733465,683.452420070222,0.000424721772776573,424.721772776573,0.0596715759350661,59.6715759350661,1.54957796215695e-05,2.53438175155132e-05,25.3438175155132,163.553032725347,"S8"
"40","Wetland05",NA,2022-07-19,"",417.6949,6.8972,62.8534,418.53,0.620467917077986,0.621435758077986,0.00025968443733465,259.68443733465,621.650633162318,0.000386315932478885,386.315932478885,0.0596715759350661,59.6715759350661,1.54957796215695e-05,2.30520804998397e-05,23.0520804998397,148.763605722375,"S8"
"41","Wetland05","edge",2022-07-27,"11:22",843.4407,8.6206,62.87624,418.53,0.620693385982231,0.621661226982231,0.000259778802835143,259.778802835143,1261.87133883581,0.000784456484794378,784.456484794378,0.0566243442030978,56.6243442030978,1.47098043484058e-05,4.44193340073491e-05,44.4193340073491,301.970936902115,"S8"
"42","Wetland05","middle",2022-07-27,"11:42",694.8136,8.6206,62.87624,418.53,0.620693385982231,0.621661226982231,0.000259778802835143,259.778802835143,1039.51038605717,0.000646223302057071,646.223302057071,0.0566243442030978,56.6243442030978,1.47098043484058e-05,3.6591970687742e-05,36.591970687742,248.75905770771,"S8"
"43","Wetland05","edge",2022-07-27,"11:55",642.0169,8.6206,62.87624,418.53,0.620693385982231,0.621661226982231,0.000259778802835143,259.778802835143,960.521261492615,0.00059711882596202,597.11882596202,0.0566243442030978,56.6243442030978,1.47098043484058e-05,3.38114619314231e-05,33.8114619314231,229.856639358275,"S8"
"44","Wetland06","edge",2022-06-30,"12:15",442.4407,7.0788,62.31554,418.53,0.615158341559724,0.616126182559724,0.000257462220692991,257.462220692991,662.236525243363,0.000408021262249809,408.021262249809,0.0593410959385066,59.3410959385066,1.52780903386837e-05,2.42124288681165e-05,24.2124288681165,158.478110361811,"S5"
"45","Wetland06","edge",2022-07-11,"13:46",430.7458,6.2272,62.67683,418.53,0.618724876604146,0.619692717604146,0.000258954922605133,258.954922605133,640.788184710898,0.000397091771592124,397.091771592124,0.0609106632500426,60.9106632500426,1.57731160877421e-05,2.41871231788107e-05,24.1871231788107,153.343974927107,"S5"
"46","Wetland06","edge",2022-07-19,"12:42",394.0508,5.5728,62.60229,418.53,0.617989042448174,0.618956883448174,0.000258646953935834,258.646953935834,585.395190244468,0.000362334382539266,362.334382539266,0.0621516623769081,62.1516623769081,1.60753381558357e-05,2.25196842111259e-05,22.5196842111259,140.088401206981,"S5"
"47","Wetland06","middle",2022-07-19,"12:53",434.8983,5.5728,62.60229,418.53,0.617989042448174,0.618956883448174,0.000258646953935834,258.646953935834,646.077543975283,0.000399894143084792,399.894143084792,0.0621516623769081,62.1516623769081,1.60753381558357e-05,2.4854085767509e-05,24.854085767509,154.610033870338,"S5"
"48","Wetland06","edge",2022-07-19,"13:12",393.1186,5.5728,62.60229,418.53,0.617989042448174,0.618956883448174,0.000258646953935834,258.646953935834,584.010329723068,0.000361477213586931,361.477213586931,0.0621516623769081,62.1516623769081,1.60753381558357e-05,2.24664097358004e-05,22.4664097358004,139.756996201319,"S5"
"49","Wetland07","edge",2022-06-30,"10:57",728.7119,6.7146,62.57962,418.53,0.617765251727542,0.618733092727542,0.000258553290805528,258.553290805528,1086.73395759775,0.000672398262556498,672.398262556498,0.0600061675682926,60.0061675682926,1.551479209341e-05,4.0348042815594e-05,40.348042815594,260.061769262974,"S7"
"50","Wetland07","middle",2022-06-30,"11:12",779.3898,6.7146,62.57962,418.53,0.617765251727542,0.618733092727542,0.000258553290805528,258.553290805528,1162.31032025869,0.0007191598591628,719.1598591628,0.0600061675682926,60.0061675682926,1.551479209341e-05,4.31540270173127e-05,43.1540270173127,278.147633287607,"S7"
"51","Wetland07","edge",2022-06-30,"11:25",253.8136,6.7146,62.57962,418.53,0.617765251727542,0.618733092727542,0.000258553290805528,258.553290805528,378.514277069076,0.000234199309292479,234.199309292479,0.0600061675682926,60.0061675682926,1.551479209341e-05,1.40534029977829e-05,14.0534029977829,90.5806723878185,"S7"
"52","Wetland07","edge",2022-07-11,"12:15",268.9831,6.451,62.76471,418.53,0.6195923988154,0.6205602398154,0.000259318006676209,259.318006676209,400.095810439123,0.000248283552075239,248.283552075239,0.060493272612747,60.4932726127469,1.56869948712581e-05,1.50194846009486e-05,15.0194846009486,95.7448174377077,"S7"
"53","Wetland07","middle",2022-07-11,"12:29",225.1695,6.451,62.76471,418.53,0.6195923988154,0.6205602398154,0.000259318006676209,259.318006676209,334.925776335659,0.000207841620083216,207.841620083216,0.060493272612747,60.4932726127469,1.56869948712581e-05,1.25730197839689e-05,12.5730197839689,80.1493204221378,"S7"
"54","Wetland07","edge",2022-07-11,"12:47",240.8475,6.451,62.76471,418.53,0.6195923988154,0.6205602398154,0.000259318006676209,259.318006676209,358.245836651956,0.000222313122305606,222.313122305606,0.060493272612747,60.4932726127469,1.56869948712581e-05,1.3448448313024e-05,13.448448313024,85.7299210167044,"S7"
"55","Wetland07","edge",2022-07-19,"11:46",452.1017,5.5318,62.74971,418.53,0.619444323790721,0.620412164790721,0.00025925603283613,259.25603283613,670.605556206464,0.000416051844846738,416.051844846738,0.0622304470721585,62.2304470721585,1.61336188295466e-05,2.58910923100088e-05,25.8910923100088,160.479137281914,"S7"
"56","Wetland07","middle",2022-07-19,"12:01",491.1695,5.5318,62.74971,418.53,0.619444323790721,0.620412164790721,0.00025925603283613,259.25603283613,728.555092226265,0.0004520044419374,452.0044419374,0.0622304470721585,62.2304470721585,1.61336188295466e-05,2.81284385003659e-05,28.1284385003659,174.346740167509,"S7"
"57","Wetland07","edge",2022-07-19,"12:12",452.1864,5.5318,62.74971,418.53,0.619444323790721,0.620412164790721,0.00025925603283613,259.25603283613,670.731192298102,0.000416129791006327,416.129791006327,0.0622304470721585,62.2304470721585,1.61336188295466e-05,2.58959429343676e-05,25.8959429343676,160.50920260334,"S7"
"58","Wetland08","edge",2022-07-05,"9:52",9397.932,6.978,63.75624,418.53,0.629380454096742,0.630348295096742,0.00026341460145311,263.41460145311,13870.0305398292,0.00874295010372107,8742.95010372107,0.0595242545835881,59.5242545835881,1.56795577979293e-05,0.000520417587785501,520.417587785501,3319.083321688,"S12"
"59","Wetland08","middle",2022-07-05,"10:08",7530.305,6.978,63.75624,418.53,0.629380454096742,0.630348295096742,0.00026341460145311,263.41460145311,11113.6748301891,0.00700548598146925,7005.48598146925,0.0595242545835881,59.5242545835881,1.56795577979293e-05,0.000416996331042733,416.996331042733,2659.49037859858,"S12"
"60","Wetland08","edge",2022-07-05,"10:19",3354.39,6.978,63.75624,418.53,0.629380454096742,0.630348295096742,0.00026341460145311,263.41460145311,4950.60953223513,0.0031206082783341,3120.6082783341,0.0595242545835881,59.5242545835881,1.56795577979293e-05,0.000185751881615211,185.751881615211,1184.67551195699,"S12"
"61","Wetland08","edge",2022-07-08,"10:14",10517.98,7.079,63.84128,418.53,0.63021994076999,0.63118778176999,0.000263765951810464,263.765951810464,15515.3413271742,0.00979309387570331,9793.09387570331,0.0593407332200717,59.3407332200717,1.5652064978923e-05,0.000581129371077229,581.129371077229,3712.79682175977,"S12"
"62","Wetland08","middle",2022-07-08,"10:30",7493.119,7.079,63.84128,418.53,0.63021994076999,0.63118778176999,0.000263765951810464,263.765951810464,11053.2914960985,0.0069767025406795,6976.7025406795,0.0593407332200717,59.3407332200717,1.5652064978923e-05,0.000414002644222259,414.002644222259,2645.03530224128,"S12"
"63","Wetland08","edge",2022-07-08,"10:41",6369.29,7.079,63.84128,418.53,0.63021994076999,0.63118778176999,0.000263765951810464,263.765951810464,9395.50259287022,0.00593032644020795,5930.32644020795,0.0593407332200717,59.3407332200717,1.5652064978923e-05,0.000351909919196317,351.909919196317,2248.32902029347,"S12"
"64","Wetland08","edge",2022-07-18,"10:16",5026.119,7.079,63.78435,418.53,0.629657946692991,0.630625787692991,0.000263530740429418,263.530740429418,7418.21799571005,0.00467811956682297,4678.11956682297,0.0593407332200717,59.3407332200717,1.563810736311e-05,0.000277603045186439,277.603045186439,1775.17034984233,"S12"
"65","Wetland08","middle",2022-07-18,"10:27",5242.559,7.079,63.78435,418.53,0.629657946692991,0.630625787692991,0.000263530740429418,263.530740429418,7737.66906779797,0.00487957365078779,4879.57365078779,0.0593407332200717,59.3407332200717,1.563810736311e-05,0.00028955747823909,289.55747823909,1851.61459450106,"S12"
"66","Wetland08","edge",2022-07-18,"10:42",4312.153,7.079,63.78435,418.53,0.629657946692991,0.630625787692991,0.000263530740429418,263.530740429418,6364.45157483439,0.00401358728761384,4013.58728761384,0.0593407332200717,59.3407332200717,1.563810736311e-05,0.000238169212489764,238.169212489764,1523.00535454565,"S12"
"67","Wetland09","edge",2022-07-05,"11:04",4119.288,7.36585,63.72989,418.53,0.629120335636723,0.630088176636723,0.000263305734074038,263.305734074038,6088.5119014167,0.00383629936239464,3836.29936239464,0.0588233073065493,58.8233073065493,1.54885141110137e-05,0.000225663816314059,225.663816314059,1456.97524434311,"S10"
"68","Wetland09","edge",2022-07-08,"11:13",2890.763,7.28,63.80642,418.53,0.629875814412636,0.630843655412636,0.00026362192460612,263.62192460612,4268.3870988327,0.00269268492014376,2692.68492014376,0.0589775796157716,58.9775796157716,1.55477830469204e-05,0.000158808039257966,158.808039257966,1021.41918740898,"S10"
"69","Wetland09","edge",2022-07-18,"9:54",3202.695,7.582,63.80909,418.53,0.629902171767029,0.630870012767029,0.000263632955949654,263.632955949655,4733.3770712254,0.00298614565335513,2986.14565335513,0.05843708537215,58.43708537215,1.54059415537422e-05,0.000174501648478789,174.501648478789,1132.69057830744,"S10"
"70","Wetland10","edge",2022-07-05,"11:32",1238.949,7.179,63.70984,418.53,0.628922408687068,0.629890249687068,0.000263222895707799,263.222895707799,1830.49691061761,0.00115301215608033,1153.01215608033,0.0591597160378301,59.1597160378301,1.55721917647287e-05,6.82118717418788e-05,68.2118717418788,438.036422697926,"S11"
"71","Wetland10","middle",2022-07-05,"11:48",1888.932,7.179,63.70984,418.53,0.628922408687068,0.629890249687068,0.000263222895707799,263.222895707799,2790.82043761829,0.00175791058228316,1757.91058228316,0.0591597160378301,59.1597160378301,1.55721917647287e-05,0.000103997490867768,103.997490867768,667.841062061182,"S11"
"72","Wetland10","edge",2022-07-05,"12:00",2716.78,7.179,63.70984,418.53,0.628922408687068,0.629890249687068,0.000263222895707799,263.222895707799,4013.93229005206,0.00252833681240788,2528.33681240788,0.0591597160378301,59.1597160378301,1.55721917647287e-05,0.000149575687870043,149.575687870043,960.530734079669,"S11"
"73","Wetland10","edge",2022-07-08,"11:49",1371.407,7.381,63.79533,418.53,0.629766337611056,0.630734178611056,0.000263576105280355,263.576105280355,2025.82979645712,0.00127776009267419,1277.76009267419,0.0587961344860409,58.7961344860409,1.54972561333707e-05,7.51273542497677e-05,75.1273542497677,484.778425311007,"S11"
"74","Wetland10","middle",2022-07-08,"12:01",2052.39,7.381,63.79533,418.53,0.629766337611056,0.630734178611056,0.000263576105280355,263.576105280355,3031.77161553838,0.00191224197966291,1912.24197966291,0.0587961344860409,58.7961344860409,1.54972561333707e-05,0.000112432436606114,112.432436606114,725.49898923081,"S11"
"75","Wetland10","edge",2022-07-08,"12:09",2159.169,7.381,63.79533,418.53,0.629766337611056,0.630734178611056,0.000263576105280355,263.576105280355,3189.50457142667,0.00201172954603501,2011.72954603501,0.0587961344860409,58.7961344860409,1.54972561333707e-05,0.000118281920938216,118.281920938216,763.244279634231,"S11"
"76","Wetland10","edge",2022-07-18,"11:02",1568.508,8.282,63.77594,418.53,0.629574925962488,0.630542766962488,0.00026349599376308,263.49599376308,2324.03121897815,0.00146540107532169,1465.40107532169,0.0572076004522085,57.2076004522085,1.50739735319559e-05,8.38320792192397e-05,83.8320792192397,556.137895834305,"S11"
"77","Wetland10","middle",2022-07-18,"11:16",2633.475,8.282,63.77594,418.53,0.629574925962488,0.630542766962488,0.00026349599376308,263.49599376308,3901.97443328213,0.0024603617557786,2460.3617557786,0.0572076004522085,57.2076004522085,1.50739735319559e-05,0.000140751392292476,140.751392292476,933.737822970777,"S11"
"78","Wetland10","edge",2022-07-18,"11:28",2769.068,8.282,63.77594,418.53,0.629574925962488,0.630542766962488,0.00026349599376308,263.49599376308,4102.88023999456,0.00258704145904188,2587.04145904188,0.0572076004522085,57.2076004522085,1.50739735319559e-05,0.000147998434142167,147.998434142167,981.814342637786,"S11"
"79","Wetland11","edge",2022-07-11,"11:18",271.0169,8.4016,62.78498,418.53,0.619792497532083,0.620760338532083,0.000259401753992103,259.401753992103,405.54065220198,0.000251743552549423,251.743552549423,0.0570007396076419,57.0007396076419,1.47860918330694e-05,1.43495686867724e-05,14.3495686867724,97.0477449266156,"S6"
"80","Wetland11","edge",2022-07-19,"12:11",453.6271,6.166,62.74875,418.53,0.619434846989141,0.620402687989141,0.000259252066510365,259.252066510365,674.233961931843,0.000418296562316083,418.296562316083,0.0610254199381921,61.0254199381921,1.58209662286392e-05,2.55267233740412e-05,25.5267233740412,161.347436086632,"S6"
"81","Wetland11","edge",2022-07-22,"12:23",456.5085,6.37,62.68232,418.53,0.618779072063179,0.619746913063179,0.000258977605030602,258.977605030602,679.386221630878,0.000421047513633393,421.047513633393,0.060643930535567,60.6439305355671,1.57054198897434e-05,2.55339761689567e-05,25.5339761689567,162.580665453154,"S6"
"82","Wetland12","edge",2022-07-06,"12:26",1154.627,6.0454,62.70932,418.53,0.619045607107601,0.620013448107601,0.000259089157942744,259.089157942744,1716.12846906332,0.00106402272949957,1064.02272949957,0.0612523392480718,61.2523392480718,1.58698169978062e-05,6.51738811949669e-05,65.1738811949669,410.678215155072,"Wetland"
"83","Wetland12","middle",2022-07-06,"12:46",1131.746,6.0454,62.70932,418.53,0.619045607107601,0.620013448107601,0.000259089157942744,259.089157942744,1682.12031274908,0.0010429372152394,1042.9372152394,0.0612523392480718,61.2523392480718,1.58698169978062e-05,6.38823441222828e-05,63.8823441222828,402.539891487807,"Wetland"
"84","Wetland12","edge",2022-07-06,"13:01",1113.78,6.0454,62.70932,418.53,0.619045607107601,0.620013448107601,0.000259089157942744,259.089157942744,1655.41734800359,0.00102638101799285,1026.38101799285,0.0612523392480718,61.2523392480718,1.58698169978062e-05,6.28682383118793e-05,62.8682383118793,396.149737079954,"Wetland"
"85","Wetland12","edge",2022-07-22,"9:38",834.7963,6.1658,62.88231,418.53,0.620753307008885,0.621721148008885,0.000259803881582428,259.803881582428,1239.19374548249,0.000770432958046805,770.432958046805,0.0610257953967719,61.0257953967719,1.58547385207364e-05,4.7016284064694e-05,47.016284064694,296.544052134328,"Wetland"
"86","Wetland12","middle",2022-07-22,"9:54",1625.712,6.1658,62.88231,418.53,0.620753307008885,0.621721148008885,0.000259803881582428,259.803881582428,2413.24996571719,0.00150036853911809,1500.36853911809,0.0610257953967719,61.0257953967719,1.58547385207364e-05,9.15611834879741e-05,91.5611834879741,577.500432241258,"Wetland"
"87","Wetland12","edge",2022-07-22,"10:09",1475.712,6.1658,62.88231,418.53,0.620753307008885,0.621721148008885,0.000259803881582428,259.803881582428,2190.58599149692,0.00136193363744565,1361.93363744565,0.0610257953967719,61.0257953967719,1.58547385207364e-05,8.31130835027393e-05,83.1130835027393,524.216046792797,"Wetland"
