"","Site","Location","Date","CH4_umol.L","CH4_sat","Watertemp_c","AirPress_kpa","KH_CH4_mol.L.atm","air_pressure_atm","water_pressure_atm","CH4_air_atm","CH4_sat_umol.L","CH4_pSat","CH4_mol.L","pCH4_w_atm","pCH4_w_uatm","pCH4_ppm","New.Name"
"18","Wetland01","2",2022-07-07,0.043190125,1780.368056,5.037,61.64864,0.00208441661896582,0.608574925962488,0.609542766962488,0.00000116296842626654,0.00242411071504249,1781.68945551825,0.000000043190125,0.0000207204858217974,20.7204858217974,33.9934897842411,"S1"
"19","Wetland04","1",2022-07-15,2.065007329,88359.51674,7.5214,62.4924,0.00198095413858589,0.616904244817374,0.617872085817374,0.00000117888550471866,0.00233531811949135,88425.097710019,0.000002065007329,0.00104243065943672,1042.43065943672,1687.1302060162,"S4"
"20","Wetland02","2",2022-07-25,0.074755931,3206.756975,7.1794,61.90392,0.00199477912692779,0.611094965449161,0.612062806449161,0.00000116778414612438,0.00232947143944611,3209.13704860768,0.000000074755931,0.0000374757936810445,37.4757936810445,61.2286734076486,"S2"
"21","Wetland02","1",2022-07-25,0.065174892,2795.765325,7.1794,61.90392,0.00199477912692779,0.611094965449161,0.612062806449161,0.00000116778414612438,0.00232947143944611,2797.84035538538,0.000000065174892,0.0000326727361040605,32.6727361040605,53.3813454433036,"S2"
"22","Wetland02","2",2022-07-07,0.040746938,1662.231071,4.5814,61.7099,0.00210417615786018,0.609179664363277,0.610147505363277,0.00000116412406320829,0.00244952209859421,1663.46480496685,0.000000040746938,0.00001936479407762,19.36479407762,31.7378894568951,"S2"
"23","Wetland10","2",2022-07-08,0.512673962,21427.53687,7.381,63.79533,0.00198661395270567,0.629766337611056,0.630734178611056,0.0000012034645781846,0.00239081952260857,21443.4405086601,0.000000512673962,0.000258064210865812,258.064210865812,409.148924566125,"S11"
"24","Wetland10","2",2022-07-08,7.872112372,329019.9826,7.381,63.79533,0.00198661395270567,0.629766337611056,0.630734178611056,0.0000012034645781846,0.00239081952260857,329264.18316222,0.000007872112372,0.00396257781300619,3962.57781300618,6282.48467798622,"S11"
"25","Wetland10","2",2022-07-18,11.16735215,475492.0388,8.282,63.77594,0.00195066841892338,0.629574925962488,0.630542766962488,0.00000120309879626654,0.00234684682672186,475844.951738877,0.00001116735215,0.0057248848864655,5724.8848864655,9079.29673675265,"S11"
"26","Wetland02","2",2022-07-25,0.076269528,3271.684784,7.1794,61.90392,0.00199477912692779,0.611094965449161,0.612062806449161,0.00000116778414612438,0.00232947143944611,3274.11303304645,0.000000076269528,0.0000382345729261086,38.2345729261086,62.4683815504553,"S2"
"27","Wetland05","1",2022-07-19,1.178994649,49524.91987,6.8972,62.8534,0.00200628504916052,0.620467917077986,0.621435758077986,0.00000118569557549852,0.00237884330597846,49561.6775614003,0.000001178994649,0.000587650617988366,587.650617988366,945.633736632547,"S8"
"28","Wetland04","3",2022-07-15,2.060470903,88165.40778,7.5214,62.4924,0.00198095413858589,0.616904244817374,0.617872085817374,0.00000117888550471866,0.00233531811949135,88230.8446888936,0.000002060470903,0.0010401406387282,1040.1406387282,1683.42390375544,"S4"
"29","Wetland05","2",2022-07-19,1.290817091,54222.14008,6.8972,62.8534,0.00200628504916052,0.620467917077986,0.621435758077986,0.00000118569557549852,0.00237884330597846,54262.384065228,0.000001290817091,0.000643386687021422,643.386687021422,1035.32292543211,"S8"
"30","Wetland04","1",2022-07-22,1.058833092,43923.16726,5.9416,62.41354,0.0020459188357933,0.616125765054294,0.617093606054294,0.0000011773978532458,0.00240886044517819,43955.7673056347,0.000001058833092,0.000517534260634264,517.534260634264,838.664111176562,"S4"
"31","Wetland04","3",2022-07-22,0.874410742,36272.84563,5.9416,62.41354,0.0020459188357933,0.616125765054294,0.617093606054294,0.0000011773978532458,0.00240886044517819,36299.7675415488,0.000000874410742,0.000427392683767413,427.392683767413,692.589713415066,"S4"
"32","Wetland04","2",2022-07-22,0.892377829,37018.16742,5.9416,62.41354,0.0020459188357933,0.616125765054294,0.617093606054294,0.0000011773978532458,0.00240886044517819,37045.6425064504,0.000000892377829,0.000436174599592062,436.174599592062,706.820805324769,"S4"
"33","Wetland04","1",2022-07-22,0.957111184,39703.47637,5.9416,62.41354,0.0020459188357933,0.616125765054294,0.617093606054294,0.0000011773978532458,0.00240886044517819,39732.9445097514,0.000000957111184,0.00046781483568916,467.81483568916,758.093798249466,"S4"
"34","Wetland12","1",2022-07-27,0.38459983,16254.7056,7.2852,62.96565,0.00199048839093047,0.621576011846002,0.622543852846002,0.00000118781311135735,0.00236432820875181,16266.7699254428,0.00000038459983,0.000193218825968745,193.218825968745,310.369823885388,"Wetland"
"35","Wetland10","3",2022-07-08,6.121459379,255850.3186,7.381,63.79533,0.00198661395270567,0.629766337611056,0.630734178611056,0.0000012034645781846,0.00239081952260857,256040.212199749,0.000006121459379,0.00308135325973266,3081.35325973266,4885.34372200684,"S11"
"36","Wetland12","3",2022-07-27,0.502405727,21233.64738,7.2852,62.96565,0.00199048839093047,0.621576011846002,0.622543852846002,0.00000118781311135735,0.00236432820875181,21249.4071313912,0.000000502405727,0.000252403243992369,252.403243992369,405.438496964495,"Wetland"
"37","Wetland10","3",2022-07-18,8.75983462,372982.9208,8.282,63.77594,0.00195066841892338,0.629574925962488,0.630542766962488,0.00000120309879626654,0.00234684682672186,373259.750924434,0.00000875983462,0.00449068357031933,4490.68357031933,7121.9333653644,"S11"
"38","Wetland12","2",2022-07-27,0.306348276,12947.48629,7.2852,62.96565,0.00199048839093047,0.621576011846002,0.622543852846002,0.00000118781311135735,0.00236432820875181,12957.0960100218,0.000000306348276,0.000153906085258199,153.906085258199,247.221275344069,"Wetland"
"39","Wetland12","2",2022-07-27,0.556207506,23507.52273,7.2852,62.96565,0.00199048839093047,0.621576011846002,0.622543852846002,0.00000118781311135735,0.00236432820875181,23524.9701772004,0.000000556207506,0.000279432680207694,279.432680207694,448.856219413698,"Wetland"
"40","Wetland08","2",2022-07-18,2.448824759,101740.5379,7.079,63.78435,0.00199886242333042,0.629657946692991,0.630625787692991,0.00000120325744639191,0.0024051460951853,101816.050338985,0.000002448824759,0.00122510920732597,1225.10920732597,1942.68809052,"S12"
"41","Wetland01","1",2022-07-07,0.042684639,1759.531085,5.037,61.64864,0.00208441661896582,0.608574925962488,0.609542766962488,0.00000116296842626654,0.00242411071504249,1760.83702510476,0.000000042684639,0.0000204779786399794,20.4779786399794,33.5956388130509,"S1"
"42","Wetland04","2",2022-07-15,2.045019509,87504.25873,7.5214,62.4924,0.00198095413858589,0.616904244817374,0.617872085817374,0.00000117888550471866,0.00233531811949135,87569.2048946815,0.000002045019509,0.00103234066310078,1032.34066310078,1670.7999710573,"S4"
"43","Wetland02","2",2022-07-07,0.041520851,1693.802109,4.5814,61.7099,0.00210417615786018,0.609179664363277,0.610147505363277,0.00000116412406320829,0.00244952209859421,1695.05925355109,0.000000041520851,0.0000197325926562271,19.7325926562271,32.3406921814398,"S2"
"44","Wetland11","1",2022-07-19,0.412441171,17096.30052,6.166,62.74875,0.002036517514076,0.619434846989141,0.620402687989141,0.00000118372140955084,0.00241066938233702,17108.9894791031,0.000000412441171,0.000202522771421944,202.522771421944,326.437611156012,"S6"
"45","Wetland02","1",2022-07-07,0.040951537,1670.577507,4.5814,61.7099,0.00210417615786018,0.609179664363277,0.610147505363277,0.00000116412406320829,0.00244952209859421,1671.81741383359,0.000000040951537,0.0000194620288073434,19.4620288073434,31.897252117348,"S2"
"46","Wetland08","1",2022-07-08,0.972329424,40361.03538,7.079,63.84128,0.00199886242333042,0.63021994076999,0.63118778176999,0.00000120433140021323,0.00240729278112313,40390.9915580088,0.000000972329424,0.000486441394190574,486.441394190574,770.676188988457,"S12"
"47","Wetland10","1",2022-07-08,4.456014332,186241.9753,7.381,63.79533,0.00198661395270567,0.629766337611056,0.630734178611056,0.0000012034645781846,0.00239081952260857,186380.205191655,0.000004456014332,0.00224301975022934,2243.01975022934,3556.20454114079,"S11"
"48","Wetland03","2",2022-07-07,0.038886051,1577.095661,4.2688,61.66913,0.00211787994370777,0.608777196446199,0.609745037446199,0.00000116335495909279,0.0024638461352756,1578.26620921076,0.000000038886051,0.0000183608382125392,18.3608382125392,30.1123208635532,"S3"
"49","Wetland11","2",2022-07-19,0.572357748,23725.08066,6.166,62.74875,0.002036517514076,0.619434846989141,0.620402687989141,0.00000118372140955084,0.00241066938233702,23742.6895696966,0.000000572357748,0.000281047299639692,281.047299639692,453.007869051353,"S6"
"50","Wetland09","1",2022-07-08,6.921320699,288637.2372,7.28,63.80642,0.00199069898636486,0.629875814412636,0.630843655412636,0.00000120367378506811,0.00239615218384905,288851.465514263,0.000006921320699,0.00347682936818025,3476.82936818025,5511.39626807541,"S10"
"51","Wetland11","2",2022-07-11,0.203216771,8810.539881,8.4016,62.78498,0.00194596321088463,0.619792497532083,0.620760338532083,0.00000118440486900888,0.00230480830188391,8817.07909650854,0.000000203216771,0.000104429914123412,104.429914123412,168.229037264781,"S6"
"52","Wetland07","3",2022-07-19,0.183031111,7488.536897,5.5318,62.74971,0.00206323919282863,0.619444323790721,0.620412164790721,0.00000118373951943435,0.00244233777059708,7494.09492837078,0.000000183031111,0.0000887105632910505,88.7105632910505,142.986498855925,"S7"
"53","Wetland05","3",2022-07-19,1.059135058,44490.09069,6.8972,62.8534,0.00200628504916052,0.620467917077986,0.621435758077986,0.00000118569557549852,0.00237884330597846,44523.1115197122,0.000001059135058,0.0005279085633635,527.9085633635,849.498208787095,"S8"
"54","Wetland05","1",2022-06-28,3.462123676,146241.9157,6.9982,62.6334,0.00200215678269484,0.618296150049358,0.619263991049358,0.00000118154539385982,0.00236563912437828,146350.457274834,0.000003462123676,0.00172919708682359,1729.19708682359,2792.34238033673,"S8"
"55","Wetland07","3",2022-06-30,0.243638661,10240.82828,6.7146,62.57962,0.00201377784504743,0.617765251727542,0.618733092727542,0.00000118053086309378,0.00237732689749298,10248.4290762423,0.000000243638661,0.000120985868227318,120.985868227318,195.538059381921,"S7"
"56","Wetland05","2",2022-06-28,3.251319805,137337.4498,6.9982,62.6334,0.00200215678269484,0.618296150049358,0.619263991049358,0.00000118154539385982,0.00236563912437828,137439.38251167,0.000003251319805,0.00162390869341602,1623.90869341602,2622.32055615614,"S8"
"57","Wetland10","3",2022-07-05,1.986892636,82813.83438,7.179,63.70984,0.00199479537268216,0.628922408687068,0.629890249687068,0.00000120185185532873,0.00239744851965921,82875.2992903653,0.000001986892636,0.00099603832213049,996.03832213049,1581.28868104456,"S11"
"58","Wetland11","1",2022-07-11,0.26608753,11536.32535,8.4016,62.78498,0.00194596321088463,0.619792497532083,0.620760338532083,0.00000118440486900888,0.00230480830188391,11544.8876933715,0.00000026608753,0.000136738211961899,136.738211961899,220.275367922579,"S6"
"59","Wetland07","2",2022-06-30,0.223668568,9401.428275,6.7146,62.57962,0.00201377784504743,0.617765251727542,0.618733092727542,0.00000118053086309378,0.00237732689749298,9408.40606463801,0.000000223668568,0.000111069137318239,111.069137318239,179.51058157988,"S7"
"60","Wetland09","1",2022-07-05,4.012099854,167808.7749,7.36585,63.72989,0.00198722598553965,0.629120335636723,0.630088176636723,0.00000120223008779171,0.0023891028710573,167933.323533467,0.000004012099854,0.00201894494294793,2018.94494294793,3204.22603979752,"S10"
"61","Wetland04","3",2022-06-29,1.467992991,61630.86825,6.3494,62.18753,0.00202887713644463,0.613894669299112,0.614862510299112,0.00000117313429619052,0.00238014535152002,61676.6110549721,0.000001467992991,0.000723549477013913,723.549477013913,1176.76629310499,"S4"
"62","Wetland06","2",2022-06-30,0.356326757,15153.0745,7.0788,62.31554,0.00199887056864615,0.615158341559724,0.616126182559724,0.00000117554913597039,0.00234977056988861,15164.3212135767,0.000000356326757,0.000178264047001974,178.264047001974,289.330419722415,"S5"
"63","Wetland06","3",2022-07-11,0.15935246,6621.279571,6.2272,62.67683,0.00203396363502588,0.618724876604146,0.619692717604146,0.00000118236467744423,0.00240488675726066,6626.19391615404,0.00000015935246,0.0000783457763235635,78.3457763235635,126.426814609769,"S5"
"64","Wetland06","1",2022-06-30,0.854322815,36330.74704,7.0788,62.31554,0.00199887056864615,0.615158341559724,0.616126182559724,0.00000117554913597039,0.00234977056988861,36357.7119378297,0.000000854322815,0.000427402768543759,427.402768543759,693.693565769425,"S5"
"65","Wetland07","2",2022-07-11,0.132146169,5508.331377,6.451,62.76471,0.00202466115958517,0.6195923988154,0.6205602398154,0.00000118402248636426,0.00239724434021719,5512.41968885105,0.000000132146169,0.0000652682886587674,65.2682886587674,105.176394604629,"S7"
"66","Wetland07","1",2022-06-30,0.346597116,14568.46599,6.7146,62.57962,0.00201377784504743,0.617765251727542,0.618733092727542,0.00000118053086309378,0.00237732689749298,14579.2787843147,0.000000346597116,0.000172112885665318,172.112885665318,278.169840417939,"S7"
"67","Wetland04","2",2022-06-29,1.333774655,55995.96901,6.3494,62.18753,0.00202887713644463,0.613894669299112,0.614862510299112,0.00000117313429619052,0.00238014535152002,56037.5295629832,0.000001333774655,0.000657395478041259,657.395478041259,1069.17476188531,"S4"
"68","Wetland10","2",2022-07-05,5.612420549,233926.1102,7.179,63.70984,0.00199479537268216,0.628922408687068,0.629890249687068,0.00000120185185532873,0.00239744851965921,234099.731567867,0.000005612420549,0.00281353196716798,2813.53196716798,4466.70188745698,"S11"
"69","Wetland11","1",2022-07-11,0.285448641,12375.73365,8.4016,62.78498,0.00194596321088463,0.619792497532083,0.620760338532083,0.00000118440486900888,0.00230480830188391,12384.9189872615,0.000000285448641,0.000146687583507931,146.687583507931,236.303085752554,"S6"
"70","Wetland07","1",2022-07-11,0.158998115,6627.617827,6.451,62.76471,0.00202466115958517,0.6195923988154,0.6205602398154,0.00000118402248636426,0.00239724434021719,6632.53688130908,0.000000158998115,0.0000785307280911027,78.5307280911027,126.548114191885,"S7"
"71","Wetland05","3",2022-06-28,2.773119369,117138.0132,6.9982,62.6334,0.00200215678269484,0.618296150049358,0.619263991049358,0.00000118154539385982,0.00236563912437828,117224.953731217,0.000002773119369,0.0013850660412655,1385.0660412655,2236.63261756665,"S8"
"72","Wetland09","3",2022-07-08,5.259196857,219322.311,7.28,63.80642,0.00199069898636486,0.629875814412636,0.630843655412636,0.00000120367378506811,0.00239615218384905,219485.093327916,0.000005259196857,0.00264188453052042,2641.88453052042,4187.85939725804,"S10"
"73","Wetland03","1",2022-07-07,0.040518979,1643.322081,4.2688,61.66913,0.00211787994370777,0.608777196446199,0.609745037446199,0.00000116335495909279,0.0024638461352756,1644.54177636655,0.000000040518979,0.000019131858309713,19.131858309713,31.3768167590886,"S3"
"74","Wetland06","2",2022-07-11,0.390457685,16223.96974,6.2272,62.67683,0.00203396363502588,0.618724876604146,0.619692717604146,0.00000118236467744423,0.00240488675726066,16236.0112725124,0.000000390457685,0.00019196886231205,191.96886231205,309.78072980144,"S5"
"75","Wetland06","1",2022-07-11,0.36211923,15046.47405,6.2272,62.67683,0.00203396363502588,0.618724876604146,0.619692717604146,0.00000118236467744423,0.00240488675726066,15057.6416501407,0.00000036211923,0.000178036236127394,178.036236127394,287.297609072633,"S5"
"76","Wetland06","1",2022-07-19,0.182929795,7508.354866,5.5728,62.60229,0.00206149743032261,0.617989042448174,0.618956883448174,0.00000118095852044719,0.00243454295521946,7513.9275981068,0.000000182929795,0.0000887363681900749,88.7363681900749,143.364377330662,"S5"
"77","Wetland04","2",2022-07-15,1.917915322,82065.60269,7.5214,62.4924,0.00198095413858589,0.616904244817374,0.617872085817374,0.00000117888550471866,0.00233531811949135,82126.5122722441,0.000001917915322,0.000968177548708476,968.177548708476,1566.95466736887,"S4"
"78","Wetland08","2",2022-07-05,1.390533426,57678.65891,6.978,63.75624,0.0020029815178563,0.629380454096742,0.630348295096742,0.00000120272716636525,0.00240904028525328,57721.4683586665,0.000001390533426,0.000694231780774605,694.231780774605,1101.34632896573,"S12"
"79","Wetland07","3",2022-07-11,0.193289787,8057.019019,6.451,62.76471,0.00202466115958517,0.6195923988154,0.6205602398154,0.00000118402248636426,0.00239724434021719,8062.99899252187,0.000000193289787,0.0000954677211467831,95.4677211467831,153.841182566228,"S7"
"80","Wetland01","3",2022-07-14,0.054566973,2298.014512,6.268,61.89142,0.00203226344911335,0.610971569595262,0.611939410595262,0.00000116754834034946,0.00237276581716516,2299.72012430597,0.000000054566973,0.0000268503441440168,26.8503441440168,43.8774553152218,"S1"
"81","Wetland09","1",2022-07-08,7.643855965,318768.854,7.28,63.80642,0.00199069898636486,0.629875814412636,0.630843655412636,0.00000120367378506811,0.00239615218384905,319005.446170006,0.000007643855965,0.00383978492848793,3839.78492848793,6086.74573413333,"S10"
"82","Wetland03","3",2022-07-14,0.070307585,2946.529641,6.0436,61.90788,0.0020416382657433,0.611134057255676,0.612101898255676,0.00000116785884939388,0.00238434531590949,2948.71655254272,0.000000070307585,0.0000344368472024123,34.4368472024123,56.2599908618939,"S3"
"83","Wetland08","1",2022-07-05,1.53730658,63766.73887,6.978,63.75624,0.0020029815178563,0.629380454096742,0.630348295096742,0.00000120272716636525,0.00240904028525328,63814.0669299091,0.00000153730658,0.000767509118928521,767.509118928521,1217.59529596368,"S12"
"84","Wetland05","4",2022-06-28,2.3056205,97390.61634,6.9982,62.6334,0.00200215678269484,0.618296150049358,0.619263991049358,0.00000118154539385982,0.00236563912437828,97462.9002471348,0.0000023056205,0.00115156840859221,1151.56840859221,1859.57592438219,"S8"
"85","Wetland10","2",2022-07-05,5.853614407,243979.0883,7.179,63.70984,0.00199479537268216,0.628922408687068,0.629890249687068,0.00000120185185532873,0.00239744851965921,244160.171073541,0.000005853614407,0.00293444354602115,2934.44354602115,4658.65846864432,"S11"
"86","Wetland08","1",2022-07-05,1.868070096,77486.65071,6.978,63.75624,0.0020029815178563,0.629380454096742,0.630348295096742,0.00000120272716636525,0.00240904028525328,77544.1617740983,0.000001868070096,0.000932644699587299,932.644699587299,1479.5704324768,"S12"
"87","Wetland01","1",2022-07-07,0.052162776,2150.235498,5.037,61.64864,0.00208441661896582,0.608574925962488,0.609542766962488,0.00000116296842626654,0.00242411071504249,2151.83141909778,0.000000052162776,0.0000250251199905903,25.0251199905903,41.0555605725535,"S1"
"88","Wetland12","3",2022-07-06,0.344801333,14266.17194,6.0454,62.70932,0.00204156283479901,0.619045607107601,0.620013448107601,0.00000118297758381441,0.00241512306951583,14276.7603585983,0.000000344801333,0.000168890874737121,168.890874737121,272.398728209215,"Wetland"
"89","Wetland07","2",2022-07-11,0.149569231,6234.587758,6.451,62.76471,0.00202466115958517,0.6195923988154,0.6205602398154,0.00000118402248636426,0.00239724434021719,6239.21510589316,0.000000149569231,0.000073873709826411,73.873709826411,119.043575605789,"S7"
"90","Wetland02","3",2022-07-14,0.063502375,2715.171616,7.0384,61.92754,0.00200051684175584,0.611328134254689,0.612295975254689,0.00000116822972471668,0.00233706323933551,2717.18684934069,0.000000063502375,0.0000317429844500906,31.7429844500906,51.8425495723484,"S2"
"91","Wetland06","1",2022-07-11,0.411861429,17113.32014,6.2272,62.67683,0.00203396363502588,0.618724876604146,0.619692717604146,0.00000118236467744423,0.00240488675726066,17126.0217453707,0.000000411861429,0.00020249203176868,202.49203176868,326.761999965973,"S5"
"92","Wetland01","2",2022-07-14,0.053316245,2245.341812,6.268,61.89142,0.00203226344911335,0.610971569595262,0.611939410595262,0.00000116754834034946,0.00237276581716516,2247.00830626847,0.000000053316245,0.000026234908187352,26.234908187352,42.8717414389638,"S1"
"93","Wetland09","2",2022-07-05,4.501160863,188264.0805,7.36585,63.72989,0.00198722598553965,0.629120335636723,0.630088176636723,0.00000120223008779171,0.0023891028710573,188403.811218393,0.000004501160863,0.00226504730501381,2265.04730501381,3594.81004246763,"S10"
"94","Wetland02","1",2022-07-14,0.039475973,1687.874543,7.0384,61.92754,0.00200051684175584,0.611328134254689,0.612295975254689,0.00000116822972471668,0.00233706323933551,1689.1272917041,0.000000039475973,0.0000197328871099892,19.7328871099892,32.2276936440438,"S2"
"95","Wetland09","2",2022-07-08,15.0084211,625890.5475,7.28,63.80642,0.00199069898636486,0.629875814412636,0.630843655412636,0.00000120367378506811,0.00239615218384905,626355.087175276,0.0000150084211,0.00753927198576933,7539.27198576933,11951.0942546262,"S10"
"96","Wetland01","1",2022-07-14,0.058394374,2459.200355,6.268,61.89142,0.00203226344911335,0.610971569595262,0.611939410595262,0.00000116754834034946,0.00237276581716516,2461.02559205637,0.000000058394374,0.0000287336634556296,28.7336634556296,46.9550791436672,"S1"
"97","Wetland10","1",2022-07-05,5.119513589,213381.7111,7.179,63.70984,0.00199479537268216,0.628922408687068,0.629890249687068,0.00000120185185532873,0.00239744851965921,213540.084261235,0.000005119513589,0.00256643546456418,2566.43546456418,4074.41687792309,"S11"
"98","Wetland12","2",2022-07-06,0.304187039,12585.75353,6.0454,62.70932,0.00204156283479901,0.619045607107601,0.620013448107601,0.00000118297758381441,0.00241512306951583,12595.0947527068,0.000000304187039,0.000148997147584707,148.997147584707,240.31276747218,"Wetland"
"99","Wetland12","2",2022-07-06,0.290914095,12036.58482,6.0454,62.70932,0.00204156283479901,0.619045607107601,0.620013448107601,0.00000118297758381441,0.00241512306951583,12045.5184529507,0.000000290914095,0.000142495783152636,142.495783152636,229.826923250714,"Wetland"
"100","Wetland09","2",2022-07-05,3.724095684,155762.8068,7.36585,63.72989,0.00198722598553965,0.629120335636723,0.630088176636723,0.00000120223008779171,0.0023891028710573,155878.414827399,0.000003724095684,0.00187401720342776,1874.01720342776,2974.21420194054,"S10"
"101","Wetland12","1",2022-07-06,0.267387901,11063.18741,6.0454,62.70932,0.00204156283479901,0.619045607107601,0.620013448107601,0.00000118297758381441,0.00241512306951583,11071.3985707405,0.000000267387901,0.000130972163306609,130.972163306609,211.240842769397,"Wetland"
"102","Wetland02","3",2022-07-07,0.036218216,1477.486359,4.5814,61.7099,0.00210417615786018,0.609179664363277,0.610147505363277,0.00000116412406320829,0.00244952209859421,1478.58294566054,0.000000036218216,0.0000172125398649283,17.2125398649283,28.2104568381052,"S2"
"103","Wetland03","3",2022-07-14,0.075633692,3169.742134,6.0436,61.90788,0.0020416382657433,0.611134057255676,0.612101898255676,0.00000116785884939388,0.00238434531590949,3172.09472534603,0.000000075633692,0.0000370455889611101,37.0455889611101,60.5219311795633,"S3"
"104","Wetland06","2",2022-06-30,0.379094423,16121.28732,7.0788,62.31554,0.00199887056864615,0.615158341559724,0.616126182559724,0.00000117554913597039,0.00234977056988861,16133.2526612575,0.000000379094423,0.000189654312263332,189.654312263332,307.817323190851,"S5"
"105","Wetland06","3",2022-06-30,0.462650584,19674.57856,7.0788,62.31554,0.00199887056864615,0.615158341559724,0.616126182559724,0.00000117554913597039,0.00234977056988861,19689.1811451163,0.000000462650584,0.000231455998831059,231.455998831059,375.663306288112,"S5"
"106","Wetland07","1",2022-06-30,0.382754313,16088.25615,6.7146,62.57962,0.00201377784504743,0.617765251727542,0.618733092727542,0.00000118053086309378,0.00237732689749298,16100.1969650718,0.000000382754313,0.000190067794191561,190.067794191561,307.188667335847,"S7"
