"Plot Title: Injection_Conductivity_x0m_2022-07-26"
"#","Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 20954780, SEN S/N: 20954780)","Temp, °C (LGR S/N: 20954780, SEN S/N: 20954780)","Coupler Detached (LGR S/N: 20954780)","Coupler Attached (LGR S/N: 20954780)","Host Connected (LGR S/N: 20954780)","End Of File (LGR S/N: 20954780)"
139,07/26/22 09:30:31 AM,2.0,9.36,,,,
140,07/26/22 09:30:32 AM,1.4,9.34,,,,
141,07/26/22 09:30:33 AM,2.0,9.34,,,,
142,07/26/22 09:30:34 AM,2.0,9.36,,,,
143,07/26/22 09:30:35 AM,2.0,9.36,,,,
144,07/26/22 09:30:36 AM,3.3,9.37,,,,
145,07/26/22 09:30:37 AM,3.4,9.37,,,,
146,07/26/22 09:30:38 AM,2.0,9.37,,,,
147,07/26/22 09:30:39 AM,2.0,9.37,,,,
148,07/26/22 09:30:40 AM,3.4,9.37,,,,
149,07/26/22 09:30:41 AM,2.0,9.38,,,,
150,07/26/22 09:30:42 AM,2.0,9.38,,,,
151,07/26/22 09:30:43 AM,2.0,9.37,,,,
152,07/26/22 09:30:44 AM,3.4,9.37,,,,
153,07/26/22 09:30:45 AM,2.2,9.37,,,,
154,07/26/22 09:30:46 AM,2.0,9.38,,,,
155,07/26/22 09:30:47 AM,2.0,9.37,,,,
156,07/26/22 09:30:48 AM,2.0,9.37,,,,
157,07/26/22 09:30:49 AM,2.0,9.36,,,,
158,07/26/22 09:30:50 AM,3.4,9.37,,,,
159,07/26/22 09:30:51 AM,2.0,9.37,,,,
160,07/26/22 09:30:52 AM,2.0,9.36,,,,
161,07/26/22 09:30:53 AM,2.0,9.37,,,,
162,07/26/22 09:30:54 AM,2.0,9.36,,,,
163,07/26/22 09:30:55 AM,2.0,9.36,,,,
164,07/26/22 09:30:56 AM,2.0,9.36,,,,
165,07/26/22 09:30:57 AM,2.0,9.36,,,,
166,07/26/22 09:30:58 AM,2.0,9.36,,,,
167,07/26/22 09:30:59 AM,2.0,9.34,,,,
168,07/26/22 09:31:00 AM,2.0,9.34,,,,
169,07/26/22 09:31:01 AM,3.4,9.34,,,,
170,07/26/22 09:31:02 AM,2.0,9.36,,,,
171,07/26/22 09:31:03 AM,2.0,9.33,,,,
172,07/26/22 09:31:04 AM,2.0,9.33,,,,
173,07/26/22 09:31:05 AM,2.0,9.34,,,,
174,07/26/22 09:31:06 AM,2.0,9.33,,,,
175,07/26/22 09:31:07 AM,2.0,9.32,,,,
176,07/26/22 09:31:08 AM,3.4,9.33,,,,
177,07/26/22 09:31:09 AM,2.0,9.32,,,,
178,07/26/22 09:31:10 AM,3.4,9.32,,,,
179,07/26/22 09:31:11 AM,2.0,9.32,,,,
180,07/26/22 09:31:12 AM,2.0,9.31,,,,
181,07/26/22 09:31:13 AM,2.0,9.32,,,,
182,07/26/22 09:31:14 AM,2.0,9.31,,,,
183,07/26/22 09:31:15 AM,2.0,9.31,,,,
184,07/26/22 09:31:16 AM,2.0,9.31,,,,
185,07/26/22 09:31:17 AM,2.0,9.31,,,,
186,07/26/22 09:31:18 AM,2.0,9.30,,,,
187,07/26/22 09:31:19 AM,2.0,9.30,,,,
188,07/26/22 09:31:20 AM,2.0,9.31,,,,
189,07/26/22 09:31:21 AM,2.2,9.31,,,,
190,07/26/22 09:31:22 AM,3.4,9.28,,,,
191,07/26/22 09:31:23 AM,3.4,9.28,,,,
192,07/26/22 09:31:24 AM,2.0,9.30,,,,
193,07/26/22 09:31:25 AM,3.4,9.28,,,,
194,07/26/22 09:31:26 AM,2.0,9.28,,,,
195,07/26/22 09:31:27 AM,2.0,9.28,,,,
196,07/26/22 09:31:28 AM,2.0,9.28,,,,
197,07/26/22 09:31:29 AM,2.0,9.28,,,,
198,07/26/22 09:31:30 AM,3.4,9.28,,,,
199,07/26/22 09:31:31 AM,2.0,9.28,,,,
200,07/26/22 09:31:32 AM,2.0,9.27,,,,
201,07/26/22 09:31:33 AM,2.0,9.28,,,,
202,07/26/22 09:31:34 AM,3.4,9.28,,,,
203,07/26/22 09:31:35 AM,2.0,9.27,,,,
204,07/26/22 09:31:36 AM,2.0,9.27,,,,
205,07/26/22 09:31:37 AM,2.2,9.27,,,,
206,07/26/22 09:31:38 AM,2.0,9.27,,,,
207,07/26/22 09:31:39 AM,2.0,9.26,,,,
208,07/26/22 09:31:40 AM,2.0,9.26,,,,
209,07/26/22 09:31:41 AM,2.0,9.26,,,,
210,07/26/22 09:31:42 AM,2.0,9.26,,,,
211,07/26/22 09:31:43 AM,2.0,9.25,,,,
212,07/26/22 09:31:44 AM,2.0,9.25,,,,
213,07/26/22 09:31:45 AM,3.4,9.25,,,,
214,07/26/22 09:31:46 AM,2.0,9.25,,,,
215,07/26/22 09:31:47 AM,2.0,9.25,,,,
216,07/26/22 09:31:48 AM,3.4,9.25,,,,
217,07/26/22 09:31:49 AM,2.0,9.25,,,,
218,07/26/22 09:31:50 AM,2.0,9.24,,,,
219,07/26/22 09:31:51 AM,3.3,9.24,,,,
220,07/26/22 09:31:52 AM,2.0,9.24,,,,
221,07/26/22 09:31:53 AM,2.0,9.24,,,,
222,07/26/22 09:31:54 AM,2.0,9.22,,,,
223,07/26/22 09:31:55 AM,2.0,9.22,,,,
224,07/26/22 09:31:56 AM,2.0,9.22,,,,
225,07/26/22 09:31:57 AM,2.0,9.22,,,,
226,07/26/22 09:31:58 AM,2.0,9.22,,,,
227,07/26/22 09:31:59 AM,3.4,9.21,,,,
228,07/26/22 09:32:00 AM,3.4,9.21,,,,
229,07/26/22 09:32:01 AM,3.7,9.21,,,,
230,07/26/22 09:32:02 AM,2.0,9.21,,,,
231,07/26/22 09:32:03 AM,3.4,9.20,,,,
232,07/26/22 09:32:04 AM,2.0,9.20,,,,
233,07/26/22 09:32:05 AM,2.0,9.21,,,,
234,07/26/22 09:32:06 AM,2.0,9.20,,,,
235,07/26/22 09:32:07 AM,2.0,9.20,,,,
236,07/26/22 09:32:08 AM,2.0,9.20,,,,
237,07/26/22 09:32:09 AM,2.0,9.20,,,,
238,07/26/22 09:32:10 AM,3.4,9.19,,,,
239,07/26/22 09:32:11 AM,2.0,9.19,,,,
240,07/26/22 09:32:12 AM,2.0,9.19,,,,
241,07/26/22 09:32:13 AM,2.0,9.19,,,,
242,07/26/22 09:32:14 AM,2.0,9.19,,,,
243,07/26/22 09:32:15 AM,2.0,9.17,,,,
244,07/26/22 09:32:16 AM,3.4,9.17,,,,
245,07/26/22 09:32:17 AM,2.0,9.17,,,,
246,07/26/22 09:32:18 AM,2.0,9.17,,,,
247,07/26/22 09:32:19 AM,2.0,9.17,,,,
248,07/26/22 09:32:20 AM,2.0,9.17,,,,
249,07/26/22 09:32:21 AM,2.0,9.16,,,,
250,07/26/22 09:32:22 AM,2.0,9.16,,,,
251,07/26/22 09:32:23 AM,2.0,9.16,,,,
252,07/26/22 09:32:24 AM,2.0,9.15,,,,
253,07/26/22 09:32:25 AM,2.0,9.15,,,,
254,07/26/22 09:32:26 AM,3.4,9.15,,,,
255,07/26/22 09:32:27 AM,1.9,9.14,,,,
256,07/26/22 09:32:28 AM,2.0,9.13,,,,
257,07/26/22 09:32:29 AM,2.0,9.13,,,,
258,07/26/22 09:32:30 AM,2.0,9.13,,,,
259,07/26/22 09:32:31 AM,2.0,9.13,,,,
260,07/26/22 09:32:32 AM,2.0,9.13,,,,
261,07/26/22 09:32:33 AM,2.0,9.13,,,,
262,07/26/22 09:32:34 AM,2.0,9.13,,,,
263,07/26/22 09:32:35 AM,2.0,9.11,,,,
264,07/26/22 09:32:36 AM,2.0,9.11,,,,
265,07/26/22 09:32:37 AM,2.0,9.11,,,,
266,07/26/22 09:32:38 AM,1.4,9.13,,,,
267,07/26/22 09:32:39 AM,2.0,9.11,,,,
268,07/26/22 09:32:40 AM,2.0,9.10,,,,
269,07/26/22 09:32:41 AM,2.0,9.09,,,,
270,07/26/22 09:32:42 AM,3.4,9.10,,,,
271,07/26/22 09:32:43 AM,3.4,9.09,,,,
272,07/26/22 09:32:44 AM,3.4,9.08,,,,
273,07/26/22 09:32:45 AM,2.0,9.09,,,,
274,07/26/22 09:32:46 AM,2.2,9.09,,,,
275,07/26/22 09:32:47 AM,2.2,9.09,,,,
276,07/26/22 09:32:48 AM,2.0,9.08,,,,
277,07/26/22 09:32:49 AM,2.0,9.07,,,,
278,07/26/22 09:32:50 AM,2.0,9.05,,,,
279,07/26/22 09:32:51 AM,2.0,9.05,,,,
280,07/26/22 09:32:52 AM,2.0,9.07,,,,
281,07/26/22 09:32:53 AM,3.4,9.04,,,,
282,07/26/22 09:32:54 AM,3.4,9.04,,,,
283,07/26/22 09:32:55 AM,2.0,9.04,,,,
284,07/26/22 09:32:56 AM,2.0,9.04,,,,
285,07/26/22 09:32:57 AM,2.0,9.04,,,,
286,07/26/22 09:32:58 AM,2.2,9.04,,,,
287,07/26/22 09:32:59 AM,2.0,9.04,,,,
288,07/26/22 09:33:00 AM,3.4,9.03,,,,
289,07/26/22 09:33:01 AM,2.0,9.03,,,,
290,07/26/22 09:33:02 AM,3.4,9.03,,,,
291,07/26/22 09:33:03 AM,3.4,9.03,,,,
292,07/26/22 09:33:04 AM,2.0,9.03,,,,
293,07/26/22 09:33:05 AM,2.0,9.01,,,,
294,07/26/22 09:33:06 AM,2.0,9.02,,,,
295,07/26/22 09:33:07 AM,2.0,9.02,,,,
296,07/26/22 09:33:08 AM,2.0,9.02,,,,
297,07/26/22 09:33:09 AM,2.0,9.01,,,,
298,07/26/22 09:33:10 AM,2.0,8.99,,,,
299,07/26/22 09:33:11 AM,2.0,9.01,,,,
300,07/26/22 09:33:12 AM,2.0,8.99,,,,
301,07/26/22 09:33:13 AM,3.4,8.98,,,,
302,07/26/22 09:33:14 AM,2.0,8.98,,,,
303,07/26/22 09:33:15 AM,2.0,8.97,,,,
304,07/26/22 09:33:16 AM,1.4,8.97,,,,
305,07/26/22 09:33:17 AM,2.0,8.97,,,,
306,07/26/22 09:33:18 AM,2.0,8.96,,,,
307,07/26/22 09:33:19 AM,2.0,8.94,,,,
308,07/26/22 09:33:20 AM,2.0,8.94,,,,
309,07/26/22 09:33:21 AM,2.0,8.94,,,,
310,07/26/22 09:33:22 AM,2.0,8.93,,,,
311,07/26/22 09:33:23 AM,2.0,8.93,,,,
312,07/26/22 09:33:24 AM,1.9,8.94,,,,
313,07/26/22 09:33:25 AM,3.4,8.94,,,,
314,07/26/22 09:33:26 AM,3.4,8.94,,,,
315,07/26/22 09:33:27 AM,3.4,8.94,,,,
316,07/26/22 09:33:28 AM,2.0,8.93,,,,
317,07/26/22 09:33:29 AM,3.4,8.93,,,,
318,07/26/22 09:33:30 AM,3.4,8.93,,,,
319,07/26/22 09:33:31 AM,3.4,8.93,,,,
320,07/26/22 09:33:32 AM,2.0,8.93,,,,
321,07/26/22 09:33:33 AM,2.0,8.93,,,,
322,07/26/22 09:33:34 AM,2.0,8.93,,,,
323,07/26/22 09:33:35 AM,2.0,8.93,,,,
324,07/26/22 09:33:36 AM,2.0,8.93,,,,
325,07/26/22 09:33:37 AM,2.2,8.93,,,,
326,07/26/22 09:33:38 AM,2.0,8.92,,,,
327,07/26/22 09:33:39 AM,3.4,8.93,,,,
328,07/26/22 09:33:40 AM,3.4,8.92,,,,
329,07/26/22 09:33:41 AM,3.3,8.92,,,,
330,07/26/22 09:33:42 AM,1.9,8.91,,,,
331,07/26/22 09:33:43 AM,2.0,8.92,,,,
332,07/26/22 09:33:44 AM,3.4,8.92,,,,
333,07/26/22 09:33:45 AM,3.4,8.91,,,,
334,07/26/22 09:33:46 AM,2.0,8.91,,,,
335,07/26/22 09:33:47 AM,3.4,8.91,,,,
336,07/26/22 09:33:48 AM,2.0,8.90,,,,
337,07/26/22 09:33:49 AM,2.2,8.90,,,,
338,07/26/22 09:33:50 AM,2.0,8.91,,,,
339,07/26/22 09:33:51 AM,2.0,8.91,,,,
340,07/26/22 09:33:52 AM,2.0,8.90,,,,
341,07/26/22 09:33:53 AM,2.0,8.90,,,,
342,07/26/22 09:33:54 AM,2.0,8.90,,,,
343,07/26/22 09:33:55 AM,2.0,8.91,,,,
344,07/26/22 09:33:56 AM,2.0,8.90,,,,
345,07/26/22 09:33:57 AM,2.0,8.90,,,,
346,07/26/22 09:33:58 AM,2.0,8.88,,,,
347,07/26/22 09:33:59 AM,2.2,8.88,,,,
348,07/26/22 09:34:00 AM,2.0,8.87,,,,
349,07/26/22 09:34:01 AM,2.0,8.87,,,,
350,07/26/22 09:34:02 AM,2.0,8.87,,,,
351,07/26/22 09:34:03 AM,2.0,8.86,,,,
352,07/26/22 09:34:04 AM,2.0,8.86,,,,
353,07/26/22 09:34:05 AM,2.0,8.86,,,,
354,07/26/22 09:34:06 AM,2.0,8.87,,,,
355,07/26/22 09:34:07 AM,2.0,8.87,,,,
356,07/26/22 09:34:08 AM,2.0,8.86,,,,
357,07/26/22 09:34:09 AM,2.0,8.86,,,,
358,07/26/22 09:34:10 AM,2.0,8.86,,,,
359,07/26/22 09:34:11 AM,2.0,8.85,,,,
360,07/26/22 09:34:12 AM,2.0,8.86,,,,
361,07/26/22 09:34:13 AM,2.0,8.84,,,,
362,07/26/22 09:34:14 AM,2.2,8.85,,,,
363,07/26/22 09:34:15 AM,1.9,8.85,,,,
364,07/26/22 09:34:16 AM,3.7,8.85,,,,
365,07/26/22 09:34:17 AM,2.0,8.85,,,,
366,07/26/22 09:34:18 AM,2.0,8.84,,,,
367,07/26/22 09:34:19 AM,2.0,8.84,,,,
368,07/26/22 09:34:20 AM,2.0,8.84,,,,
369,07/26/22 09:34:21 AM,2.0,8.82,,,,
370,07/26/22 09:34:22 AM,3.3,8.84,,,,
371,07/26/22 09:34:23 AM,3.4,8.81,,,,
372,07/26/22 09:34:24 AM,3.4,8.82,,,,
373,07/26/22 09:34:25 AM,2.0,8.82,,,,
374,07/26/22 09:34:26 AM,2.0,8.81,,,,
375,07/26/22 09:34:27 AM,3.4,8.81,,,,
376,07/26/22 09:34:28 AM,2.0,8.81,,,,
377,07/26/22 09:34:29 AM,2.0,8.82,,,,
378,07/26/22 09:34:30 AM,2.0,8.81,,,,
379,07/26/22 09:34:31 AM,2.0,8.80,,,,
380,07/26/22 09:34:32 AM,3.4,8.81,,,,
381,07/26/22 09:34:33 AM,2.0,8.81,,,,
382,07/26/22 09:34:34 AM,2.0,8.80,,,,
383,07/26/22 09:34:35 AM,2.0,8.80,,,,
384,07/26/22 09:34:36 AM,2.0,8.80,,,,
385,07/26/22 09:34:37 AM,2.0,8.79,,,,
386,07/26/22 09:34:38 AM,2.0,8.80,,,,
387,07/26/22 09:34:39 AM,2.0,8.80,,,,
388,07/26/22 09:34:40 AM,2.2,8.80,,,,
389,07/26/22 09:34:41 AM,2.0,8.80,,,,
390,07/26/22 09:34:42 AM,2.0,8.79,,,,
391,07/26/22 09:34:43 AM,2.0,8.79,,,,
392,07/26/22 09:34:44 AM,3.4,8.80,,,,
393,07/26/22 09:34:45 AM,2.0,8.79,,,,
394,07/26/22 09:34:46 AM,2.0,8.79,,,,
395,07/26/22 09:34:47 AM,3.4,8.79,,,,
396,07/26/22 09:34:48 AM,2.0,8.79,,,,
397,07/26/22 09:34:49 AM,2.0,8.77,,,,
398,07/26/22 09:34:50 AM,2.0,8.77,,,,
399,07/26/22 09:34:51 AM,2.0,8.77,,,,
400,07/26/22 09:34:52 AM,2.0,8.76,,,,
401,07/26/22 09:34:53 AM,2.0,8.76,,,,
402,07/26/22 09:34:54 AM,2.0,8.76,,,,
403,07/26/22 09:34:55 AM,2.0,8.76,,,,
404,07/26/22 09:34:56 AM,1.9,8.76,,,,
405,07/26/22 09:34:57 AM,2.0,8.76,,,,
406,07/26/22 09:34:58 AM,2.2,8.74,,,,
407,07/26/22 09:34:59 AM,2.0,8.74,,,,
408,07/26/22 09:35:00 AM,2.0,8.75,,,,
409,07/26/22 09:35:01 AM,2.0,8.75,,,,
410,07/26/22 09:35:02 AM,2.0,8.73,,,,
411,07/26/22 09:35:03 AM,2.0,8.73,,,,
412,07/26/22 09:35:04 AM,3.4,8.73,,,,
413,07/26/22 09:35:05 AM,2.0,8.73,,,,
414,07/26/22 09:35:06 AM,2.0,8.73,,,,
415,07/26/22 09:35:07 AM,3.4,8.73,,,,
416,07/26/22 09:35:08 AM,3.4,8.73,,,,
417,07/26/22 09:35:09 AM,1.9,8.74,,,,
418,07/26/22 09:35:10 AM,3.4,8.73,,,,
419,07/26/22 09:35:11 AM,3.4,8.74,,,,
420,07/26/22 09:35:12 AM,2.0,8.73,,,,
421,07/26/22 09:35:13 AM,2.0,8.71,,,,
422,07/26/22 09:35:14 AM,2.0,8.73,,,,
423,07/26/22 09:35:15 AM,2.0,8.73,,,,
424,07/26/22 09:35:16 AM,3.4,8.71,,,,
425,07/26/22 09:35:17 AM,3.4,8.70,,,,
426,07/26/22 09:35:18 AM,2.0,8.70,,,,
427,07/26/22 09:35:19 AM,2.0,8.70,,,,
428,07/26/22 09:35:20 AM,3.3,8.69,,,,
429,07/26/22 09:35:21 AM,2.0,8.70,,,,
430,07/26/22 09:35:22 AM,3.3,8.70,,,,
431,07/26/22 09:35:23 AM,2.0,8.70,,,,
432,07/26/22 09:35:24 AM,2.0,8.70,,,,
433,07/26/22 09:35:25 AM,3.4,8.71,,,,
434,07/26/22 09:35:26 AM,2.0,8.71,,,,
435,07/26/22 09:35:27 AM,3.4,8.70,,,,
436,07/26/22 09:35:28 AM,2.0,8.70,,,,
437,07/26/22 09:35:29 AM,3.4,8.70,,,,
438,07/26/22 09:35:30 AM,2.0,8.70,,,,
439,07/26/22 09:35:31 AM,2.0,8.70,,,,
440,07/26/22 09:35:32 AM,2.0,8.69,,,,
441,07/26/22 09:35:33 AM,2.0,8.69,,,,
442,07/26/22 09:35:34 AM,3.4,8.68,,,,
443,07/26/22 09:35:35 AM,3.7,8.69,,,,
444,07/26/22 09:35:36 AM,3.4,8.69,,,,
445,07/26/22 09:35:37 AM,3.4,8.69,,,,
446,07/26/22 09:35:38 AM,2.0,8.68,,,,
447,07/26/22 09:35:39 AM,2.0,8.67,,,,
448,07/26/22 09:35:40 AM,2.0,8.65,,,,
449,07/26/22 09:35:41 AM,2.0,8.65,,,,
450,07/26/22 09:35:42 AM,2.0,8.64,,,,
451,07/26/22 09:35:43 AM,2.0,8.64,,,,
452,07/26/22 09:35:44 AM,1.9,8.64,,,,
453,07/26/22 09:35:45 AM,2.0,8.63,,,,
454,07/26/22 09:35:46 AM,2.0,8.62,,,,
455,07/26/22 09:35:47 AM,2.0,8.62,,,,
456,07/26/22 09:35:48 AM,2.0,8.62,,,,
457,07/26/22 09:35:49 AM,2.0,8.62,,,,
458,07/26/22 09:35:50 AM,2.0,8.62,,,,
459,07/26/22 09:35:51 AM,2.0,8.63,,,,
460,07/26/22 09:35:52 AM,3.4,8.64,,,,
461,07/26/22 09:35:53 AM,2.0,8.63,,,,
462,07/26/22 09:35:54 AM,3.4,8.63,,,,
463,07/26/22 09:35:55 AM,2.0,8.62,,,,
464,07/26/22 09:35:56 AM,2.0,8.62,,,,
465,07/26/22 09:35:57 AM,2.0,8.63,,,,
466,07/26/22 09:35:58 AM,2.0,8.64,,,,
467,07/26/22 09:35:59 AM,2.0,8.63,,,,
468,07/26/22 09:36:00 AM,2.0,8.64,,,,
469,07/26/22 09:36:01 AM,2.0,8.64,,,,
