"Título de trazado: WL_02"
"N.º","Fecha Tiempo, GMT-05:00","Pres abs, kPa (LGR S/N: 20968506, SEN S/N: 20968506)","Temp, °C (LGR S/N: 20968506, SEN S/N: 20968506)","Acoplador separado (LGR S/N: 20968506)","Acoplador adjunto (LGR S/N: 20968506)","Host conectado (LGR S/N: 20968506)","Parado (LGR S/N: 20968506)","Final de archivo (LGR S/N: 20968506)"
130,10/13/22 10:00:00 PM,62.968,7.079,,,,,
131,10/13/22 10:15:00 PM,62.979,7.079,,,,,
132,10/13/22 10:30:00 PM,62.987,6.978,,,,,
133,10/13/22 10:45:00 PM,62.976,6.978,,,,,
134,10/13/22 11:00:00 PM,62.961,6.877,,,,,
135,10/13/22 11:15:00 PM,62.958,6.775,,,,,
136,10/13/22 11:30:00 PM,62.954,6.674,,,,,
137,10/13/22 11:45:00 PM,62.951,6.573,,,,,
138,10/14/22 12:00:00 AM,62.933,6.370,,,,,
139,10/14/22 12:15:00 AM,62.929,6.268,,,,,
140,10/14/22 12:30:00 AM,62.914,6.166,,,,,
141,10/14/22 12:45:00 AM,62.899,6.064,,,,,
142,10/14/22 01:00:00 AM,62.862,5.962,,,,,
143,10/14/22 01:15:00 AM,62.835,5.860,,,,,
144,10/14/22 01:30:00 AM,62.824,5.860,,,,,
145,10/14/22 01:45:00 AM,62.786,5.757,,,,,
146,10/14/22 02:00:00 AM,62.805,5.655,,,,,
147,10/14/22 02:15:00 AM,62.813,5.552,,,,,
148,10/14/22 02:30:00 AM,62.787,5.450,,,,,
149,10/14/22 02:45:00 AM,62.787,5.450,,,,,
150,10/14/22 03:00:00 AM,62.772,5.347,,,,,
151,10/14/22 03:15:00 AM,62.772,5.347,,,,,
152,10/14/22 03:30:00 AM,62.772,5.347,,,,,
153,10/14/22 03:45:00 AM,62.780,5.244,,,,,
154,10/14/22 04:00:00 AM,62.768,5.244,,,,,
155,10/14/22 04:15:00 AM,62.760,5.347,,,,,
156,10/14/22 04:30:00 AM,62.772,5.347,,,,,
157,10/14/22 04:45:00 AM,62.764,5.450,,,,,
158,10/14/22 05:00:00 AM,62.790,5.552,,,,,
159,10/14/22 05:15:00 AM,62.817,5.655,,,,,
160,10/14/22 05:30:00 AM,62.843,5.757,,,,,
161,10/14/22 05:45:00 AM,62.835,5.860,,,,,
162,10/14/22 06:00:00 AM,62.835,5.860,,,,,
163,10/14/22 06:15:00 AM,62.850,5.962,,,,,
164,10/14/22 06:30:00 AM,62.862,5.962,,,,,
165,10/14/22 06:45:00 AM,62.884,5.962,,,,,
166,10/14/22 07:00:00 AM,62.911,6.064,,,,,
167,10/14/22 07:15:00 AM,62.911,6.064,,,,,
168,10/14/22 07:30:00 AM,62.926,6.166,,,,,
169,10/14/22 07:45:00 AM,62.918,6.268,,,,,
170,10/14/22 08:00:00 AM,62.956,6.370,,,,,
171,10/14/22 08:15:00 AM,62.959,6.471,,,,,
172,10/14/22 08:30:00 AM,62.974,6.573,,,,,
173,10/14/22 08:45:00 AM,62.977,6.674,,,,,
174,10/14/22 09:00:00 AM,62.984,6.877,,,,,
175,10/14/22 09:15:00 AM,62.976,6.978,,,,,
176,10/14/22 09:30:00 AM,62.994,7.179,,,,,
177,10/14/22 09:45:00 AM,62.989,7.381,,,,,
178,10/14/22 10:00:00 AM,63.007,7.582,,,,,
179,10/14/22 10:15:00 AM,63.017,7.882,,,,,
180,10/14/22 10:30:00 AM,63.020,7.983,,,,,
181,10/14/22 10:45:00 AM,63.029,8.282,,,,,
182,10/14/22 11:00:00 AM,63.013,8.481,,,,,
183,10/14/22 11:15:00 AM,63.016,8.581,,,,,
184,10/14/22 11:30:00 AM,63.010,8.779,,,,,
185,10/14/22 11:45:00 AM,62.994,8.978,,,,,
186,10/14/22 12:00:00 PM,62.985,9.077,,,,,
187,10/14/22 12:15:00 PM,62.962,9.077,,,,,
188,10/14/22 12:30:00 PM,62.939,9.077,,,,,
189,10/14/22 12:45:00 PM,62.939,9.077,,,,,
190,10/14/22 01:00:00 PM,62.931,9.176,,,,,
191,10/14/22 01:15:00 PM,62.899,9.275,,,,,
192,10/14/22 01:30:00 PM,62.899,9.275,,,,,
193,10/14/22 01:45:00 PM,62.856,9.373,,,,,
194,10/14/22 02:00:00 PM,62.848,9.472,,,,,
195,10/14/22 02:15:00 PM,62.851,9.571,,,,,
196,10/14/22 02:30:00 PM,62.825,9.472,,,,,
197,10/14/22 02:45:00 PM,62.810,9.373,,,,,
198,10/14/22 03:00:00 PM,62.802,9.472,,,,,
199,10/14/22 03:15:00 PM,62.776,9.373,,,,,
200,10/14/22 03:30:00 PM,62.753,9.373,,,,,
201,10/14/22 03:45:00 PM,62.773,9.275,,,,,
202,10/14/22 04:00:00 PM,62.758,9.176,,,,,
203,10/14/22 04:15:00 PM,62.744,9.077,,,,,
204,10/14/22 04:30:00 PM,62.764,8.978,,,,,
205,10/14/22 04:45:00 PM,62.749,8.879,,,,,
206,10/14/22 05:00:00 PM,62.746,8.779,,,,,
207,10/14/22 05:15:00 PM,62.755,8.680,,,,,
208,10/14/22 05:30:00 PM,62.751,8.581,,,,,
209,10/14/22 05:45:00 PM,62.760,8.481,,,,,
210,10/14/22 06:00:00 PM,62.780,8.382,,,,,
211,10/14/22 06:15:00 PM,62.777,8.282,,,,,
212,10/14/22 06:30:00 PM,62.877,8.182,,,,,
213,10/14/22 06:45:00 PM,62.885,8.082,,,,,
214,10/14/22 07:00:00 PM,62.905,7.983,,,,,
215,10/14/22 07:15:00 PM,62.902,7.882,,,,,
216,10/14/22 07:30:00 PM,62.925,7.882,,,,,
217,10/14/22 07:45:00 PM,62.913,7.882,,,,,
218,10/14/22 08:00:00 PM,62.925,7.882,,,,,
219,10/14/22 08:15:00 PM,62.982,7.882,,,,,
220,10/14/22 08:30:00 PM,62.990,7.782,,,,,
221,10/14/22 08:45:00 PM,63.025,7.782,,,,,
222,10/14/22 09:00:00 PM,63.036,7.782,,,,,
223,10/14/22 09:15:00 PM,63.036,7.782,,,,,
224,10/14/22 09:30:00 PM,63.071,7.782,,,,,
225,10/14/22 09:45:00 PM,63.090,7.682,,,,,
226,10/14/22 10:00:00 PM,63.110,7.582,,,,,
227,10/14/22 10:15:00 PM,63.118,7.481,,,,,
228,10/14/22 10:30:00 PM,63.176,7.481,,,,,
229,10/14/22 10:45:00 PM,63.107,7.481,,,,,
230,10/14/22 11:00:00 PM,63.107,7.481,,,,,
231,10/14/22 11:15:00 PM,63.095,7.481,,,,,
232,10/14/22 11:30:00 PM,63.122,7.582,,,,,
233,10/14/22 11:45:00 PM,63.136,7.682,,,,,
234,10/15/22 12:00:00 AM,63.136,7.682,,,,,
235,10/15/22 12:15:00 AM,63.159,7.682,,,,,
236,10/15/22 12:30:00 AM,63.171,7.682,,,,,
237,10/15/22 12:45:00 AM,63.171,7.682,,,,,
238,10/15/22 01:00:00 AM,63.159,7.682,,,,,
239,10/15/22 01:15:00 AM,63.148,7.682,,,,,
240,10/15/22 01:30:00 AM,63.136,7.682,,,,,
241,10/15/22 01:45:00 AM,63.113,7.682,,,,,
242,10/15/22 02:00:00 AM,63.102,7.682,,,,,
243,10/15/22 02:15:00 AM,63.102,7.682,,,,,
244,10/15/22 02:30:00 AM,63.090,7.682,,,,,
245,10/15/22 02:45:00 AM,63.090,7.682,,,,,
246,10/15/22 03:00:00 AM,63.090,7.682,,,,,
247,10/15/22 03:15:00 AM,63.099,7.582,,,,,
248,10/15/22 03:30:00 AM,63.087,7.582,,,,,
249,10/15/22 03:45:00 AM,63.099,7.582,,,,,
250,10/15/22 04:00:00 AM,63.107,7.481,,,,,
251,10/15/22 04:15:00 AM,63.187,7.481,,,,,
252,10/15/22 04:30:00 AM,63.187,7.481,,,,,
253,10/15/22 04:45:00 AM,63.230,7.381,,,,,
254,10/15/22 05:00:00 AM,63.219,7.381,,,,,
255,10/15/22 05:15:00 AM,63.219,7.381,,,,,
256,10/15/22 05:30:00 AM,63.250,7.280,,,,,
257,10/15/22 05:45:00 AM,63.227,7.280,,,,,
258,10/15/22 06:00:00 AM,63.261,7.280,,,,,
259,10/15/22 06:15:00 AM,63.284,7.280,,,,,
260,10/15/22 06:30:00 AM,63.273,7.280,,,,,
261,10/15/22 06:45:00 AM,63.284,7.280,,,,,
262,10/15/22 07:00:00 AM,63.319,7.280,,,,,
263,10/15/22 07:15:00 AM,63.353,7.280,,,,,
264,10/15/22 07:30:00 AM,63.353,7.280,,,,,
265,10/15/22 07:45:00 AM,63.399,7.280,,,,,
266,10/15/22 08:00:00 AM,63.399,7.280,,,,,
267,10/15/22 08:15:00 AM,63.422,7.280,,,,,
268,10/15/22 08:30:00 AM,63.456,7.280,,,,,
269,10/15/22 08:45:00 AM,63.460,7.381,,,,,
270,10/15/22 09:00:00 AM,63.474,7.481,,,,,
271,10/15/22 09:15:00 AM,63.492,7.682,,,,,
272,10/15/22 09:30:00 AM,63.479,7.983,,,,,
273,10/15/22 09:45:00 AM,63.489,8.282,,,,,
274,10/15/22 10:00:00 AM,63.469,8.382,,,,,
275,10/15/22 10:15:00 AM,63.454,8.282,,,,,
276,10/15/22 10:30:00 AM,63.454,8.282,,,,,
277,10/15/22 10:45:00 AM,63.520,8.182,,,,,
278,10/15/22 11:00:00 AM,63.500,8.282,,,,,
279,10/15/22 11:15:00 AM,63.561,8.382,,,,,
280,10/15/22 11:30:00 AM,63.541,8.481,,,,,
281,10/15/22 11:45:00 AM,63.541,8.481,,,,,
282,10/15/22 12:00:00 PM,63.572,8.382,,,,,
283,10/15/22 12:15:00 PM,63.515,8.382,,,,,
284,10/15/22 12:30:00 PM,63.569,8.282,,,,,
285,10/15/22 12:45:00 PM,63.569,8.282,,,,,
286,10/15/22 01:00:00 PM,63.500,8.282,,,,,
287,10/15/22 01:15:00 PM,63.541,8.481,,,,,
288,10/15/22 01:30:00 PM,63.530,8.481,,,,,
289,10/15/22 01:45:00 PM,63.510,8.581,,,,,
290,10/15/22 02:00:00 PM,63.510,8.581,,,,,
291,10/15/22 02:15:00 PM,63.487,8.581,,,,,
292,10/15/22 02:30:00 PM,63.475,8.581,,,,,
293,10/15/22 02:45:00 PM,63.449,8.481,,,,,
294,10/15/22 03:00:00 PM,63.449,8.481,,,,,
295,10/15/22 03:15:00 PM,63.418,8.581,,,,,
296,10/15/22 03:30:00 PM,63.418,8.581,,,,,
297,10/15/22 03:45:00 PM,63.386,8.680,,,,,
298,10/15/22 04:00:00 PM,63.413,8.779,,,,,
299,10/15/22 04:15:00 PM,63.416,8.879,,,,,
300,10/15/22 04:30:00 PM,63.358,8.879,,,,,
301,10/15/22 04:45:00 PM,63.358,8.879,,,,,
302,10/15/22 05:00:00 PM,63.367,8.779,,,,,
303,10/15/22 05:15:00 PM,63.363,8.680,,,,,
304,10/15/22 05:30:00 PM,63.395,8.581,,,,,
305,10/15/22 05:45:00 PM,63.346,8.481,,,,,
306,10/15/22 06:00:00 PM,63.400,8.382,,,,,
307,10/15/22 06:15:00 PM,63.385,8.282,,,,,
308,10/15/22 06:30:00 PM,63.382,8.182,,,,,
309,10/15/22 06:45:00 PM,63.391,8.082,,,,,
310,10/15/22 07:00:00 PM,63.425,8.082,,,,,
311,10/15/22 07:15:00 PM,63.410,7.983,,,,,
312,10/15/22 07:30:00 PM,63.433,7.983,,,,,
313,10/15/22 07:45:00 PM,63.430,7.882,,,,,
314,10/15/22 08:00:00 PM,63.453,7.882,,,,,
315,10/15/22 08:15:00 PM,63.442,7.882,,,,,
316,10/15/22 08:30:00 PM,63.461,7.782,,,,,
317,10/15/22 08:45:00 PM,63.450,7.782,,,,,
318,10/15/22 09:00:00 PM,63.461,7.782,,,,,
319,10/15/22 09:15:00 PM,63.504,7.682,,,,,
320,10/15/22 09:30:00 PM,63.470,7.682,,,,,
321,10/15/22 09:45:00 PM,63.501,7.582,,,,,
322,10/15/22 10:00:00 PM,63.501,7.582,,,,,
323,10/15/22 10:15:00 PM,63.474,7.481,,,,,
324,10/15/22 10:30:00 PM,63.440,7.481,,,,,
325,10/15/22 10:45:00 PM,63.474,7.481,,,,,
326,10/15/22 11:00:00 PM,63.463,7.481,,,,,
327,10/15/22 11:15:00 PM,63.437,7.381,,,,,
328,10/15/22 11:30:00 PM,63.460,7.381,,,,,
329,10/15/22 11:45:00 PM,63.425,7.381,,,,,
330,10/16/22 12:00:00 AM,63.391,7.381,,,,,
331,10/16/22 12:15:00 AM,63.399,7.280,,,,,
332,10/16/22 12:30:00 AM,63.353,7.280,,,,,
333,10/16/22 12:45:00 AM,63.319,7.280,,,,,
334,10/16/22 01:00:00 AM,63.319,7.280,,,,,
335,10/16/22 01:15:00 AM,63.304,7.179,,,,,
336,10/16/22 01:30:00 AM,63.269,7.179,,,,,
337,10/16/22 01:45:00 AM,63.235,7.179,,,,,
338,10/16/22 02:00:00 AM,63.235,7.179,,,,,
339,10/16/22 02:15:00 AM,63.243,7.079,,,,,
340,10/16/22 02:30:00 AM,63.220,7.079,,,,,
341,10/16/22 02:45:00 AM,63.197,7.079,,,,,
342,10/16/22 03:00:00 AM,63.197,7.079,,,,,
343,10/16/22 03:15:00 AM,63.182,6.978,,,,,
344,10/16/22 03:30:00 AM,63.182,6.978,,,,,
345,10/16/22 03:45:00 AM,63.179,6.877,,,,,
346,10/16/22 04:00:00 AM,63.156,6.877,,,,,
347,10/16/22 04:15:00 AM,63.168,6.877,,,,,
348,10/16/22 04:30:00 AM,63.153,6.775,,,,,
349,10/16/22 04:45:00 AM,63.153,6.775,,,,,
350,10/16/22 05:00:00 AM,63.164,6.775,,,,,
351,10/16/22 05:15:00 AM,63.149,6.674,,,,,
352,10/16/22 05:30:00 AM,63.161,6.674,,,,,
353,10/16/22 05:45:00 AM,63.169,6.573,,,,,
354,10/16/22 06:00:00 AM,63.166,6.471,,,,,
355,10/16/22 06:15:00 AM,63.177,6.471,,,,,
356,10/16/22 06:30:00 AM,63.189,6.471,,,,,
357,10/16/22 06:45:00 AM,63.200,6.471,,,,,
358,10/16/22 07:00:00 AM,63.200,6.471,,,,,
359,10/16/22 07:15:00 AM,63.203,6.573,,,,,
360,10/16/22 07:30:00 AM,63.241,6.674,,,,,
361,10/16/22 07:45:00 AM,63.253,6.674,,,,,
362,10/16/22 08:00:00 AM,63.245,6.775,,,,,
363,10/16/22 08:15:00 AM,63.256,6.775,,,,,
364,10/16/22 08:30:00 AM,63.271,6.877,,,,,
365,10/16/22 08:45:00 AM,63.289,7.079,,,,,
366,10/16/22 09:00:00 AM,63.296,7.280,,,,,
367,10/16/22 09:15:00 AM,63.310,7.381,,,,,
368,10/16/22 09:30:00 AM,63.287,7.381,,,,,
369,10/16/22 09:45:00 AM,63.282,7.582,,,,,
370,10/16/22 10:00:00 AM,63.289,7.782,,,,,
371,10/16/22 10:15:00 AM,63.284,7.983,,,,,
372,10/16/22 10:30:00 AM,63.313,8.182,,,,,
373,10/16/22 10:45:00 AM,63.277,8.481,,,,,
374,10/16/22 11:00:00 AM,63.263,8.779,,,,,
375,10/16/22 11:15:00 AM,63.258,8.978,,,,,
376,10/16/22 11:30:00 AM,63.258,8.978,,,,,
377,10/16/22 11:45:00 AM,63.249,9.077,,,,,
378,10/16/22 12:00:00 PM,63.207,9.176,,,,,
379,10/16/22 12:15:00 PM,63.187,9.275,,,,,
380,10/16/22 12:30:00 PM,63.198,9.275,,,,,
381,10/16/22 12:45:00 PM,63.181,9.472,,,,,
382,10/16/22 01:00:00 PM,63.165,10.063,,,,,
383,10/16/22 01:15:00 PM,63.136,10.259,,,,,
384,10/16/22 01:30:00 PM,63.122,10.161,,,,,
385,10/16/22 01:45:00 PM,63.087,10.161,,,,,
386,10/16/22 02:00:00 PM,63.102,10.259,,,,,
387,10/16/22 02:15:00 PM,63.070,10.357,,,,,
388,10/16/22 02:30:00 PM,63.061,10.455,,,,,
389,10/16/22 02:45:00 PM,63.056,10.651,,,,,
390,10/16/22 03:00:00 PM,63.010,10.651,,,,,
391,10/16/22 03:15:00 PM,63.013,10.748,,,,,
392,10/16/22 03:30:00 PM,63.004,10.846,,,,,
393,10/16/22 03:45:00 PM,63.004,10.846,,,,,
394,10/16/22 04:00:00 PM,62.987,10.651,,,,,
395,10/16/22 04:15:00 PM,62.978,10.357,,,,,
396,10/16/22 04:30:00 PM,62.969,10.063,,,,,
397,10/16/22 04:45:00 PM,62.963,9.866,,,,,
398,10/16/22 05:00:00 PM,62.972,9.768,,,,,
399,10/16/22 05:15:00 PM,62.966,9.571,,,,,
400,10/16/22 05:30:00 PM,62.974,9.472,,,,,
401,10/16/22 05:45:00 PM,62.983,9.373,,,,,
402,10/16/22 06:00:00 PM,62.968,9.275,,,,,
403,10/16/22 06:15:00 PM,62.974,9.077,,,,,
404,10/16/22 06:30:00 PM,62.994,8.978,,,,,
405,10/16/22 06:45:00 PM,62.979,8.879,,,,,
406,10/16/22 07:00:00 PM,62.991,8.879,,,,,
407,10/16/22 07:15:00 PM,63.010,8.779,,,,,
408,10/16/22 07:30:00 PM,63.010,8.779,,,,,
409,10/16/22 07:45:00 PM,63.030,8.680,,,,,
410,10/16/22 08:00:00 PM,63.042,8.680,,,,,
411,10/16/22 08:15:00 PM,63.050,8.581,,,,,
412,10/16/22 08:30:00 PM,63.062,8.581,,,,,
413,10/16/22 08:45:00 PM,63.070,8.481,,,,,
414,10/16/22 09:00:00 PM,63.093,8.481,,,,,
415,10/16/22 09:15:00 PM,63.090,8.382,,,,,
416,10/16/22 09:30:00 PM,63.090,8.382,,,,,
417,10/16/22 09:45:00 PM,63.124,8.382,,,,,
418,10/16/22 10:00:00 PM,63.121,8.282,,,,,
419,10/16/22 10:15:00 PM,63.115,8.082,,,,,
420,10/16/22 10:30:00 PM,63.135,7.983,,,,,
421,10/16/22 10:45:00 PM,63.108,7.882,,,,,
422,10/16/22 11:00:00 PM,63.128,7.782,,,,,
423,10/16/22 11:15:00 PM,63.125,7.682,,,,,
424,10/16/22 11:30:00 PM,63.113,7.682,,,,,
425,10/16/22 11:45:00 PM,63.102,7.682,,,,,
426,10/17/22 12:00:00 AM,63.102,7.682,,,,,
427,10/17/22 12:15:00 AM,63.082,7.782,,,,,
428,10/17/22 12:30:00 AM,63.059,7.782,,,,,
429,10/17/22 12:45:00 AM,63.048,7.782,,,,,
430,10/17/22 01:00:00 AM,63.028,7.882,,,,,
431,10/17/22 01:15:00 AM,63.017,7.882,,,,,
432,10/17/22 01:30:00 AM,62.994,7.882,,,,,
433,10/17/22 01:45:00 AM,62.994,7.882,,,,,
434,10/17/22 02:00:00 AM,62.979,7.782,,,,,
435,10/17/22 02:15:00 AM,62.967,7.782,,,,,
436,10/17/22 02:30:00 AM,62.956,7.782,,,,,
437,10/17/22 02:45:00 AM,62.944,7.782,,,,,
438,10/17/22 03:00:00 AM,62.941,7.682,,,,,
439,10/17/22 03:15:00 AM,62.941,7.682,,,,,
440,10/17/22 03:30:00 AM,62.938,7.582,,,,,
441,10/17/22 03:45:00 AM,62.926,7.582,,,,,
442,10/17/22 04:00:00 AM,62.946,7.481,,,,,
443,10/17/22 04:15:00 AM,62.946,7.481,,,,,
444,10/17/22 04:30:00 AM,62.943,7.381,,,,,
445,10/17/22 04:45:00 AM,62.940,7.280,,,,,
446,10/17/22 05:00:00 AM,62.940,7.280,,,,,
447,10/17/22 05:15:00 AM,62.959,7.179,,,,,
448,10/17/22 05:30:00 AM,62.971,7.179,,,,,
449,10/17/22 05:45:00 AM,62.994,7.179,,,,,
450,10/17/22 06:00:00 AM,62.994,7.179,,,,,
451,10/17/22 06:15:00 AM,62.994,7.179,,,,,
452,10/17/22 06:30:00 AM,63.017,7.179,,,,,
