"Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 20954780, SEN S/N: 20954780)","Temp, °C (LGR S/N: 20954780, SEN S/N: 20954780)"
7/26/22 9:35,1.9,8.74
7/26/22 9:35,3.4,8.73
7/26/22 9:35,3.4,8.74
7/26/22 9:35,2,8.73
7/26/22 9:35,2,8.71
7/26/22 9:35,2,8.73
7/26/22 9:35,2,8.73
7/26/22 9:35,3.4,8.71
7/26/22 9:35,3.4,8.7
7/26/22 9:35,2,8.7
7/26/22 9:35,2,8.7
7/26/22 9:35,3.3,8.69
7/26/22 9:35,2,8.7
7/26/22 9:35,3.3,8.7
7/26/22 9:35,2,8.7
7/26/22 9:35,2,8.7
7/26/22 9:35,3.4,8.71
7/26/22 9:35,2,8.71
7/26/22 9:35,3.4,8.7
7/26/22 9:35,2,8.7
7/26/22 9:35,3.4,8.7
7/26/22 9:35,2,8.7
7/26/22 9:35,2,8.7
7/26/22 9:35,2,8.69
7/26/22 9:35,2,8.69
7/26/22 9:35,3.4,8.68
7/26/22 9:35,3.7,8.69
7/26/22 9:35,3.4,8.69
7/26/22 9:35,3.4,8.69
7/26/22 9:35,2,8.68
7/26/22 9:35,2,8.67
7/26/22 9:35,2,8.65
7/26/22 9:35,2,8.65
7/26/22 9:35,2,8.64
7/26/22 9:35,2,8.64
7/26/22 9:35,1.9,8.64
7/26/22 9:35,2,8.63
7/26/22 9:35,2,8.62
7/26/22 9:35,2,8.62
7/26/22 9:35,2,8.62
7/26/22 9:35,2,8.62
7/26/22 9:35,2,8.62
7/26/22 9:35,2,8.63
7/26/22 9:35,3.4,8.64
7/26/22 9:35,2,8.63
7/26/22 9:35,3.4,8.63
7/26/22 9:35,2,8.62
7/26/22 9:35,2,8.62
7/26/22 9:35,2,8.63
7/26/22 9:35,2,8.64
7/26/22 9:35,2,8.63
7/26/22 9:36,2,8.64
7/26/22 9:36,2,8.64
7/26/22 9:36,2.2,8.63
7/26/22 9:36,2,8.62
7/26/22 9:36,2,8.62
7/26/22 9:36,1.9,8.63
7/26/22 9:36,2,8.63
7/26/22 9:36,2,8.62
7/26/22 9:36,2,8.62
7/26/22 9:36,2,8.62
7/26/22 9:36,2,8.62
7/26/22 9:36,2,8.62
7/26/22 9:36,2,8.62
7/26/22 9:36,2,8.6
7/26/22 9:36,1.9,8.6
7/26/22 9:36,3.4,8.6
7/26/22 9:36,2,8.6
7/26/22 9:36,3.4,8.62
7/26/22 9:36,2,8.6
7/26/22 9:36,2,8.6
7/26/22 9:36,2,8.6
7/26/22 9:36,2,8.6
7/26/22 9:36,3.4,8.62
7/26/22 9:36,2,8.6
7/26/22 9:36,2,8.6
7/26/22 9:36,2,8.6
7/26/22 9:36,2,8.6
7/26/22 9:36,2,8.59
7/26/22 9:36,2,8.59
7/26/22 9:36,2,8.59
7/26/22 9:36,2,8.58
7/26/22 9:36,3.3,8.58
7/26/22 9:36,2,8.58
7/26/22 9:36,2,8.58
7/26/22 9:36,2.2,8.58
7/26/22 9:36,2,8.58
7/26/22 9:36,2,8.58
7/26/22 9:36,2,8.57
7/26/22 9:36,2,8.58
7/26/22 9:36,3.4,8.58
7/26/22 9:36,3.4,8.57
7/26/22 9:36,2,8.57
7/26/22 9:36,2,8.57
7/26/22 9:36,2,8.56
7/26/22 9:36,2,8.56
7/26/22 9:36,2,8.56
7/26/22 9:36,2,8.56
7/26/22 9:36,2,8.56
7/26/22 9:36,2,8.54
7/26/22 9:36,2,8.54
7/26/22 9:36,2.2,8.53
7/26/22 9:36,2,8.53
7/26/22 9:36,2,8.53
7/26/22 9:36,3.4,8.53
7/26/22 9:36,1.9,8.53
7/26/22 9:36,2,8.53
7/26/22 9:36,2,8.53
7/26/22 9:36,2,8.53
7/26/22 9:36,2,8.53
7/26/22 9:36,2,8.54
7/26/22 9:37,2,8.53
7/26/22 9:37,2,8.54
7/26/22 9:37,2,8.54
7/26/22 9:37,2,8.53
7/26/22 9:37,2,8.53
7/26/22 9:37,1.9,8.53
7/26/22 9:37,2,8.53
7/26/22 9:37,2,8.52
7/26/22 9:37,2,8.52
7/26/22 9:37,2,8.52
7/26/22 9:37,2,8.52
7/26/22 9:37,2,8.53
7/26/22 9:37,2,8.52
7/26/22 9:37,3.4,8.52
7/26/22 9:37,2,8.53
7/26/22 9:37,2,8.52
7/26/22 9:37,2,8.52
7/26/22 9:37,2,8.52
7/26/22 9:37,2,8.52
7/26/22 9:37,2,8.51
7/26/22 9:37,2,8.51
7/26/22 9:37,2,8.51
7/26/22 9:37,2,8.51
7/26/22 9:37,2,8.51
7/26/22 9:37,2.2,8.51
7/26/22 9:37,2,8.51
7/26/22 9:37,2,8.51
7/26/22 9:37,1.9,8.51
7/26/22 9:37,2,8.51
7/26/22 9:37,2,8.51
7/26/22 9:37,2,8.51
7/26/22 9:37,2,8.5
7/26/22 9:37,3.4,8.5
7/26/22 9:37,2,8.48
7/26/22 9:37,2,8.5
7/26/22 9:37,2,8.48
7/26/22 9:37,3.4,8.48
7/26/22 9:37,3.4,8.48
7/26/22 9:37,2,8.5
7/26/22 9:37,2,8.48
7/26/22 9:37,2.2,8.48
7/26/22 9:37,2,8.47
7/26/22 9:37,2,8.47
7/26/22 9:37,2,8.46
7/26/22 9:37,2,8.47
7/26/22 9:37,2,8.47
7/26/22 9:37,2,8.47
7/26/22 9:37,2,8.47
7/26/22 9:37,3.4,8.46
7/26/22 9:37,2,8.46
7/26/22 9:37,3.4,8.46
7/26/22 9:37,2,8.45
7/26/22 9:37,2,8.46
7/26/22 9:37,2.2,8.45
7/26/22 9:37,2,8.46
7/26/22 9:37,1.9,8.45
7/26/22 9:37,3.4,8.45
7/26/22 9:37,3.3,8.46
7/26/22 9:37,2,8.46
7/26/22 9:37,3.3,8.45
7/26/22 9:38,2,8.45
7/26/22 9:38,2,8.43
7/26/22 9:38,2,8.46
7/26/22 9:38,2,8.45
7/26/22 9:38,2,8.45
7/26/22 9:38,2,8.45
7/26/22 9:38,2,8.45
7/26/22 9:38,2,8.45
7/26/22 9:38,2,8.43
7/26/22 9:38,2,8.43
7/26/22 9:38,2,8.43
7/26/22 9:38,2,8.43
7/26/22 9:38,3.4,8.42
7/26/22 9:38,2,8.42
7/26/22 9:38,2,8.42
7/26/22 9:38,2,8.42
7/26/22 9:38,2,8.41
7/26/22 9:38,2,8.41
7/26/22 9:38,3.4,8.41
7/26/22 9:38,2,8.41
7/26/22 9:38,3.4,8.4
7/26/22 9:38,2,8.4
7/26/22 9:38,2,8.4
7/26/22 9:38,2,8.41
7/26/22 9:38,3.4,8.41
7/26/22 9:38,1.9,8.4
7/26/22 9:38,2,8.41
7/26/22 9:38,2,8.39
7/26/22 9:38,3.7,8.39
7/26/22 9:38,2,8.39
7/26/22 9:38,3.4,8.39
7/26/22 9:38,2,8.37
7/26/22 9:38,3.4,8.37
7/26/22 9:38,1.9,8.36
7/26/22 9:38,2,8.36
7/26/22 9:38,2,8.35
7/26/22 9:38,2,8.35
7/26/22 9:38,1.9,8.36
7/26/22 9:38,2,8.36
7/26/22 9:38,2,8.35
7/26/22 9:38,2,8.35
7/26/22 9:38,2,8.35
7/26/22 9:38,2,8.35
7/26/22 9:38,2,8.34
7/26/22 9:38,3.4,8.34
7/26/22 9:38,2,8.33
7/26/22 9:38,2,8.33
7/26/22 9:38,2,8.33
7/26/22 9:38,2,8.3
7/26/22 9:38,2,8.3
7/26/22 9:38,2,8.3
7/26/22 9:38,2,8.3
7/26/22 9:38,2,8.3
7/26/22 9:38,2,8.29
7/26/22 9:38,2,8.3
7/26/22 9:38,2,8.29
7/26/22 9:38,2,8.29
7/26/22 9:38,2,8.29
7/26/22 9:38,2,8.27
7/26/22 9:38,2,8.27
7/26/22 9:39,2,8.27
7/26/22 9:39,2,8.27
7/26/22 9:39,2,8.27
7/26/22 9:39,2,8.27
7/26/22 9:39,2,8.25
7/26/22 9:39,2,8.27
7/26/22 9:39,2,8.27
7/26/22 9:39,2,8.27
7/26/22 9:39,2,8.27
7/26/22 9:39,2,8.27
7/26/22 9:39,2,8.27
7/26/22 9:39,3.4,8.27
7/26/22 9:39,2,8.27
7/26/22 9:39,2,8.27
7/26/22 9:39,2,8.27
7/26/22 9:39,2,8.28
7/26/22 9:39,2,8.27
7/26/22 9:39,2,8.27
7/26/22 9:39,1.9,8.27
7/26/22 9:39,3.4,8.27
7/26/22 9:39,2,8.27
7/26/22 9:39,2,8.27
7/26/22 9:39,2,8.25
7/26/22 9:39,2,8.27
7/26/22 9:39,2,8.25
7/26/22 9:39,2,8.25
7/26/22 9:39,2,8.25
7/26/22 9:39,1.9,8.25
7/26/22 9:39,2,8.25
7/26/22 9:39,3.4,8.25
7/26/22 9:39,1.9,8.24
7/26/22 9:39,2,8.24
7/26/22 9:39,3.4,8.24
7/26/22 9:39,2,8.23
7/26/22 9:39,2.2,8.22
7/26/22 9:39,2,8.22
7/26/22 9:39,2,8.2
7/26/22 9:39,3.3,8.2
7/26/22 9:39,2,8.2
7/26/22 9:39,3.4,8.2
7/26/22 9:39,2,8.2
7/26/22 9:39,2,8.2
7/26/22 9:39,2,8.18
7/26/22 9:39,1.6,8.19
7/26/22 9:39,2.2,8.19
7/26/22 9:39,3.4,8.19
7/26/22 9:39,2,8.19
7/26/22 9:39,2,8.19
7/26/22 9:39,2,8.18
7/26/22 9:39,1.9,8.18
7/26/22 9:39,2,8.18
7/26/22 9:39,2,8.17
7/26/22 9:39,2,8.17
7/26/22 9:39,3.4,8.17
7/26/22 9:39,2,8.16
7/26/22 9:39,3.4,8.17
7/26/22 9:39,2,8.16
7/26/22 9:39,2,8.16
7/26/22 9:39,2,8.16
7/26/22 9:39,2,8.16
7/26/22 9:40,2,8.16
7/26/22 9:40,2,8.16
7/26/22 9:40,2,8.16
7/26/22 9:40,2,8.14
7/26/22 9:40,2,8.16
7/26/22 9:40,2,8.14
7/26/22 9:40,3.4,8.14
7/26/22 9:40,2,8.16
7/26/22 9:40,2,8.16
7/26/22 9:40,2,8.16
7/26/22 9:40,2,8.16
7/26/22 9:40,2,8.16
7/26/22 9:40,2,8.14
7/26/22 9:40,2,8.16
7/26/22 9:40,2,8.16
7/26/22 9:40,1.9,8.16
7/26/22 9:40,2,8.16
7/26/22 9:40,3.4,8.16
7/26/22 9:40,1.9,8.14
7/26/22 9:40,3.4,8.14
7/26/22 9:40,2,8.14
7/26/22 9:40,2,8.14
7/26/22 9:40,2,8.13
7/26/22 9:40,2,8.13
7/26/22 9:40,2,8.13
7/26/22 9:40,2,8.13
7/26/22 9:40,2,8.13
7/26/22 9:40,2,8.13
7/26/22 9:40,2,8.13
7/26/22 9:40,3.4,8.13
7/26/22 9:40,2,8.13
7/26/22 9:40,3.4,8.13
7/26/22 9:40,3.4,8.13
7/26/22 9:40,2,8.13
7/26/22 9:40,1.6,8.12
7/26/22 9:40,2,8.13
7/26/22 9:40,3.4,8.12
7/26/22 9:40,2,8.12
7/26/22 9:40,2,8.12
7/26/22 9:40,2,8.12
7/26/22 9:40,2,8.12
7/26/22 9:40,2.2,8.12
7/26/22 9:40,2,8.12
7/26/22 9:40,2,8.12
7/26/22 9:40,3.4,8.12
7/26/22 9:40,2,8.12
7/26/22 9:40,2,8.12
7/26/22 9:40,2,8.11
7/26/22 9:40,3.4,8.11
7/26/22 9:40,2,8.11
7/26/22 9:40,2,8.1
7/26/22 9:40,3.4,8.08
7/26/22 9:40,2,8.08
7/26/22 9:40,2,8.08
7/26/22 9:40,1.4,8.08
7/26/22 9:40,2,8.05
7/26/22 9:40,2,8.06
7/26/22 9:40,2,8.03
7/26/22 9:40,1.9,8.03
7/26/22 9:40,2,8.05
7/26/22 9:41,2,8.05
7/26/22 9:41,2,8.05
7/26/22 9:41,2,8.05
7/26/22 9:41,2,8.05
7/26/22 9:41,2.2,8.05
7/26/22 9:41,2,8.05
7/26/22 9:41,2,8.05
7/26/22 9:41,1.4,8.05
7/26/22 9:41,2,8.06
7/26/22 9:41,3.4,8.05
7/26/22 9:41,2,8.05
7/26/22 9:41,2,8.05
7/26/22 9:41,2,8.05
7/26/22 9:41,2,8.05
7/26/22 9:41,2,8.05
7/26/22 9:41,2,8.06
7/26/22 9:41,2,8.05
7/26/22 9:41,3.4,8.05
7/26/22 9:41,2,8.05
7/26/22 9:41,2.2,8.05
7/26/22 9:41,2,8.05
7/26/22 9:41,2.2,8.05
7/26/22 9:41,2.2,8.03
7/26/22 9:41,2,8.05
7/26/22 9:41,2,8.03
7/26/22 9:41,2,8.05
7/26/22 9:41,2.2,8.05
7/26/22 9:41,2,8.03
7/26/22 9:41,3.4,8.03
7/26/22 9:41,3.4,8.03
7/26/22 9:41,2,8.03
7/26/22 9:41,2,8.03
7/26/22 9:41,2,8.03
7/26/22 9:41,2,8.03
7/26/22 9:41,2,8.03
7/26/22 9:41,2.2,8.03
7/26/22 9:41,2,8.03
7/26/22 9:41,2,8.03
7/26/22 9:41,2,8.02
7/26/22 9:41,2.2,8.02
7/26/22 9:41,2,8.03
7/26/22 9:41,3.4,8.02
7/26/22 9:41,2,8.02
7/26/22 9:41,2,8.02
7/26/22 9:41,2,8.02
7/26/22 9:41,3.4,8.02
7/26/22 9:41,2,8.02
7/26/22 9:41,2,8.02
7/26/22 9:41,2,8.01
7/26/22 9:41,2,8.02
7/26/22 9:41,2,8.02
7/26/22 9:41,2,8.02
7/26/22 9:41,2,8.01
7/26/22 9:41,2.2,8.01
7/26/22 9:41,2,8.01
7/26/22 9:41,2,8.01
7/26/22 9:41,2,8.01
7/26/22 9:41,2,8.01
7/26/22 9:41,2,8.01
7/26/22 9:41,2,8.01
7/26/22 9:42,3.3,8.02
7/26/22 9:42,2,8.01
7/26/22 9:42,2,8.01
7/26/22 9:42,2,8.01
7/26/22 9:42,2.2,8.01
7/26/22 9:42,2,8.02
7/26/22 9:42,2,8.01
7/26/22 9:42,2,8.01
7/26/22 9:42,2,8
7/26/22 9:42,2,8
