"DateTime","AirPress_kpa","AirTemp_C","Stn01_WL_m","Stn01_WLTemp_C","Stn01_EC_uS","Stn01_ECTemp_C","Stn01_DO_mg.L","Stn01_DOTemp_C","Stn02_DO_mg.L","Stn02_DOTemp_C","Stn03_WL_m","Stn03_WLTemp_C","Stn04_DO_mg.L","Stn04_DOTemp_C","Stn01_CO2_ppm","Stn02_CO2_ppm","Stn03_CO2_ppm","Stn04_CO2_ppm"
2019-07-12 14:45:00,62.3299,6.523,0.1712,12.959,NA,NA,NA,NA,NA,NA,0.205555158,12.776,NA,NA,5811.31252133298,5589.56506986106,4813.44898970935,776.116080151707
2019-07-12 15:00:00,62.3266,6.53,0.1689,13.331,NA,NA,NA,NA,NA,NA,0.205167664,12.966,NA,NA,5616.86376768193,5448.51090271054,4664.13960000291,792.023705660872
2019-07-12 15:15:00,62.3161,6.524,0.1685,13.271,NA,NA,NA,NA,NA,NA,0.197397398,13.307,NA,NA,6091.56823641965,5454.79221170576,4514.97217523044,794.052030817927
2019-07-12 15:30:00,62.3047,6.523,0.1698,13.323,NA,NA,NA,NA,NA,NA,0.195419141,13.2,NA,NA,5915.77417076635,5716.27984075348,4814.71892627223,755.776596394923
2019-07-12 15:45:00,62.2973,6.516,0.168,13.188,NA,NA,NA,NA,NA,NA,0.194113899,13.254,NA,NA,6056.9577263205,5926.45293373818,4901.60647434175,771.513626736642
2019-07-12 16:00:00,62.2976,6.508,0.1658,13.014,NA,NA,NA,NA,NA,NA,0.195205,13.09,NA,NA,6366.9490766099,5968.0558814488,4828.9089683445,770.937809878669
2019-07-12 16:15:00,62.2973,6.509,0.1656,12.919,NA,NA,NA,NA,NA,NA,0.191044542,12.927,NA,NA,4019.93224954232,4081.30526098572,4775.58745293911,794.013335548913
2019-07-12 16:30:00,62.2931,6.506,0.1646,12.739,NA,NA,NA,NA,NA,NA,0.18857682,12.821,NA,NA,NA,NA,NA,771.058302482923
2019-07-12 16:45:00,62.2939,6.503,0.1626,12.601,NA,NA,NA,NA,NA,NA,0.187648874,12.672,NA,NA,NA,NA,NA,NA
2019-07-12 17:00:00,62.3012,6.496,0.1605,12.334,NA,NA,5.3,12.8388888888889,NA,NA,0.185894956,12.491,6.48,12.4222222222222,3993.76044263304,3871.11136953875,3407.34456190094,724.396087963191
2019-07-12 17:15:00,62.3065,6.496,0.1583,12.177,NA,NA,5.28,12.6611111111111,NA,NA,0.184701884,12.253,6.5,12.3,3990.83451156885,3906.57504971231,3366.54849872266,723.865376858457
2019-07-12 17:30:00,62.3216,6.495,0.1548,11.996,NA,NA,5.2,12.4777777777778,NA,NA,0.183131515,12.119,6.52,12.1388888888889,4011.94783611333,3935.38394611117,3410.92129959635,746.497927521087
2019-07-12 17:45:00,62.3222,6.487,0.1525,11.704,NA,NA,5.04,12.2222222222222,NA,NA,0.181714104,11.906,6.55,11.9777777777778,4162.83878329774,4002.14096261897,3432.04631306809,730.792470229659
2019-07-12 18:00:00,62.3312,6.483,0.1524,11.456,NA,NA,4.92,11.9611111111111,NA,NA,0.176533926,11.642,6.58,11.8222222222222,4230.58250046977,4123.4791460275,3522.93533719047,745.898361294399
2019-07-12 18:15:00,62.3413,6.48,0.1522,11.231,NA,NA,4.8,11.7222222222222,NA,NA,0.172648793,11.398,6.6,11.6222222222222,4328.24016039583,4221.18121649911,3552.06281714463,745.589073566419
2019-07-12 18:30:00,62.3474,6.478,0.1517,10.977,NA,NA,4.67,11.4777777777778,NA,NA,0.173658316,11.176,6.64,11.4,4445.99377134464,4300.84964478872,3670.61856895378,729.540215057411
2019-07-12 18:45:00,62.35,6.478,0.1539,10.752,NA,NA,4.54,11.2388888888889,NA,NA,0.172251102,10.927,6.67,11.1777777777778,4481.0542153043,4389.44833696759,3690.95351465014,759.565407875261
2019-07-12 19:00:00,62.3513,6.479,0.1537,10.573,NA,NA,4.43,11.0388888888889,NA,NA,0.171210988,10.725,6.71,10.9777777777778,4547.16186063556,4463.23773233524,3734.62370936427,774.390820225686
2019-07-12 19:15:00,62.3621,6.479,0.1529,10.375,NA,NA,4.34,10.8388888888889,NA,NA,0.170884678,10.541,6.74,10.7611111111111,4642.77344574018,4528.41941998304,3807.98905771301,758.548370855744
2019-07-12 19:30:00,62.3722,6.481,0.1525,10.223,NA,NA,4.24,10.6777777777778,NA,NA,0.171160002,10.354,6.77,10.5777777777778,4737.79359565709,4608.30406008447,3865.64348841796,773.128697683593
2019-07-12 19:45:00,62.3739,6.484,0.1524,10.066,NA,NA,4.15,10.5222222222222,NA,NA,0.171506707,10.201,6.81,10.4222222222222,4833.81342108252,4666.34271987966,3946.97993516738,757.424307712931
2019-07-12 20:00:00,62.3839,6.486,0.1519,9.926,NA,NA,4.08,10.3777777777778,NA,NA,0.169416281,10.051,6.84,10.2388888888889,4885.32224564935,4755.96013011035,4006.42081360496,764.758388921744
2019-07-12 20:15:00,62.3852,6.49,0.1522,9.8,NA,NA,4.01,10.2611111111111,NA,NA,0.170140282,9.916,6.86,10.1,4981.20718656815,4859.52884307946,4087.6318515731,787.106784442448
2019-07-12 20:30:00,62.3958,6.492,0.1509,9.676,NA,NA,3.95,10.1222222222222,NA,NA,0.16876366,9.797,6.88,9.96111111111111,5032.55466633781,4880.51373986235,4146.91626961824,794.413840834292
2019-07-12 20:45:00,62.4031,6.494,0.1508,9.567,NA,NA,3.88,10,NA,NA,0.168712674,9.672,6.91,9.83888888888889,5098.17008819967,4915.82123258597,4167.43113767141,816.770915769693
2019-07-12 21:00:00,62.4098,6.498,0.1511,9.469,NA,NA,3.83,9.92222222222222,NA,NA,0.16741763,9.569,6.92,9.73888888888889,5165.15839425107,4960.07122271463,4242.26612233709,793.763312057701
2019-07-12 21:15:00,62.427,6.501,0.15,9.337,NA,NA,3.79,9.77777777777778,NA,NA,0.167285066,9.455,6.94,9.62222222222222,5139.00398473451,5025.14126719977,4254.67021188137,770.471055318393
2019-07-12 21:30:00,62.4312,6.503,0.1498,9.214,NA,NA,3.74,9.66111111111111,NA,NA,0.166234754,9.338,6.96,9.52222222222222,5190.48981491948,5015.95580067511,4329.20239680053,792.991499501587
2019-07-12 21:45:00,62.4377,6.505,0.1498,9.122,NA,NA,3.71,9.56111111111111,NA,NA,0.163573285,9.218,6.97,9.4,5258.18029741171,5098.84150052045,4328.70398221267,800.487765334684
2019-07-12 22:00:00,62.4452,6.511,0.1497,9.046,NA,NA,3.67,9.47777777777778,NA,NA,0.165796275,9.126,7,9.3,5269.19428826481,5094.81807440857,4332.86983560193,799.856111384083
2019-07-12 22:15:00,62.4415,6.514,0.1495,8.96,NA,NA,3.62,9.4,NA,NA,0.165082471,9.053,7.02,9.2,5306.62668731862,5162.58967723426,4370.38612177026,822.527136534386
2019-07-12 22:30:00,62.449,6.517,0.1486,8.856,NA,NA,3.59,9.3,NA,NA,0.163246975,8.962,7.03,9.12222222222222,5358.85349017051,5192.09991621895,4430.33927157661,799.659184176787
2019-07-12 22:45:00,62.4474,6.521,0.1487,8.793,NA,NA,3.56,9.22222222222222,NA,NA,0.164735766,8.872,7.04,9.03888888888889,5431.79907341989,5219.67860751228,4465.89338044773,844.693998167807
2019-07-12 23:00:00,62.4448,6.526,0.1488,8.727,NA,NA,3.53,9.16111111111111,NA,NA,0.163512102,8.815,7.06,8.96111111111111,5439.53064381973,5303.16358032564,4503.90106929085,814.414406978581
2019-07-12 23:15:00,62.4462,6.531,0.1484,8.669,NA,NA,3.5,9.1,NA,NA,0.162268044,8.752,7.07,8.87777777777777,5499.84811588461,5325.61050339791,4511.2390537318,821.946998035097
2019-07-12 23:30:00,62.4482,6.535,0.1487,8.607,NA,NA,3.47,9.03888888888889,NA,NA,0.164735766,8.688,7.08,8.82222222222222,5519.03292202112,5276.77084588301,4553.76996240837,828.990541785065
2019-07-12 23:45:00,62.434,6.539,0.149,8.54,NA,NA,3.46,8.96111111111111,NA,NA,0.163807821,8.625,7.09,8.76111111111111,5519.83225801143,5307.82223987108,4516.57056502582,813.967033931727
2019-07-13 00:00:00,62.424,6.543,0.1496,8.491,NA,NA,3.45,8.92222222222222,NA,NA,0.165082471,8.564,7.1,8.7,5525.98830052221,5306.46273789873,4545.69311570355,821.328398091315
2019-07-13 00:15:00,62.4059,6.548,0.1508,8.438,NA,NA,3.45,8.86111111111111,NA,NA,0.165133457,8.524,7.1,8.66111111111111,5564.59626627173,5307.1863709612,4584.16740030956,821.440401211541
2019-07-13 00:30:00,62.3786,6.555,0.1513,8.38,NA,NA,3.44,8.8,NA,NA,0.167193291,8.463,7.12,8.6,5518.59509461515,5344.48304087558,4545.83862046145,836.494866879251
2019-07-13 00:45:00,62.3781,6.558,0.1514,8.323,NA,NA,3.44,8.73888888888889,NA,NA,0.165990022,8.41,7.13,8.56111111111111,5518.63003029246,5314.23632546681,4553.43753528246,836.500162341999
2019-07-13 01:00:00,62.3623,6.56,0.1513,8.277,NA,NA,3.43,8.7,NA,NA,0.168039659,8.357,7.14,8.5,5509.64702607952,5335.57850739843,4544.70197686916,851.422102244431
2019-07-13 01:15:00,62.3619,6.562,0.1506,8.233,NA,NA,3.43,8.66111111111111,NA,NA,0.166948558,8.307,7.15,8.43888888888889,5539.90848063294,5365.8403179901,4559.82904314391,828.715817799599
2019-07-13 01:30:00,62.3489,6.563,0.1511,8.173,NA,NA,3.42,8.6,NA,NA,0.167325855,8.255,7.16,8.37777777777778,5547.26781012901,5350.50251263466,4567.22527068602,828.684618293487
2019-07-13 01:45:00,62.3338,6.562,0.1512,8.121,NA,NA,3.41,8.53888888888889,NA,NA,0.167805123,8.196,7.17,8.32222222222222,5562.15253693363,5372.96367513316,4567.01912386319,828.64721468603
2019-07-13 02:00:00,62.3293,6.563,0.1507,8.066,NA,NA,3.39,8.47777777777778,NA,NA,0.167030136,8.148,7.18,8.27777777777778,5562.26873052742,5365.50820400536,4582.2499541964,805.961387484585
2019-07-13 02:15:00,62.3244,6.565,0.1506,8.03,NA,NA,3.37,8.43888888888889,NA,NA,0.165826866,8.096,7.18,8.22222222222222,5615.68932687238,5449.18640882495,4650.72923364296,828.730433008795
2019-07-13 02:30:00,62.3272,6.565,0.1497,7.978,NA,NA,3.36,8.4,NA,NA,0.164011765,8.057,7.19,8.17777777777778,5616.24465636958,5434.58714726868,4643.62007639183,828.812385272869
2019-07-13 02:45:00,62.3163,6.558,0.1495,7.921,NA,NA,3.36,8.33888888888889,NA,NA,0.165021288,8.004,7.2,8.12222222222222,5668.24885936134,5426.0806837945,4665.52125740489,836.236981254243
2019-07-13 03:00:00,62.2992,6.558,0.1497,7.863,NA,NA,3.35,8.27777777777778,NA,NA,0.166122585,7.951,7.21,8.07777777777778,5667.74556901905,5455.8672299903,4649.97283332738,858.86398142011
2019-07-13 03:15:00,62.3012,6.545,0.1491,7.72,NA,NA,3.4,8.16111111111111,NA,NA,0.169977127,7.87,7.21,8.02222222222222,5586.93893285521,5405.49571988021,4683.50293491719,850.515060820313
2019-07-13 03:30:00,62.2899,6.537,0.1493,7.678,NA,NA,3.39,8.1,NA,NA,0.16843735,7.752,7.23,7.93888888888889,5602.04774995848,5390.36443417057,4653.2528881234,842.95320394112
2019-07-13 03:45:00,62.2739,6.537,0.1496,7.615,NA,NA,3.39,8.03888888888889,NA,NA,0.16858011,7.704,7.24,7.86111111111111,5609.94644021738,5420.93207228553,4623.29143961311,827.882931541514
2019-07-13 04:00:00,62.2726,6.537,0.1499,7.563,NA,NA,3.39,7.97777777777778,NA,NA,0.167703151,7.649,7.26,7.77777777777778,5624.84786766414,5450.96144164764,4653.35196578935,865.651990386483
2019-07-13 04:15:00,62.2847,6.535,0.1484,7.496,NA,NA,3.4,7.92222222222222,NA,NA,0.168977801,7.591,7.27,7.73888888888889,5583.714798847,5402.37629387768,4643.02130431865,850.02424204369
2019-07-13 04:30:00,62.2923,6.531,0.1488,7.46,NA,NA,3.39,7.87777777777778,NA,NA,0.167590982,7.54,7.28,7.67777777777778,5613.45108044079,5417.01806820464,4619.95334547718,834.840302003644
2019-07-13 04:45:00,62.3047,6.527,0.1483,7.408,NA,NA,3.39,7.82222222222222,NA,NA,0.16781532,7.493,7.29,7.63888888888889,5611.21258699612,5399.75370081053,4640.76734146584,849.611596281378
2019-07-13 05:00:00,62.3012,6.523,0.1489,7.347,NA,NA,3.41,7.76111111111111,NA,NA,0.17302609,7.438,7.3,7.57777777777778,5620.97527067541,5409.71713969701,4628.81654840183,848.804990538233
2019-07-13 05:15:00,62.3099,6.517,0.1494,7.26,NA,NA,3.41,7.67777777777778,NA,NA,0.174198768,7.376,7.31,7.53888888888889,5587.77285684401,5406.79235945635,4648.93652664552,840.805227446838
2019-07-13 05:30:00,62.3217,6.506,0.1492,7.167,NA,NA,3.44,7.57777777777778,NA,NA,0.172720174,7.28,7.32,7.46111111111111,5518.25090813039,5352.401837121,4632.46609705754,848.091840388891
2019-07-13 05:45:00,62.3367,6.501,0.1493,7.074,NA,NA,3.48,7.5,NA,NA,0.17404581,7.183,7.34,7.37777777777778,5498.83270819601,5318.04916710464,4613.74662160282,832.357553774876
2019-07-13 06:00:00,62.3335,6.483,0.1499,6.992,NA,NA,3.52,7.4,NA,NA,0.175279671,7.079,7.36,7.27777777777778,5428.25880190531,5262.62538492623,4551.15457108427,839.460272416702
2019-07-13 06:15:00,62.3228,6.485,0.151,6.983,NA,NA,3.52,7.37777777777778,NA,NA,0.175667164,7.048,7.37,7.2,5420.72157978869,5240.0308604624,4513.50359317128,839.458966870054
2019-07-13 06:30:00,62.3319,6.488,0.1509,6.972,NA,NA,3.52,7.37777777777778,NA,NA,0.178043112,7.038,7.38,7.13888888888889,5425.27624354008,5304.8817637944,4541.12928290768,854.048340695977
2019-07-13 06:45:00,62.3576,6.492,0.1501,6.94,NA,NA,3.52,7.36111111111111,NA,NA,0.174657642,7.018,7.39,7.12222222222222,5455.63204770831,5267.50680468388,4548.86837633058,823.988564446978
2019-07-13 07:00:00,62.3635,6.499,0.151,6.898,NA,NA,3.58,7.3,NA,NA,0.178767113,6.987,7.4,7.12222222222222,5383.37818168358,5255.56054329165,4507.45142446831,845.852018770116
2019-07-13 07:15:00,62.3781,6.504,0.1517,6.884,NA,NA,3.66,7.3,NA,NA,0.181816076,6.953,7.4,7.1,5333.86777868331,5168.59300244242,4481.20018307689,852.667595606417
2019-07-13 07:30:00,62.3995,6.51,0.1523,6.869,NA,NA,3.81,7.27777777777778,NA,NA,0.180949314,6.94,7.41,7.06111111111111,5182.32177939026,5024.59894262621,4450.0371801286,859.964990927804
2019-07-13 07:45:00,62.3994,6.52,0.1537,6.892,NA,NA,3.94,7.3,NA,NA,0.180143735,6.933,7.42,7.06111111111111,5130.2670694567,4972.52825765788,4375.37418441951,837.517976931803
2019-07-13 08:00:00,62.4063,6.531,0.154,6.92,NA,NA,4.08,7.32222222222222,NA,NA,0.17914441,6.969,7.42,7.03888888888889,5048.52223217596,4875.73054863423,4301.01038381062,845.176712975887
2019-07-13 08:15:00,62.4247,6.542,0.1547,6.967,NA,NA,4.24,7.36111111111111,NA,NA,0.182366725,6.993,7.42,7.06111111111111,4872.30241872119,4759.69142291099,4185.37534427898,829.567669135117
2019-07-13 08:30:00,62.4305,6.551,0.1553,7.016,NA,NA,4.38,7.42222222222222,NA,NA,0.185558448,7.045,7.42,7.1,4802.81727938982,4660.23364140793,4108.66009447801,836.740822893695
2019-07-13 08:45:00,62.4426,6.564,0.1565,7.095,NA,NA,4.52,7.47777777777778,NA,NA,0.184977208,7.096,7.42,7.13888888888889,4750.67218936658,4623.08699628722,4078.97367286056,821.7987436582
2019-07-13 09:00:00,62.442,6.575,0.1582,7.202,NA,NA,4.66,7.57777777777778,NA,NA,0.183264078,7.193,7.41,7.17777777777778,4663.5052556043,4565.87954171886,3983.88009355569,822.308897727328
2019-07-13 09:15:00,62.4466,6.584,0.159,7.312,NA,NA,4.79,7.7,NA,NA,0.185986731,7.307,7.4,7.26111111111111,4588.01096159191,4467.86664835874,3930.97174859798,799.710584958328
2019-07-13 09:30:00,62.46,6.587,0.16,7.409,NA,NA,4.91,7.8,NA,NA,0.181816076,7.396,7.38,7.36111111111111,4501.2817780968,4396.07652785747,3836.23430336964,807.826028623381
2019-07-13 09:45:00,62.4667,6.593,0.1618,7.56,NA,NA,5.05,7.93888888888889,NA,NA,0.188230115,7.524,7.37,7.46111111111111,4423.30144508068,4325.67339960352,3818.75854808748,769.759589339168
2019-07-13 10:00:00,62.4665,6.599,0.1634,7.727,NA,NA,5.2,8.1,NA,NA,0.184467348,7.685,7.35,7.57777777777778,4323.16803824728,4247.98250714733,3763.03583155264,815.763012434488
2019-07-13 10:15:00,62.4769,6.601,0.164,7.781,NA,NA,5.28,8.17777777777778,NA,NA,0.190463302,7.811,7.32,7.7,4260.28718744975,4147.58117719975,3700.51400320811,785.18520474162
2019-07-13 10:30:00,62.4634,6.602,0.1658,7.879,NA,NA,5.38,8.27777777777778,NA,NA,0.189984033,7.88,7.3,7.83888888888889,4194.89569066848,4112.20061432914,3627.30675761208,785.603225223756
2019-07-13 10:45:00,62.4564,6.602,0.1683,8.001,NA,NA,5.46,8.37777777777778,NA,NA,0.191289275,7.981,7.28,7.92222222222222,4158.42213537412,4008.02712143654,3590.68095775975,778.294197126982
2019-07-13 11:00:00,62.4616,6.609,0.1723,8.289,NA,NA,5.58,8.63888888888889,NA,NA,0.189423187,8.159,7.27,8.03888888888889,4086.65425586657,4003.86752140151,3525.96228153497,786.473977418153
2019-07-13 11:15:00,62.4512,6.615,0.1764,8.629,NA,NA,5.66,9,NA,NA,0.185497265,8.536,7.24,8.2,4027.41009685994,3944.44846565122,3457.99162810915,765.50959706233
2019-07-13 11:30:00,62.456,6.614,0.177,8.737,NA,NA,5.72,9.13888888888889,NA,NA,0.197234242,8.723,7.2,8.46111111111111,3947.15637507845,3894.42718686175,3431.1636046722,772.105970315918
2019-07-13 11:45:00,62.451,6.61,0.178,8.79,NA,NA,5.76,9.2,NA,NA,0.19145243,8.797,7.16,8.66111111111111,3906.77680333092,3823.81436156134,3390.14705231129,765.517076328356
2019-07-13 12:00:00,62.4509,6.614,0.1781,9.058,NA,NA,5.86,9.42222222222222,NA,NA,0.186710732,8.928,7.14,8.77777777777778,3873.70767819098,3722.68593635118,3371.56038657363,743.782078561037
2019-07-13 12:15:00,62.4531,6.615,0.1792,9.303,NA,NA,5.91,9.67777777777778,NA,NA,0.18820972,9.237,7.1,8.93888888888889,3816.46209098473,3725.77388288212,3366.7997258093,767.071093534554
2019-07-13 12:30:00,62.4386,6.615,0.1761,9.51,NA,NA,5.97,9.87777777777778,NA,NA,0.188056762,9.394,7.07,9.16111111111111,3774.16708027192,3721.22285269296,3301.45076260259,737.437455564153
2019-07-13 12:45:00,62.4278,6.617,0.1802,9.744,NA,NA,6.02,10.1222222222222,NA,NA,0.19400173,9.647,7.03,9.36111111111111,3699.07731742286,3630.99613980158,3233.85593701079,745.11066618845
2019-07-13 13:00:00,62.4116,6.613,0.1812,9.794,NA,NA,6.03,10.2222222222222,NA,NA,0.190799809,9.805,6.99,9.56111111111111,3635.7509042833,3575.15505587858,3215.36720597554,746.086383483135
2019-07-13 13:15:00,62.3943,6.614,0.1817,10.028,NA,NA,6.08,10.4,NA,NA,0.195072436,9.915,6.96,9.72222222222222,3613.0322529855,3552.43632421425,3185.07350603858,746.087372995957
2019-07-13 13:30:00,62.3727,6.612,0.1825,10.112,NA,NA,6.1,10.5222222222222,NA,NA,0.192604714,10.076,6.94,9.83888888888889,3511.51843735335,3496.34989118767,3136.09691975293,716.713806328059
2019-07-13 13:45:00,62.3641,6.614,0.1784,10.317,NA,NA,6.16,10.6777777777778,NA,NA,0.188821552,10.178,6.91,10,3522.90854081922,3416.61388657036,3093.93368617205,709.896440876286
2019-07-13 14:00:00,62.3645,6.615,0.1823,10.539,NA,NA,6.14,10.9388888888889,NA,NA,0.198682245,10.515,6.89,10.1222222222222,3453.39789983726,3377.49904489578,3032.15925491206,717.244179196969
2019-07-13 14:15:00,62.3443,6.617,0.1849,10.777,NA,NA,6.18,11.1777777777778,NA,NA,0.195684268,10.698,6.85,10.3611111111111,3435.52649997035,3382.32144355488,3013.68640981912,710.667539263777
2019-07-13 14:30:00,62.3369,6.612,0.1851,10.734,NA,NA,6.16,11.2,NA,NA,0.180041763,10.793,6.82,10.5388888888889,3346.3160844319,3292.95796919039,2961.37539590385,720.334555760397
2019-07-13 14:45:00,62.3235,6.608,0.1863,10.693,NA,NA,6.18,11.1388888888889,NA,NA,0.193389898,10.7,6.8,10.6222222222222,3300.989759998,3232.53605529758,2916.88841695676,733.975833732275
2019-07-13 15:00:00,62.319,6.61,0.1869,10.845,NA,NA,6.2,11.2611111111111,NA,NA,0.18278481,10.781,6.81,10.6222222222222,3269.48695485636,3216.1386828657,2892.23846006524,712.580490161002
2019-07-13 15:15:00,62.307,6.617,0.1873,11.214,NA,NA,6.21,11.6,NA,NA,0.191870515,11.11,6.79,10.7,3261.67402265119,3193.08741937114,2853.96476981979,727.780068138291
2019-07-13 15:30:00,62.3007,6.62,0.1838,11.391,NA,NA,6.21,11.7777777777778,NA,NA,0.193899758,11.288,6.75,10.9222222222222,3255.39333581243,3186.778487985,2839.89231285744,705.208158226345
2019-07-13 15:45:00,62.305,6.623,0.1861,11.62,NA,NA,6.2,12.0222222222222,NA,NA,0.187679466,11.512,6.72,11.1222222222222,3222.69197951997,3192.1451361122,2837.03808149685,714.032464656676
2019-07-13 16:00:00,62.2992,6.621,0.1869,11.641,NA,NA,6.18,12.0777777777778,NA,NA,0.184773264,11.611,6.69,11.3222222222222,3217.91701814401,3172.05596800419,2831.91984613386,699.381014632249
2019-07-13 16:15:00,62.2958,6.617,0.1852,11.577,NA,NA,6.14,12.0388888888889,NA,NA,0.18602752,11.605,6.66,11.4222222222222,3255.60810408301,3217.39674135903,2823.81970530204,722.194755483202
2019-07-13 16:30:00,62.2872,6.611,0.1833,11.435,NA,NA,6.06,11.9388888888889,NA,NA,0.193134968,11.555,6.66,11.4222222222222,3236.63008182567,3167.92802820201,2812.96741781311,706.104440020929
2019-07-13 16:45:00,62.2912,6.605,0.1797,11.256,NA,NA,6.01,11.7611111111111,NA,NA,0.184865039,11.347,6.66,11.3611111111111,3261.11649743279,3200.01829607573,2821.97317517896,698.810678021311
2019-07-13 17:00:00,62.2969,6.599,0.1756,10.997,NA,NA,5.92,11.5222222222222,NA,NA,0.185925548,11.148,6.69,11.2222222222222,3280.89528248345,3219.8553702512,2872.69086943028,698.143996156362
2019-07-13 17:15:00,62.2989,6.597,0.1732,10.815,NA,NA,5.86,11.3222222222222,NA,NA,0.195449732,10.945,6.71,11.0388888888889,3357.36124327743,3235.55221857802,2896.77086863279,727.04761617459
2019-07-13 17:30:00,62.3045,6.594,0.17,10.63,NA,NA,5.78,11.1388888888889,NA,NA,0.186588366,10.761,6.74,10.8611111111111,3389.96563456028,3321.40453183884,2906.22896535898,712.273678272778
2019-07-13 17:45:00,62.3117,6.591,0.1666,10.4,NA,NA,5.68,10.9222222222222,NA,NA,0.18617028,10.559,6.77,10.7,3417.83498359581,3364.55025111213,2957.30265284403,719.343888529629
2019-07-13 18:00:00,62.3127,6.584,0.1653,10.13,NA,NA,5.53,10.6388888888889,NA,NA,0.191748149,10.315,6.8,10.5222222222222,3556.27098237851,3449.88680769197,2997.75406527419,710.494309513655
2019-07-13 18:15:00,62.3222,6.574,0.1655,9.918,NA,NA,5.41,10.4222222222222,NA,NA,0.186965662,10.078,6.84,10.3,3600.97633436195,3517.409373016,3095.77606804324,733.110160898582
2019-07-13 18:30:00,62.3436,6.564,0.1654,9.711,NA,NA,5.31,10.2,NA,NA,0.186669943,9.858,6.87,10.0777777777778,3673.01576029313,3574.36037830179,3107.64453272735,724.737613859492
2019-07-13 18:45:00,62.3488,6.562,0.1652,9.528,NA,NA,5.19,10.0222222222222,NA,NA,0.179450326,9.669,6.91,9.9,3765.4662269526,3681.95790337098,3154.33713165081,732.595747784124
2019-07-13 19:00:00,62.3621,6.559,0.164,9.403,NA,NA,5.07,9.87777777777778,NA,NA,0.187720255,9.517,6.94,9.72222222222222,3863.90409168177,3757.83613622384,3208.55565260241,746.263829471872
2019-07-13 19:15:00,62.3825,6.556,0.1636,9.266,NA,NA,4.96,9.73888888888889,NA,NA,0.196132945,9.398,6.96,9.56111111111111,3924.06361014617,3803.09055087385,3315.41790568227,737.179579940755
2019-07-13 19:30:00,62.3836,6.555,0.1632,9.134,NA,NA,4.87,9.6,NA,NA,0.191085331,9.247,6.98,9.43888888888889,4000.58314361689,3917.39521435453,3369.11113512538,760.03517189697
2019-07-13 19:45:00,62.3891,6.552,0.1628,9.008,NA,NA,4.79,9.47777777777778,NA,NA,0.188342284,9.134,7.01,9.3,4083.51366186224,3970.08272681051,3429.3952697306,752.425202509801
2019-07-13 20:00:00,62.3984,6.55,0.1618,8.881,NA,NA,4.7,9.36111111111111,NA,NA,0.188434059,9.002,7.02,9.17777777777778,4148.9624961235,4028.04555634577,3487.69798171402,782.181454187218
2019-07-13 20:15:00,62.4143,6.552,0.1614,8.776,NA,NA,4.63,9.23888888888889,NA,NA,0.194715534,8.887,7.05,9.07777777777778,4210.11413676048,4066.75899590304,3519.74595842072,765.818252475248
